NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
372	7391.1943	279.0268	214.8585355	52.8073805	-1	z8-10	nircam6	F410M	0.3798041	0.05167891	0.012627532978204773	0.0015574696165687424
753	7140.4692	452.0004	214.8589544	52.8099062	-1	z8-10	nircam6	F410M	0.4257099	0.06339784	0.00857163519683883	0.0015566754043663984
2269	7816.9819	1135.7485	214.8457325	52.8092949	-1	z8-10	nircam6	F410M	0.6917245	0.06339784	0.017402536402891345	0.0015574696165687424
2386	8413.2705	1188.8995	214.8398555	52.8057926	-1	z8-10	nircam6	F410M	0.2546837	0.04541507	0.007401278214944146	0.0015606416789076775
2400	6796.2354	1178.5886	214.8543884	52.8160115	-1	z8-10	nircam6	F410M	0.1071411	0.03292643	0.0008525339770958771	0.001557866209833796
2567	838.3987	1275.0569	214.9065788	52.8543725	-1	z8-10	nircam6	F410M	0.9493523	0.09984432	0.013450375111596495	0.0015566754043663984
3250	9075.9609	1510.8035	214.8305623	52.8033166	-1	z8-10	nircam6	F410M	1.047683	0.09756722	0.023245158640379043	0.0015582631449895948
3958	7944.6553	1762.7839	214.838002	52.8118643	-1	z8-10	nircam6	F410M	0.6111405	0.06443214	0.017204465418256876	0.0015570726814129433
4538	6592.4277	1933.5952	214.8482693	52.8213775	-1	z8-10	nircam6	F410M	0.3018393	0.046565	0.008354161912383865	0.0015570726814129433
5570	10277.6494	2260.8145	214.8119649	52.7997211	-1	z8-10	nircam6	F410M	0.1843182	0.05090562	0.006154577029526702	0.0015582631449895948
5890	6579.208	2368.8511	214.8438105	52.8238083	-1	z8-10	nircam6	F410M	0.1182186	0.03778762	0.007176033753838612	0.001557866209833796
5956	7700.5728	2386.9067	214.833617	52.8167799	-1	z8-10	nircam6	F410M	0.06258237	0.05930325	0.008108776667447045	0.0015566754043663984
6166	9479.8799	2561.2585	214.8159172	52.8064111	-1	z8-10	nircam6	F410M	28.72052	0.2021236	0.3408891084178285	0.0015590563315197013
6262	7169.7812	2494.3865	214.8372216	52.8207324	-1	z8-10	nircam6	F410M	0.2337916	0.0462802	0.009257697099584105	0.0015570726814129433
7051	4478.3252	2763.8889	214.8584068	52.8392867	-1	z8-10	nircam6	F410M	0.3385011	0.0462802	0.011692253235262984	0.001561433497874801
7155	7850.2266	2805.8562	214.8278767	52.8180872	-1	z8-10	nircam6	F410M	0.4138082	0.05012039	0.013510069235801935	0.001557866209833796
7466	4467.7593	2910.0105	214.8569643	52.8401418	-1	z8-10	nircam6	F410M	0.458347	0.05703025	0.014009886154807737	0.001557866209833796
8168	3972.2197	3147.2214	214.8588937	52.8445692	-1	z8-10	nircam6	F410M	-0.08064934	0.0286308	-0.006970663401782687	0.001557866209833796
9965	7753.8374	3772.9141	214.8185655	52.823912	-1	z8-10	nircam6	F410M	0.7650836	0.08243644	0.01708966876256123	0.0015574696165687424
11740	6561.2188	4101.0107	214.8257527	52.8332604	-1	z8-10	nircam6	F410M	0.5859016	0.07469541	0.014668470298318245	0.0015570726814129433
