NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
675	1063.1985	423.542	214.8868899	52.7793512	-1	z7-8	nircam10	F410M	0.4221932	0.04432334	0.01406954800976136	0.0016156901293049991
1081	3336.532	627.9122	214.8644737	52.766014	-1	z7-8	nircam10	F410M	0.2751745	0.05467674	0.00802073582495818	0.001619806461041681
1216	6499.2173	694.8171	214.8355933	52.74628	-1	z7-8	nircam10	F410M	0.6652147	0.07968203	0.019700862180048632	0.001616102207043863
1697	1352.772	908.4111	214.8792161	52.7801279	-1	z7-8	nircam10	F410M	0.2899824	0.04268723	0.010280450454256814	0.0016169263625215903
3712	2157.7029	1632.9373	214.8644297	52.7789231	-1	z7-8	nircam10	F410M	0.3250259	0.1044257	0.009825814147259087	0.0016189843574033176
3742	2195.3169	1648.1593	214.8639344	52.7787663	-1	z7-8	nircam10	F410M	0.4161268	0.05570847	0.016141919445963177	0.001616102207043863
3979	1445.8813	1740.2555	214.86965	52.7840237	-1	z7-8	nircam10	F410M	0.3446765	0.04028518	0.013410825500459543	0.0016177498340528632
4941	7562.1401	2034.5925	214.8120626	52.7467456	-1	z7-8	nircam10	F410M	9.215263	0.1094836	0.17881185020675447	0.001616102207043863
5161	3107.9993	2135.1851	214.850683	52.7755943	-1	z7-8	nircam10	F410M	0.1234938	0.01923887	0.005270912005796816	0.001613628030744545
5850	6135.9707	2341.9883	214.8215329	52.7574672	-1	z7-8	nircam10	F410M	1.274387	0.02445218	0.040815975159877255	0.0016169263625215903
7608	1746.3938	2904.3247	214.8547427	52.7883927	-1	z7-8	nircam10	F410M	0.693462	0.06153664	0.01696729234837954	0.0016152780515661356
8153	9664.3301	3078.6394	214.7823908	52.7390054	-1	z7-8	nircam10	F410M	0.6156563	0.08057037	0.011830061096855905	0.001616102207043863
8200	9546.3604	3098.5203	214.7832315	52.7398626	-1	z7-8	nircam10	F410M	0.3279389	0.07950317	0.010259285731220905	0.0016165142847827266
9135	9709.7617	3431.5325	214.7782802	52.7406171	-1	z7-8	nircam10	F410M	-0.4495141	0.1349889	-0.0020773806600349084	0.001616102207043863
9519	4432.1802	3557.2095	214.8239447	52.7748457	-1	z7-8	nircam10	F410M	0.2912416	0.03579433	0.01364358615787045	0.0016165142847827266
9681	964.0814	3641.2505	214.8539765	52.7973369	-1	z7-8	nircam10	F410M	0.6982186	0.1337174	0.01054091778254136	0.001617338098287227
10078	7955.6567	4618.0811	214.7814228	52.758162	-1	z7-8	nircam10	F410M	2.29993	0.1720777	0.026814250700280904	0.0016177498340528632
10891	9190.5293	4621.4019	214.7703997	52.7503271	-1	z7-8	nircam10	F410M	-0.0743586	0.08603886	0.009272207368556362	0.0016156901293049991
11520	6258.7886	4432.3804	214.7984799	52.7679507	-1	z7-8	nircam10	F410M	0.7166976	0.06854092	0.020837588026967717	0.001616102207043863
11661	2375.1572	4124.5552	214.8363159	52.7909767	-1	z7-8	nircam10	F410M	0.2236791	0.03884596	0.008415820914158633	0.001618161227845272
