NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
231	1319.3601	233.6761	214.8610277	52.8641335	-1	z10-15	nircam3	F410M	0.3091277	0.0404381	0.005224941902797004	0.001555073988113373
524	8638.9395	337.2325	214.7946203	52.8181731	-1	z10-15	nircam3	F410M	0.2957825	0.06098239	0.009745766652566433	0.0015566589936106031
1065	10265.5479	581.2538	214.7775569	52.8091448	-1	z10-15	nircam3	F410M	1.118098	0.05764746	0.028224927270501587	0.0015566589936106031
1531	1121.3978	793.7682	214.8569019	52.8684117	-1	z10-15	nircam3	F410M	0.2947486	0.04140488	0.013560915227507736	0.001555073988113373
1748	8713.2812	892.587	214.7881148	52.8206921	-1	z10-15	nircam3	F410M	0.1060846	0.03808695	0.0003966004447589682	0.0015554702394876805
3571	7526.1724	1645.5884	214.7907742	52.8322963	-1	z10-15	nircam3	F410M	0.3870458	0.05459264	0.014147435639632088	0.0015558668327527339
5264	3121.657	2155.1516	214.8247083	52.8630409	-1	z10-15	nircam3	F410M	0.3643098	0.05361769	0.008307247664254024	0.001557055244984911
6622	7332.8413	2600.4233	214.7824481	52.8386688	-1	z10-15	nircam3	F410M	0.2023594	0.01851683	0.018173913722327486	0.0015566589936106031
7035	7883.5815	2729.7466	214.7761764	52.8358632	-1	z10-15	nircam3	F410M	0.1553717	0.03081386	0.004878869833241047	0.0015554702394876805
7565	7932.2598	2900.3538	214.7739465	52.8364724	-1	z10-15	nircam3	F410M	0.1342069	0.01851683	0.005197081225927009	0.0015566589936106031
7878	8353.832	3010.7944	214.7690258	52.8343861	-1	z10-15	nircam3	F410M	0.05200537	0.01851683	0.003388469608044751	0.0015558668327527339
9153	7933.3662	3481.4534	214.7678188	52.8395947	-1	z10-15	nircam3	F410M	0.7452317	0.06496133	0.017310916520849113	0.0015562630841270415
9544	6659.4204	3583.4431	214.7781038	52.8482455	-1	z10-15	nircam3	F410M	0.1843893	0.06268852	0.0066242494414809954	0.0015566589936106031
10413	9450.9424	3920.8472	214.749667	52.8323078	-1	z10-15	nircam3	F410M	0.4934211	0.1555176	0.014573578521839324	0.001557055244984911
10519	2281.1663	4386.8423	214.8087119	52.8804102	-1	z10-15	nircam3	F410M	0.4508448	0.04447598	0.02069832900270805	0.001557055244984911
10967	3091.5708	4550.2607	214.7997553	52.8761389	-1	z10-15	nircam3	F410M	0.5490159	0.04506509	0.017819985003434523	0.0015566589936106031
11733	1220.1353	4204.6147	214.8201068	52.8861725	-1	z10-15	nircam3	F410M	0.5074946	0.03038288	0.01751886814803534	0.0015554702394876805
11782	9995.2969	3915.064	214.7448779	52.8288138	-1	z10-15	nircam3	F410M	0.3074717	0.07022887	0.006483602426500281	0.0015582426315448508
11938	7384.7383	4258.1709	214.7645312	52.8472663	-1	z10-15	nircam3	F410M	0.641421	0.07189901	0.015580655321385594	0.0015562630841270415
11961	766.3229	3824.823	214.8281609	52.8870097	-1	z10-15	nircam3	F410M	0.3149618	0.0704164	0.008865743291950431	0.0015554702394876805
