NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
849	6497.4443	487.4786	214.864319	52.8141826	-1	z7-8	nircam6	F410M	0.1219605	0.03778762	0.007323169855173389	0.0015574696165687424
932	8652.4834	536.86	214.8445756	52.8007571	-1	z7-8	nircam6	F410M	0.2160853	0.05193412	0.006627104229207889	0.001559849176159062
1318	8118.1431	717.3485	214.8474442	52.8051254	-1	z7-8	nircam6	F410M	0.2705218	0.0374361	0.017656424470674607	0.0015590563315197013
1824	1035.0487	942.5328	214.9083175	52.8513292	-1	z7-8	nircam6	F410M	0.4827341	0.1144077	0.0026174187942707874	0.001557866209833796
2724	7101.8022	1303.568	214.8503483	52.814744	-1	z7-8	nircam6	F410M	0.1869477	0.03599571	0.008868994672942375	0.0015570726814129433
2910	2604.1455	1382.5983	214.8896699	52.8437402	-1	z7-8	nircam6	F410M	0.6563768	0.08891771	0.00983265476668768	0.0015562781273198536
4174	3542.8733	1826.7122	214.8766154	52.8401742	-1	z7-8	nircam6	F410M	0.4865939	0.06821958	0.018502364742848228	0.0015610375883912389
4249	6680.0728	1861.1903	214.8482485	52.8204303	-1	z7-8	nircam6	F410M	0.2568419	0.03916216	0.007714251841405439	0.001557866209833796
4337	3487.8018	1861.09	214.8767457	52.8407094	-1	z7-8	nircam6	F410M	1.878542	0.1224459	0.014392571304324522	0.0015562781273198536
4659	7063.0293	1975.3494	214.8436315	52.8186125	-1	z7-8	nircam6	F410M	0.1948397	0.02769183	0.008782086045376385	0.0015582631449895948
5157	6485.21	2117.4058	214.8472932	52.8230499	-1	z7-8	nircam6	F410M	0.3380773	0.0408153	0.011303366187618555	0.001554688677242929
5283	7413.459	2168.5481	214.838474	52.8174273	-1	z7-8	nircam6	F410M	0.3694987	0.05840467	0.012068873242950416	0.0015590563315197013
5451	1269.7587	2248.7483	214.892484	52.8568879	-1	z7-8	nircam6	F410M	8.378954	0.09397794	0.2176877183306896	0.001557866209833796
7573	7005.7798	2942.2395	214.8339749	52.8241889	-1	z7-8	nircam6	F410M	0.2548627	0.07290389	0.006179993187564688	0.001558659738254648
7622	7476.4102	2951.7903	214.8296762	52.8212495	-1	z7-8	nircam6	F410M	0.06486141	0.04512301	0.003694960302185405	0.0015554835732267639
7625	8405.3447	2955.8206	214.821349	52.8153674	-1	z7-8	nircam6	F410M	0.3711028	0.06899045	0.012534049791598285	0.0015574696165687424
7863	8383.8125	3044.7783	214.8206055	52.8159837	-1	z7-8	nircam6	F410M	0.7153307	0.06975279	0.01507041073463486	0.0015574696165687424
8017	7469.1963	3097.644	214.8282066	52.8220815	-1	z7-8	nircam6	F410M	-0.05912039	0.04453314	-0.004030659406515743	0.0015582631449895948
10002	3134.3948	3832.0449	214.8591712	52.8535852	-1	z7-8	nircam6	F410M	5.980626	0.1426915	0.0820090938560788	0.001557866209833796
10707	6948.2412	4595.6201	214.8170964	52.8334662	-1	z7-8	nircam6	F410M	0.5731835	0.05726161	0.015032303592115165	0.001558659738254648
