NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
867	5015.4473	639.2018	214.9513315	52.8193657	-1	z10-15	nircam9	F410M	0.2476228	7.205654e-05	0.010033908275786815	2.276468923622408e-06
1469	7970.2231	853.5859	214.9226842	52.8017688	-1	z10-15	nircam9	F410M	0.7047695	9.108317e-05	0.019839371596290904	2.275888937028954e-06
2485	8434.9199	1253.6106	214.9143345	52.8009781	-1	z10-15	nircam9	F410M	0.5703965	0.0001187817	0.00810951207475818	2.275888937028954e-06
3031	4143.6328	1423.4919	214.9508872	52.8291343	-1	z10-15	nircam9	F410M	1.580266	0.0001309834	0.017740883664722266	2.2747286218688173e-06
4354	3124.7615	1750.2664	214.956564	52.8373649	-1	z10-15	nircam9	F410M	0.1740665	4.751267e-05	0.008442057100154996	2.275888937028954e-06
4657	1643.9686	1840.4806	214.96886	52.8472482	-1	z10-15	nircam9	F410M	0.3415522	4.751267e-05	0.01266688668265363	2.276468923622408e-06
5919	2277.1919	2213.7737	214.9592742	52.845247	-1	z10-15	nircam9	F410M	0.161883	5.150251e-05	0.0029542177973699993	2.276468923622408e-06
6410	745.878	2359.9185	214.9714374	52.8557527	-1	z10-15	nircam9	F410M	0.7524254	3.975195e-05	0.02495344100113136	2.2799450814776354e-06
6682	1960.8085	2432.3796	214.9598072	52.8484354	-1	z10-15	nircam9	F410M	0.241233	6.240279e-05	0.009192349780523634	2.2753089504354996e-06
6816	9735.1689	2465.6804	214.8899985	52.799263	-1	z10-15	nircam9	F410M	0.1808638	6.549169e-05	0.005437771002579998	2.276468923622408e-06
6935	3831.803	2506.7451	214.9422953	52.8369635	-1	z10-15	nircam9	F410M	0.004702771	6.285336e-05	-0.0008925682477628633	2.2747286218688173e-06
7288	9175.6592	2595.5728	214.8936277	52.8035171	-1	z10-15	nircam9	F410M	0.13271	6.634783e-05	0.005151997655477272	2.276468923622408e-06
8858	1531.6039	2991.2258	214.9577741	52.8541777	-1	z10-15	nircam9	F410M	0.2453218	5.91528e-05	0.00906423293065818	2.2753089504354996e-06
9972	3878.3987	3267.105	214.9338894	52.8407737	-1	z10-15	nircam9	F410M	0.7684258	9.620583e-05	0.0213380350674909	2.273567622762226e-06
10182	4473.4502	3334.7383	214.9278599	52.8373617	-1	z10-15	nircam9	F410M	0.113846	3.187247e-05	0.005356990086833634	2.27820785748309e-06
12539	3277.8696	3952.1301	214.9320588	52.8482843	-1	z10-15	nircam9	F410M	0.4067784	6.80278e-05	0.011960582018509087	2.27820785748309e-06
12592	8389.3945	3979.0142	214.8861112	52.815975	-1	z10-15	nircam9	F410M	1.592535	0.0001543248	0.021076989804452266	2.272406281682408e-06
12845	1192.1021	4050.7585	214.9496754	52.862055	-1	z10-15	nircam9	F410M	0.2248981	6.592116e-05	0.010116505069369997	2.275888937028954e-06
13859	8364.2686	4397.7778	214.8819348	52.8183938	-1	z10-15	nircam9	F410M	0.0787562	4.926219e-05	0.002169279809346363	2.2770485682426355e-06
14820	1156.7213	4766.2383	214.9424704	52.8661435	-1	z10-15	nircam9	F410M	0.2290672	5.721283e-05	0.01236283828628545	2.275888937028954e-06
