NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
675	1063.1985	423.542	214.8868899	52.7793512	-1	z7-8	nircam10	F150W	-0.002750446	0.02583576	0.0008273314272386389	0.0007082764891151237
1081	3336.532	627.9122	214.8644737	52.766014	-1	z7-8	nircam10	F150W	0.4222631	0.03187068	0.01134990170070183	0.0007100809090512123
1216	6499.2173	694.8171	214.8355933	52.74628	-1	z7-8	nircam10	F150W	0.3432274	0.04644608	0.005472659584269079	0.0007084570339833014
1697	1352.772	908.4111	214.8792161	52.7801279	-1	z7-8	nircam10	F150W	0.07232551	0.02488208	0.002089235380926502	0.0007088181237196568
3712	2157.7029	1632.9373	214.8644297	52.7789231	-1	z7-8	nircam10	F150W	3.297702	0.06086898	0.02320037047808667	0.000709720333687701
3742	2195.3169	1648.1593	214.8639344	52.7787663	-1	z7-8	nircam10	F150W	0.0241463	0.03247207	-0.0012917460657808173	0.0007084570339833014
3979	1445.8813	1740.2555	214.86965	52.7840237	-1	z7-8	nircam10	F150W	0.06207497	0.02348195	0.0033738717852601647	0.0007091792134560121
4941	7562.1401	2034.5925	214.8120626	52.7467456	-1	z7-8	nircam10	F150W	3.21966	0.0638172	0.050658446739632663	0.0007084570339833014
5161	3107.9993	2135.1851	214.850683	52.7755943	-1	z7-8	nircam10	F150W	0.05183276	0.0112142	0.0027063830051678697	0.0007073724788421263
5850	6135.9707	2341.9883	214.8215329	52.7574672	-1	z7-8	nircam10	F150W	-0.007685892	0.014253	-0.0017383405143355894	0.0007088181237196568
7608	1746.3938	2904.3247	214.8547427	52.7883927	-1	z7-8	nircam10	F150W	0.7439996	0.03586927	0.01598653567073976	0.0007080956870605243
8153	9664.3301	3078.6394	214.7823908	52.7390054	-1	z7-8	nircam10	F150W	2.089715	0.04696389	0.024379745109290026	0.0007084570339833014
8200	9546.3604	3098.5203	214.7832315	52.7398626	-1	z7-8	nircam10	F150W	3.474027	0.04634183	0.03383902055714477	0.000708637578851479
9135	9709.7617	3431.5325	214.7782802	52.7406171	-1	z7-8	nircam10	F150W	5.895931	0.07868404	0.029278025113789245	0.0007084570339833014
9519	4432.1802	3557.2095	214.8239447	52.7748457	-1	z7-8	nircam10	F150W	0.003704104	0.02086426	0.0015064481198381237	0.000708637578851479
9681	964.0814	3641.2505	214.8539765	52.7973369	-1	z7-8	nircam10	F150W	8.120787	0.07794289	0.03784567638672531	0.0007089986685878344
10078	7955.6567	4618.0811	214.7814228	52.758162	-1	z7-8	nircam10	F150W	10.28486	0.1003029	0.019749461072008947	0.0007091792134560121
10891	9190.5293	4621.4019	214.7703997	52.7503271	-1	z7-8	nircam10	F150W	0.3241489	0.05015143	0.011230271436552515	0.0007082764891151237
11520	6258.7886	4432.3804	214.7984799	52.7679507	-1	z7-8	nircam10	F150W	0.3246144	0.03995201	0.005669692673955059	0.0007084570339833014
11661	2375.1572	4124.5552	214.8363159	52.7909767	-1	z7-8	nircam10	F150W	-0.09308333	0.02264303	-0.0032333039745035255	0.0007093597583241896
