NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
377	6171.9619	222.975	214.9985122	52.9603119	-1	z10-15	nircam1	F606W	0.01679158	0.01947848	-0.0037355450197341404	0.0015644864754381824
538	2487.929	263.2752	215.0311633	52.9838911	-1	z10-15	nircam1	F606W	0.0684389	0.01739534	0.005067165371444173	0.001565681592171314
611	6509.9102	278.939	214.9948906	52.9584709	-1	z10-15	nircam1	F606W	-0.0354027	0.01759491	-0.0010372330199573808	0.001566079578769762
1597	9266.2754	688.9531	214.9658526	52.9432005	-1	z10-15	nircam1	F606W	0.1300821	0.05020829	-0.002404631557011468	0.001564088488839734
4164	7244.6919	1717.1927	214.9731525	52.961582	-1	z10-15	nircam1	F606W	0.01667469	0.01636101	0.0014575819531811437	0.0015620950850341337
4257	7051.96	1740.0359	214.9746407	52.9629282	-1	z10-15	nircam1	F606W	0.01193797	0.01141708	0.00047919414414881437	0.001565681592171314
4929	8485.9131	2004.0	214.9590001	52.955256	-1	z10-15	nircam1	F606W	0.03419558	0.01220538	0.004713461723699935	0.001561296797961665
5596	7707.5063	2267.8481	214.9632012	52.9616205	-1	z10-15	nircam1	F606W	-0.0106383	0.01201315	-0.00011594552828097569	0.0015644864754381824
5688	2882.1343	2319.9353	215.0059587	52.9925118	-1	z10-15	nircam1	F606W	0.1034704	0.02436303	0.00743799004940547	0.0015652836055728653
6716	2465.6184	2666.7346	215.0060455	52.9970281	-1	z10-15	nircam1	F606W	0.002481585	0.006650249	-0.00015950319468690922	0.0015636905022412856
7250	225.2887	2880.2239	215.0239248	53.0123887	-1	z10-15	nircam1	F606W	-0.01856047	0.02534636	0.0020031695174534295	0.0015624942285703686
7959	8875.4463	3156.9211	214.9433623	52.959011	-1	z10-15	nircam1	F606W	0.03240998	0.01294576	0.00453886592851088	0.001564088488839734
8325	2341.8086	3303.2354	215.00045	53.001254	-1	z10-15	nircam1	F606W	-0.01575109	0.01161917	-0.0030707674108532957	0.001564088488839734
8677	6023.9458	3438.5928	214.9659684	52.9786274	-1	z10-15	nircam1	F606W	-0.004054981	0.01830806	0.0024411063345965863	0.001564088488839734
8903	3544.0154	3528.3662	214.987281	52.9948454	-1	z10-15	nircam1	F606W	-0.0107936	0.01578167	0.0003659505283736999	0.0015636905022412856
9074	3725.7791	3572.3826	214.9851852	52.9939303	-1	z10-15	nircam1	F606W	-0.02654774	0.01230036	-0.0017834612471675847	0.0015636905022412856
9286	7938.978	3642.0706	214.9466469	52.9675744	-1	z10-15	nircam1	F606W	0.01644021	0.006102688	0.0043109630678854725	0.0015644864754381824
10838	660.1631	4467.5889	215.0032846	53.0182132	-1	z10-15	nircam1	F606W	-0.007788557	0.007316865	-0.00548085277258885	0.0015636905022412856
11544	2337.3613	4167.2871	214.9913827	53.0059524	-1	z10-15	nircam1	F606W	0.04631484	0.02163013	0.004124075965655968	0.0015636905022412856
11933	2084.1011	3865.3171	214.9968406	53.0059266	-1	z10-15	nircam1	F606W	0.06234974	0.01752864	0.006724319092742577	0.001567670368225769
