NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
2812	6480.645	1363.1951	215.1161951	52.9406565	-1	z8-10	nircam7	F410M	0.0002945094	6.140568e-05	1.2963432186415451e-05	2.3824614735762263e-06
3680	3626.0867	1594.6432	215.1394251	52.9599872	-1	z8-10	nircam7	F410M	0.1266115	4.447528e-05	0.004634879420124543	2.3818548130710444e-06
4359	10550.9219	1729.957	215.0757858	52.9168563	-1	z8-10	nircam7	F410M	0.4936088	7.582024e-05	0.015575461313379538	2.3818548130710444e-06
5276	2561.3525	1957.9025	215.1451837	52.9686968	-1	z8-10	nircam7	F410M	0.5210942	7.663117e-05	0.014313039787044084	2.3836751365598174e-06
6140	5037.3218	2221.8511	215.1201423	52.954448	-1	z8-10	nircam7	F410M	0.0006082167	0.0001275033	5.76363729084818e-06	2.3824614735762263e-06
6737	9990.3877	2395.0469	215.0738271	52.9240077	-1	z8-10	nircam7	F410M	0.9418611	0.000122054	0.018932540671138174	2.3824614735762263e-06
6870	7911.1704	2435.6086	215.0920709	52.9374014	-1	z8-10	nircam7	F410M	0.1098779	4.008947e-05	0.0026383337076059084	2.3818548130710444e-06
8702	1208.3612	2901.5193	215.1474363	52.9823758	-1	z8-10	nircam7	F410M	0.2554501	8.208369e-05	0.009821960108987723	2.381247468619408e-06
9883	9984.9609	3188.5007	215.065535	52.9283358	-1	z8-10	nircam7	F410M	1.4152	0.0001419556	0.024744502198732265	2.383068476054636e-06
10370	4330.2544	3327.5481	215.1148737	52.9649143	-1	z8-10	nircam7	F410M	0.1620575	5.332398e-05	0.010075201542979997	2.3836751365598174e-06
10978	9488.8945	3474.4797	215.0669815	52.9330271	-1	z8-10	nircam7	F410M	0.4631943	7.54115e-05	0.015170154644415903	2.3867060452731357e-06
11155	7217.4946	3519.7585	215.0869038	52.947665	-1	z8-10	nircam7	F410M	0.3449581	8.895055e-05	0.01092799727849136	2.383068476054636e-06
11187	4994.6606	3533.0457	215.1067395	52.9618188	-1	z8-10	nircam7	F410M	0.5672221	7.248583e-05	0.020241501333973174	2.383068476054636e-06
12460	8831.8926	3823.9404	215.0692058	52.9390817	-1	z8-10	nircam7	F410M	0.5583203	0.0001301424	0.011196511236813634	2.3848877736237265e-06
13852	2850.2766	4261.1064	215.1183645	52.9793436	-1	z8-10	nircam7	F410M	0.5050856	8.964278e-05	0.011275965296438177	2.3873116798586357e-06
14185	8507.8789	4375.8379	215.0663115	52.9441216	-1	z8-10	nircam7	F410M	0.4445604	8.540527e-05	0.009979517433989088	2.3818548130710444e-06
14959	10285.9678	4684.9897	215.0470976	52.9345245	-1	z8-10	nircam7	F410M	0.4254938	9.20246e-05	0.012044341521064995	2.3824614735762263e-06
15040	6563.9771	4719.4883	215.0801577	52.9582996	-1	z8-10	nircam7	F410M	0.8710526	0.0001117427	0.01697835518228181	2.3800331216893623e-06
15548	1180.8989	4917.8701	215.1264742	52.9934731	-1	z8-10	nircam7	F410M	0.229201	6.435482e-05	0.009316301396480906	2.3867060452731357e-06
15582	8583.3105	4915.812	215.059955	52.9465653	-1	z8-10	nircam7	F410M	0.2306218	7.743361e-05	0.004205969759014543	2.3806404661409994e-06
