NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
1213	4178.8394	664.3421	214.8309622	52.8482864	-1	z7-8	nircam3	F410M	2.131467	0.06516401	0.058814199993137785	0.0015554702394876805
2183	10253.3916	1100.3251	214.7722041	52.8120175	-1	z7-8	nircam3	F410M	0.7182367	0.07134664	0.018877066743452086	0.0015554702394876805
2241	2107.0117	1146.351	214.8443873	52.8640506	-1	z7-8	nircam3	F410M	0.4050044	0.07371035	0.008464404583346312	0.0015562630841270415
2321	2109.5361	1187.4635	214.843932	52.8642562	-1	z7-8	nircam3	F410M	1.612854	0.1391371	0.014965737463920442	0.0015566589936106031
3319	9540.7832	1539.5801	214.7739319	52.8189149	-1	z7-8	nircam3	F410M	2.749272	0.1995645	0.015589640210183525	0.0015554702394876805
3558	9395.3184	1613.4814	214.7744505	52.8202379	-1	z7-8	nircam3	F410M	2.386233	0.1945453	0.013818041000653114	0.0015594293343232986
3806	6533.7065	1702.5698	214.7990251	52.8389132	-1	z7-8	nircam3	F410M	0.1121513	0.02668559	0.0053333759717145105	0.0015542808015832665
4118	2183.6602	1784.8427	214.836982	52.8670059	-1	z7-8	nircam3	F410M	5.101438	0.09757723	0.12400339739848547	0.0015554702394876805
4584	7616.6738	1944.7245	214.7868191	52.8333322	-1	z7-8	nircam3	F410M	0.2359247	0.03944763	0.008150343744313582	0.0015578470639520344
5100	8559.4023	2108.8333	214.7766876	52.8282215	-1	z7-8	nircam3	F410M	0.714278	0.06890189	0.01942224230769463	0.001555073988113373
6863	6400.9512	2679.47	214.7899263	52.84502	-1	z7-8	nircam3	F410M	0.1864884	0.04265986	0.005986294985568176	0.0015558668327527339
7029	7797.252	2769.1973	214.7765308	52.8366246	-1	z7-8	nircam3	F410M	10.24055	0.03773912	0.3583934701415223	0.0015558668327527339
7041	6793.6016	2731.1736	214.7858802	52.8428019	-1	z7-8	nircam3	F410M	0.1907552	0.03328278	0.012033778157900655	0.0015546773948483196
7755	2097.5002	2969.2261	214.8252819	52.8739378	-1	z7-8	nircam3	F410M	0.3774963	0.0391119	0.013774737118798244	0.0015546773948483196
9528	2638.2485	3578.6418	214.8140359	52.8737852	-1	z7-8	nircam3	F410M	0.3836846	0.04140488	0.013741707053852723	0.0015558668327527339
9954	8276.7451	3715.5518	214.7622931	52.8386713	-1	z7-8	nircam3	F410M	0.1084891	0.04203705	0.0030956121492810504	0.0015566589936106031
10467	2746.4727	3821.4976	214.810512	52.874406	-1	z7-8	nircam3	F410M	0.3529121	0.04296788	0.011912714644835676	0.0015586381991376669
11511	3299.1414	4188.0493	214.8017176	52.8728677	-1	z7-8	nircam3	F410M	0.074393	0.0456466	0.0012785120679636689	0.001557055244984911
11872	3284.4456	4061.2224	214.8031846	52.8722778	-1	z7-8	nircam3	F410M	0.4620124	0.02765629	0.018063134282894234	0.0015566589936106031
12086	4452.9634	4453.6621	214.7886223	52.8669629	-1	z7-8	nircam3	F410M	0.1807608	0.02994569	0.01192361070290227	0.0015562630841270415
