NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
49	180.4972	197.5395	214.8715835	52.8711732	-1	z8-10	nircam3	F356W	0.2379709	0.02522933	0.005798450397372396	0.0006807595220677594
457	8474.5664	324.9333	214.796215	52.8191519	-1	z8-10	nircam3	F356W	0.07852103	0.0225658	0.004274586224901016	0.0006800669662618971
868	3908.9641	493.7003	214.8351667	52.8490816	-1	z8-10	nircam3	F356W	0.5830173	0.0311226	0.010311529615258745	0.0006798937457565212
1021	3697.4653	577.6644	214.8361712	52.8508783	-1	z8-10	nircam3	F356W	1.385459	0.05805845	0.016439947133511833	0.0006805866277780246
1715	2246.0176	874.4232	214.8460078	52.8617012	-1	z8-10	nircam3	F356W	0.1313015	0.02609212	0.0023007036610699066	0.0006798937457565212
1725	6991.4644	883.8897	214.8035579	52.8315921	-1	z8-10	nircam3	F356W	0.2254512	0.02293077	0.00749646478979648	0.0006811056368628702
2210	1259.854	1124.45	214.8521846	52.8693152	-1	z8-10	nircam3	F356W	0.3983898	0.02763734	0.009368665285893774	0.0006804134072726487
2790	3958.3804	1370.6488	214.8254968	52.8534946	-1	z8-10	nircam3	F356W	0.4025507	0.02456236	0.009807418798738176	0.0006802401867672729
3404	1449.8234	1591.3014	214.8455735	52.8706255	-1	z8-10	nircam3	F356W	0.2623935	0.02871772	0.007093356860045143	0.0006793737580247528
3591	9943.2324	1651.3943	214.7691691	52.8169576	-1	z8-10	nircam3	F356W	0.09558175	0.01152557	0.004529037687044512	0.0006800669662618971
4026	7554.2808	1779.5316	214.789114	52.8328391	-1	z8-10	nircam3	F356W	0.06609604	0.01578204	0.0023527187450288057	0.0006811056368628702
4596	3977.8147	1948.7542	214.8192384	52.8564869	-1	z8-10	nircam3	F356W	0.0979476	0.02364381	0.005041232127149287	0.0006802401867672729
5466	7235.127	2238.5264	214.7871288	52.8373408	-1	z8-10	nircam3	F356W	0.3140051	0.03457671	0.006248109299095732	0.0006805863015623835
5922	9022.0645	2401.7134	214.7694813	52.8268564	-1	z8-10	nircam3	F356W	0.457524	0.03103355	0.010981573279734995	0.0006809324163574942
8730	9116.1904	3345.9946	214.7587024	52.8313423	-1	z8-10	nircam3	F356W	0.08682033	0.02023823	0.0022021382575702934	0.0006786798973563265
9992	578.233	3744.6199	214.8306859	52.8877727	-1	z8-10	nircam3	F356W	1.548968	0.04135576	0.03611686682962863	0.0006800669662618971
10047	7614.272	3744.5977	214.7678929	52.843041	-1	z8-10	nircam3	F356W	0.3429499	0.02598584	0.009134794768541543	0.0006795473047457695
10134	6941.4634	3773.3328	214.7735892	52.8474746	-1	z8-10	nircam3	F356W	0.2708069	0.02813357	0.007750107237150273	0.0006805866277780246
11198	9990.8203	4292.0264	214.7409486	52.8308713	-1	z8-10	nircam3	F356W	0.1619546	0.02598584	0.007277026052402489	0.0006800669662618971
11909	6222.0039	4206.6768	214.7754419	52.8543837	-1	z8-10	nircam3	F356W	0.5608551	0.04586153	0.013006631900896326	0.0006792002113037359
