NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
1462	3691.1133	854.8513	214.960905	52.8289343	-1	z7-8	nircam9	F410M	0.3809496	6.592116e-05	0.01386387163195045	2.2770485682426355e-06
2181	1240.3319	1125.4906	214.9799818	52.8459459	-1	z7-8	nircam9	F410M	0.3057735	7.322194e-05	0.01096255367310727	2.280524042151408e-06
2408	937.6856	1219.2966	214.9817043	52.8483727	-1	z7-8	nircam9	F410M	1.631341	0.0001234415	0.043883133035286355	2.2822598982530445e-06
3302	3155.7041	1502.7146	214.9588877	52.8358314	-1	z7-8	nircam9	F410M	0.3321466	7.126901e-05	0.011529384556508633	2.2822598982530445e-06
5653	10120.5352	2133.0745	214.8900531	52.795021	-1	z7-8	nircam9	F410M	0.4485288	0.0001290299	0.016273914272225902	2.2776282128628626e-06
5676	4527.6016	2137.5061	214.9399549	52.8305535	-1	z7-8	nircam9	F410M	0.8146147	0.000103005	0.023295270957534538	2.273567622762226e-06
6061	7087.3535	2252.2434	214.9158794	52.814924	-1	z7-8	nircam9	F410M	0.3933913	5.91528e-05	0.012628890037371358	2.2776282128628626e-06
7270	4305.3853	2593.717	214.9371482	52.8344274	-1	z7-8	nircam9	F410M	0.1800601	3.44262e-05	0.008667444814785907	2.2753089504354996e-06
7542	2802.6294	2661.7776	214.9498682	52.8443324	-1	z7-8	nircam9	F410M	0.1208473	3.187247e-05	0.003639128616416362	2.276468923622408e-06
8294	2355.179	2848.728	214.9519052	52.8481817	-1	z7-8	nircam9	F410M	0.1220842	5.469119e-05	0.003953402012279998	2.2770485682426355e-06
9473	5018.2119	3155.9058	214.9248706	52.8329381	-1	z7-8	nircam9	F410M	0.06434938	3.274585e-05	-3.0659339532286807e-05	2.2747286218688173e-06
9920	10479.7793	3256.3835	214.8750482	52.7987996	-1	z7-8	nircam9	F410M	0.7881508	0.0001209008	0.01718322450327636	2.275888937028954e-06
10502	3549.1204	3406.4329	214.9353689	52.843616	-1	z7-8	nircam9	F410M	0.3008208	7.047268e-05	0.01144612091513227	2.275888937028954e-06
11980	7070.3579	3801.5435	214.8997536	52.8233939	-1	z7-8	nircam9	F410M	0.8898475	0.0001199636	0.015548035060552268	2.2753089504354996e-06
12134	3727.6379	3833.8469	214.9292811	52.8447907	-1	z7-8	nircam9	F410M	0.1253162	5.150251e-05	0.010251847813527724	2.2776282128628626e-06
12709	7011.8525	4011.3481	214.8980713	52.8248976	-1	z7-8	nircam9	F410M	1.742786	0.0001588303	0.03857611891588635	2.2776282128628626e-06
13656	9277.7324	4328.3506	214.8745111	52.8122174	-1	z7-8	nircam9	F410M	0.2376191	7.047268e-05	0.007556835463233633	2.276468923622408e-06
13856	2581.5566	4395.8921	214.9336203	52.8551002	-1	z7-8	nircam9	F410M	0.2954041	0.0001245793	0.011317299600418633	2.276468923622408e-06
15257	4962.1772	4953.1548	214.9064823	52.8429952	-1	z7-8	nircam9	F410M	7.276287	0.0002922126	0.040643176088136355	2.2776282128628626e-06
15632	7181.2378	5048.6665	214.8856561	52.8294191	-1	z7-8	nircam9	F410M	0.2304947	5.867382e-05	0.009129447225099086	2.275888937028954e-06
