NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
788	7972.3989	1909.2806	214.8924106	52.8856455	-1	z10-15	nircam2	F410M	0.2355815	0.03970866	0.009021286486722846	0.0015254645400789404
1455	2689.3545	2196.428	214.936667	52.9207366	-1	z10-15	nircam2	F410M	0.7362822	0.08037227	0.012950076126639206	0.0015285795066633378
2259	8880.2412	2505.6458	214.8780169	52.8830972	-1	z10-15	nircam2	F410M	0.1706112	0.05859442	0.005419053792595854	0.0015289682364412389
3260	10334.915	2887.749	214.8609935	52.8759178	-1	z10-15	nircam2	F410M	0.2422369	0.05902686	0.01707265286014597	0.0015274119497666503
3478	9130.4072	2972.5715	214.8708656	52.884027	-1	z10-15	nircam2	F410M	1.046369	0.07925704	0.016940177033988334	0.0015278013633260432
4954	8803.54	3507.9292	214.8681516	52.8889909	-1	z10-15	nircam2	F410M	0.3733657	0.07564507	0.009235829767486856	0.0015285795066633378
5581	8248.3584	3735.9858	214.8707139	52.8937477	-1	z10-15	nircam2	F410M	-0.09690153	0.03906295	-0.004947627481115936	0.0015281904349946905
6534	7976.6689	4035.3733	214.8699907	52.8970884	-1	z10-15	nircam2	F410M	3.262132	0.1396648	0.015372166925728563	0.0015278013633260432
6620	8082.7725	4033.3882	214.8690629	52.8964037	-1	z10-15	nircam2	F410M	-0.06464205	0.03149356	-0.0018644728049372538	0.0015278013633260432
7476	6001.7358	4319.7119	214.88466	52.9111663	-1	z10-15	nircam2	F410M	0.7144137	0.0499232	0.01930851235112568	0.0015301344257749431
8333	8799.2256	4654.5688	214.8561163	52.8952024	-1	z10-15	nircam2	F410M	0.2791279	0.03705836	0.00998357901748521	0.0015278013633260432
9506	7151.5684	5062.4429	214.8665524	52.9078694	-1	z10-15	nircam2	F410M	0.1873357	0.05313135	0.01512850822905771	0.0015289682364412389
9509	7901.4014	5066.7808	214.8598015	52.9031293	-1	z10-15	nircam2	F410M	0.08692046	0.04425219	0.001537884063308532	0.0015262437090884718
9677	8190.5195	5096.73	214.8569012	52.901454	-1	z10-15	nircam2	F410M	0.5184796	0.05660759	0.01412038182492203	0.0015301344257749431
10411	8337.1543	5331.8403	214.8531138	52.9017903	-1	z10-15	nircam2	F410M	0.5361357	0.05384456	0.013394359731815174	0.0015293569662191404
10538	8293.8037	5351.0151	214.8532994	52.9021691	-1	z10-15	nircam2	F410M	0.2188109	0.04158568	0.010067879018661238	0.0015246850291786634
11590	3639.4629	6167.5649	214.8863341	52.9361387	-1	z10-15	nircam2	F410M	0.6170613	0.03739993	0.013367244376770884	0.0015278013633260432
12228	2777.4971	5997.001	214.8958486	52.9406924	-1	z10-15	nircam2	F410M	0.2336881	0.06009434	0.010917498035258974	0.0015254645400789404
12282	10064.1611	6246.3506	214.8280453	52.8957466	-1	z10-15	nircam2	F410M	0.6150491	0.0773078	0.014131291558618454	0.0015281904349946905
13212	8187.0605	5651.2139	214.8510915	52.9044661	-1	z10-15	nircam2	F410M	1.618336	0.1092134	0.022929959305163016	0.001527022878098003
