NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
1015	7856.7808	705.0	215.0181751	52.8643672	-1	z7-8	nircam8	F200W	-0.001983375	4.741337e-05	0.00028190867699609155	1.7847692779869582e-06
1158	6842.792	745.2601	215.0268351	52.8710143	-1	z7-8	nircam8	F200W	0.8659315	6.839831e-05	0.02217425329551247	1.7861361452557818e-06
1553	2210.7615	927.0323	215.0664514	52.9013595	-1	z7-8	nircam8	F200W	0.07594507	6.659804e-05	0.002453151589950098	1.7879568238419474e-06
2553	3757.6243	1295.8895	215.0487024	52.8935511	-1	z7-8	nircam8	F200W	0.066632	5.511693e-05	0.0006141782499366705	1.7856805228328407e-06
4012	7910.5786	1709.1863	215.0071444	52.8694551	-1	z7-8	nircam8	F200W	0.03073161	6.332453e-05	0.0005536314373716417	1.7865915089493516e-06
5038	9405.5947	1970.0823	214.9910175	52.8613833	-1	z7-8	nircam8	F200W	0.3467401	8.212237e-05	0.008374428101646157	1.7852249004098991e-06
6415	2803.5342	2359.9871	215.0460765	52.9053552	-1	z7-8	nircam8	F200W	0.0003393276	5.620846e-05	1.304199392872377e-05	1.7856805228328407e-06
7357	4055.9504	2577.4817	215.03256	52.898592	-1	z7-8	nircam8	F200W	-0.008600425	6.427684e-05	0.00043056422459695234	1.7875019776071203e-06
8453	3366.2229	2850.3972	215.0358758	52.9044407	-1	z7-8	nircam8	F200W	-0.02157602	2.916514e-05	0.0007427682998721228	1.7856805228328407e-06
8818	7737.1235	2936.9644	214.9957966	52.877192	-1	z7-8	nircam8	F200W	0.5748415	0.0001629449	0.012306136549089684	1.7861361452557818e-06
10027	2985.5723	3245.4807	215.0351364	52.9089908	-1	z7-8	nircam8	F200W	3.383618	0.0001677222	0.015626374349467682	1.7875019776071203e-06
10189	3297.343	3290.1775	215.0318707	52.9072559	-1	z7-8	nircam8	F200W	0.0194867	3.656044e-05	0.0011585386377448521	1.7875019776071203e-06
10525	2561.6843	3375.4102	215.0375721	52.9123808	-1	z7-8	nircam8	F200W	0.007917623	2.810423e-05	0.0012885390214835144	1.7861361452557818e-06
11981	8660.168	3714.1143	214.9793633	52.8755367	-1	z7-8	nircam8	F200W	4.416454e-05	4.19758e-05	3.0395345435230106e-06	1.7865915089493516e-06
12041	6965.2349	3732.842	214.9943448	52.8863896	-1	z7-8	nircam8	F200W	0.01403497	6.839831e-05	0.0010728937825123532	1.7884116700767743e-06
12777	3558.3484	3909.6753	215.0230176	52.9089512	-1	z7-8	nircam8	F200W	0.00980089	2.810423e-05	0.001591836079420709	1.7875019776071203e-06
12959	3470.7715	3964.9731	215.0232214	52.9098055	-1	z7-8	nircam8	F200W	0.02430808	5.833028e-05	0.0013786534266060247	1.7865915089493516e-06
13112	2752.3569	4018.1973	215.0291041	52.9146483	-1	z7-8	nircam8	F200W	0.04187955	2.700167e-05	0.0005340016399675807	1.7875019776071203e-06
14215	969.6344	4403.7856	215.0410415	52.9280358	-1	z7-8	nircam8	F200W	5.583714	0.0002674165	0.018234061111982492	1.7865915089493516e-06
15599	4936.6572	4931.0156	214.999923	52.9057323	-1	z7-8	nircam8	F200W	-0.04015381	6.92809e-05	-0.0009209254640407715	1.7865915089493516e-06
