NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
837	4458.7729	635.9829	215.1420124	52.9495211	-1	z10-15	nircam7	F277W	0.07710016	3.994682e-05	0.0024534581195141806	1.5042570785702722e-06
2600	3808.4224	1287.2474	215.1410163	52.9571673	-1	z10-15	nircam7	F277W	0.079661	5.299544e-05	0.0008522412271294086	1.5042570785702722e-06
2739	1875.9723	1330.6472	215.1579442	52.969637	-1	z10-15	nircam7	F277W	0.08954214	5.677509e-05	0.004334569413630907	1.5042570785702722e-06
2903	2766.0532	1395.7858	215.1492512	52.9643551	-1	z10-15	nircam7	F277W	0.01568539	3.872988e-05	0.0008113863485391359	1.5042570785702722e-06
4009	4466.7314	1662.2167	215.1311552	52.9550302	-1	z10-15	nircam7	F277W	0.1511479	4.484019e-05	0.005241122087851361	1.5038743476018175e-06
5136	8615.2256	1920.8367	215.0911584	52.9301542	-1	z10-15	nircam7	F277W	0.08174848	4.41227e-05	0.003398846270778635	1.5042570785702722e-06
6181	8043.0371	2236.9392	215.0929749	52.9354905	-1	z10-15	nircam7	F277W	0.3853631	7.365829e-05	0.009034800114689996	1.5042570785702722e-06
6382	4150.9917	2302.5107	215.1272633	52.960498	-1	z10-15	nircam7	F277W	0.1273716	4.793618e-05	0.0036998398437095435	1.5019576885918175e-06
6647	916.0023	2359.8386	215.1557635	52.9812914	-1	z10-15	nircam7	F277W	0.5080972	8.473999e-05	0.008484127157777722	1.5042570785702722e-06
6657	4859.0439	2373.123	215.1201547	52.9563963	-1	z10-15	nircam7	F277W	0.2838085	6.316146e-05	0.008138071068937722	1.5034910157998174e-06
7326	3670.406	2544.8438	215.1290372	52.964854	-1	z10-15	nircam7	F277W	0.07104461	3.245295e-05	0.0015681431086249085	1.5042570785702722e-06
7447	1544.8872	2575.9514	215.1478313	52.9784811	-1	z10-15	nircam7	F277W	0.2249734	6.416409e-05	0.007238905643158633	1.5038743476018175e-06
8564	1721.884	2869.2588	215.1431544	52.9789497	-1	z10-15	nircam7	F277W	0.02435146	3.3896e-05	0.0025940492637324996	1.5061707334125445e-06
9387	10016.3838	3097.1113	215.0662137	52.9276422	-1	z10-15	nircam7	F277W	0.2213615	7.949316e-05	0.006218924608059543	1.5023413208105904e-06
10442	7426.4863	3342.5056	215.0868902	52.9453814	-1	z10-15	nircam7	F277W	0.09592862	4.624178e-05	0.0040769830601913625	1.5076998547857267e-06
12450	3956.7974	3811.5444	215.1131417	52.9699007	-1	z10-15	nircam7	F277W	0.0002072186	4.95727e-05	0.0016937341429641812	1.5027246526125902e-06
15129	9697.9971	4751.562	215.0516749	52.9386116	-1	z10-15	nircam7	F277W	0.3776557	6.942017e-05	0.010046766030292724	1.5046401099554992e-06
15421	6567.2085	4864.2954	215.0786055	52.9590628	-1	z10-15	nircam7	F277W	0.0928385	5.238976e-05	0.0038637262057354526	1.5015740563730448e-06
15689	1338.7832	4935.418	215.1248689	52.9925683	-1	z10-15	nircam7	F277W	0.08029646	4.034431e-05	0.003356526560004544	1.5034910157998174e-06
15859	10820.7266	5008.6558	215.0388945	52.9328854	-1	z10-15	nircam7	F277W	0.2795986	5.177699e-05	0.0075845411485168145	1.5042570785702722e-06
