NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
921	3613.0696	1958.808	214.9308967	52.9135904	-1	z7-8	nircam2	F115W	0.2657822	0.0180085	0.007922171274761192	0.0006304507447799745
939	7234.0552	1964.0647	214.8984372	52.8906298	-1	z7-8	nircam2	F115W	0.1338242	0.01692915	0.003923192129403598	0.0006310931437834279
1022	7206.1426	2015.299	214.8981477	52.8910835	-1	z7-8	nircam2	F115W	0.8267938	0.06165363	0.009823395049092059	0.0006314142137169812
1336	7039.0728	2167.2246	214.898043	52.8929643	-1	z7-8	nircam2	F115W	1.348227	0.0608533	0.013600677867126385	0.0006309327383848246
1562	813.7504	2233.657	214.9530776	52.9328412	-1	z7-8	nircam2	F115W	0.05541427	0.02362432	0.00037961505354370823	0.0006310931437834279
2210	8686.4697	2489.0061	214.8799243	52.8842382	-1	z7-8	nircam2	F115W	0.08745142	0.02018089	0.0035344850179997995	0.0006302900802450245
3521	224.4529	2989.1611	214.9504036	52.9406615	-1	z7-8	nircam2	F115W	0.008919565	0.04146778	-0.002253446820347334	0.0006306114093149246
4004	672.0336	3173.5569	214.9444508	52.9388169	-1	z7-8	nircam2	F115W	0.3299514	0.03559574	0.004107476942354719	0.0006310931437834279
4588	5996.29	3369.9739	214.8947098	52.9060764	-1	z7-8	nircam2	F115W	0.0005163833	0.03143251	-0.0027879261599930037	0.0006302900802450245
5123	5987.3027	3569.5896	214.8926884	52.9072106	-1	z7-8	nircam2	F115W	2.147325	0.0640535	0.009957420367601966	0.0006296469038325313
6242	3576.8965	3932.875	214.9104356	52.9244768	-1	z7-8	nircam2	F115W	-0.0002698088	0.02231081	-8.109570906599571e-06	0.0006318951707764445
7043	1785.438	4179.2881	214.9238833	52.9371802	-1	z7-8	nircam2	F115W	1.000522	0.05367537	0.012000912587631063	0.0006304507447799745
7140	1906.1792	4204.522	214.922536	52.9365499	-1	z7-8	nircam2	F115W	0.4104758	0.03893511	0.005824685405535026	0.0006306114093149246
7271	3397.1108	4250.5459	214.9086995	52.9273328	-1	z7-8	nircam2	F115W	0.6223078	0.05018993	0.00751877890659027	0.0006309327383848246
7629	6720.0757	4379.8848	214.8776004	52.9069285	-1	z7-8	nircam2	F115W	0.02661642	0.02281224	0.003121219555019853	0.0006315746191155846
9685	3841.3809	5107.7729	214.8956926	52.9291381	-1	z7-8	nircam2	F115W	0.08092227	0.0281409	0.0013610312556496449	0.0006307720738498746
9749	4274.9385	5117.3721	214.8917106	52.9264366	-1	z7-8	nircam2	F115W	0.7168493	0.04804012	0.020365810536627796	0.0006306114093149246
10982	5981.3774	5677.1572	214.8705437	52.9186184	-1	z7-8	nircam2	F115W	0.01951194	0.01902672	-3.1095661935090435e-07	0.0006310931437834279
11856	1279.9792	5945.9702	214.9097984	52.9499257	-1	z7-8	nircam2	F115W	2.234741	0.04732838	0.021401977584335832	0.0006306114093149246
12876	9255.9512	5812.0869	214.8398423	52.8985417	-1	z7-8	nircam2	F115W	0.8092442	0.03903184	0.014827450063281405	0.0006306114093149246
