NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
627	2119.2341	588.5831	214.9982873	52.9044536	-1	z8-10	nircam5	F200W	0.5393808	5.483626e-05	0.016275469421714425	1.583920771763105e-06
1103	9535.7227	736.1421	214.9303439	52.8581924	-1	z8-10	nircam5	F200W	0.04119617	4.258821e-05	0.0015277565760193148	1.5847274899429634e-06
1846	8483.1562	1045.1633	214.9365086	52.8665421	-1	z8-10	nircam5	F200W	0.1937373	5.780249e-05	0.004857876803465266	1.5851303315741502e-06
2196	3402.1958	1191.4915	214.9804518	52.8995739	-1	z8-10	nircam5	F200W	0.1569089	6.874089e-05	0.002977188526909638	1.5819021652078595e-06
2747	2746.8179	1386.1815	214.9842757	52.9047835	-1	z8-10	nircam5	F200W	0.1168306	5.395882e-05	0.004209715744249085	1.583920771763105e-06
2863	3578.7827	1430.1403	214.9763601	52.8997431	-1	z8-10	nircam5	F200W	-0.008658673	5.738813e-05	0.0005395811388606685	1.5827099183052036e-06
3383	9447.5635	1586.5959	214.9221905	52.8633435	-1	z8-10	nircam5	F200W	0.1068364	6.101616e-05	0.0005538510986079149	1.5843238721236628e-06
4166	3832.3975	1781.8435	214.9703893	52.9000344	-1	z8-10	nircam5	F200W	0.0901932	4.981948e-05	0.0021196721984691022	1.5843238721236628e-06
4832	1250.9788	1964.6349	214.9915961	52.9173982	-1	z8-10	nircam5	F200W	0.08985098	3.720459e-05	0.002472480485095283	1.5843238721236628e-06
5075	1514.0	2026.0227	214.9885929	52.9160616	-1	z8-10	nircam5	F200W	0.03348412	4.736379e-05	-8.254957227133183e-05	1.5819021652078595e-06
5213	3983.5078	2073.9739	214.9659631	52.9006538	-1	z8-10	nircam5	F200W	0.09598766	7.344069e-05	0.0020085463810995408	1.5827099183052036e-06
5849	6773.96	2271.907	214.9388997	52.8840147	-1	z8-10	nircam5	F200W	-0.0619364	6.977464e-05	-0.000885176309343079	1.5839205130337337e-06
7100	9460.21	2673.1833	214.9106501	52.8691286	-1	z8-10	nircam5	F200W	0.1373367	5.902812e-05	0.0043013576875800255	1.5823060417565312e-06
7373	2414.4622	2736.5056	214.9730489	52.9141884	-1	z8-10	nircam5	F200W	0.00125479	5.395882e-05	0.00011323526380708701	1.5859365322952658e-06
8745	716.1118	3143.6084	214.9839861	52.9271625	-1	z8-10	nircam5	F200W	0.003819861	7.66214e-05	-0.001580543059820176	1.5823060417565312e-06
8815	3152.6982	3170.3188	214.9618706	52.9118481	-1	z8-10	nircam5	F200W	-0.02697567	2.763488e-05	-0.002034746352159575	1.586742215557639e-06
11414	3278.3484	3888.7754	214.9531848	52.9149316	-1	z8-10	nircam5	F200W	0.04936344	2.490974e-05	0.003468888173391433	1.5843238721236628e-06
11561	3674.594	3941.2507	214.9490835	52.9127004	-1	z8-10	nircam5	F200W	0.007113246	4.087253e-05	-0.00029337996113348256	1.5835171539438046e-06
12888	958.9188	4500.5728	214.9675279	52.9329541	-1	z8-10	nircam5	F200W	4.654439	0.0001145681	0.10502459069915349	1.583920771763105e-06
13952	10817.6338	4924.4653	214.8748303	52.872656	-1	z8-10	nircam5	F200W	0.3053392	0.0001010658	0.0022259520147133436	1.583920771763105e-06
