NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
627	2119.2341	588.5831	214.9982873	52.9044536	-1	z8-10	nircam5	F410M	-1.867985e-05	5.104799e-05	-7.84858992208136e-07	1.9489050802540445e-06
1103	9535.7227	736.1421	214.9303439	52.8581924	-1	z8-10	nircam5	F410M	0.3973143	3.964607e-05	0.01635688381662681	1.94989748655959e-06
1846	8483.1562	1045.1633	214.9365086	52.8665421	-1	z8-10	nircam5	F410M	0.4296965	5.380931e-05	0.017270130159523178	1.9503936897123626e-06
2196	3402.1958	1191.4915	214.9804518	52.8995739	-1	z8-10	nircam5	F410M	0.3733873	6.399205e-05	0.020370165341002267	1.9464213287043634e-06
2747	2746.8179	1386.1815	214.9842757	52.9047835	-1	z8-10	nircam5	F410M	0.07628979	5.023117e-05	0.004487218800320453	1.9489050802540445e-06
2863	3578.7827	1430.1403	214.9763601	52.8997431	-1	z8-10	nircam5	F410M	0.4225249	5.342357e-05	0.016944174958215902	1.947415102902818e-06
3383	9447.5635	1586.5959	214.9221905	52.8633435	-1	z8-10	nircam5	F410M	0.2910191	5.680096e-05	0.013791862329483632	1.9494012834068172e-06
4166	3832.3975	1781.8435	214.9703893	52.9000344	-1	z8-10	nircam5	F410M	0.2456336	4.637779e-05	0.012930486485699994	1.9494012834068172e-06
4832	1250.9788	1964.6349	214.9915961	52.9173982	-1	z8-10	nircam5	F410M	0.4781201	3.463438e-05	0.01653327018752181	1.9494012834068172e-06
5075	1514.0	2026.0227	214.9885929	52.9160616	-1	z8-10	nircam5	F410M	0.2499293	4.409175e-05	0.013211434590565903	1.9464213287043634e-06
5213	3983.5078	2073.9739	214.9659631	52.9006538	-1	z8-10	nircam5	F410M	0.4946149	6.836718e-05	0.007952053921992724	1.947415102902818e-06
5849	6773.96	2271.907	214.9388997	52.8840147	-1	z8-10	nircam5	F410M	0.4171586	6.495439e-05	0.012813425630272268	1.9489050802540445e-06
7100	9460.21	2673.1833	214.9106501	52.8691286	-1	z8-10	nircam5	F410M	0.3086745	5.495027e-05	0.010756949109674086	1.9469182158035904e-06
7373	2414.4622	2736.5056	214.9730489	52.9141884	-1	z8-10	nircam5	F410M	0.2458632	5.023117e-05	0.009596220161932725	1.951385412071454e-06
8745	716.1118	3143.6084	214.9839861	52.9271625	-1	z8-10	nircam5	F410M	0.6801823	7.132815e-05	0.008138155752274542	1.9469182158035904e-06
8815	3152.6982	3170.3188	214.9618706	52.9118481	-1	z8-10	nircam5	F410M	0.1729962	2.572577e-05	0.013261749111494539	1.9523767924573176e-06
11414	3278.3484	3888.7754	214.9531848	52.9149316	-1	z8-10	nircam5	F410M	0.09556887	2.31889e-05	0.00460597242322318	1.9494012834068172e-06
11561	3674.594	3941.2507	214.9490835	52.9127004	-1	z8-10	nircam5	F410M	0.1679294	3.804893e-05	0.00882900322654636	1.9484085351280447e-06
12888	958.9188	4500.5728	214.9675279	52.9329541	-1	z8-10	nircam5	F410M	3.570183	0.0001066534	0.08838434848154543	1.9489050802540445e-06
13952	10817.6338	4924.4653	214.8748303	52.872656	-1	z8-10	nircam5	F410M	0.6951026	9.408389e-05	0.015813560172868175	1.9489050802540445e-06
