NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
651	8903.5273	417.2083	214.7469534	52.7342394	-1	z7-8	nircam4	F410M	0.124444	0.03760334	0.006126033159253634	0.00162742152086659
662	8915.3672	425.6671	214.7467593	52.7342097	-1	z7-8	nircam4	F410M	0.1723571	0.04330969	0.012811520839396358	0.0016278363343912724
1666	2466.2061	880.1051	214.7993703	52.77767	-1	z7-8	nircam4	F410M	-0.08752888	0.05067846	-0.0019944446290102716	0.0016253464273234995
2227	2515.9624	1081.274	214.7968129	52.7784375	-1	z7-8	nircam4	F410M	0.2342278	0.04621089	0.00876022899080954	0.0016265918938172265
4940	2117.5259	1923.5068	214.7915085	52.785508	-1	z7-8	nircam4	F410M	0.6709643	0.06858391	0.01657610575396999	0.0016311497129903175
6138	1840.4335	2263.8535	214.7903985	52.7891032	-1	z7-8	nircam4	F410M	0.1968237	0.03038809	0.012017028119402723	0.0016282508059427268
8056	4062.7568	2825.3997	214.7647057	52.7779955	-1	z7-8	nircam4	F410M	0.5921646	0.0602995	0.014211384825504996	0.0016278363343912724
9300	1562.1141	3140.2217	214.7836628	52.7955935	-1	z7-8	nircam4	F410M	0.3855787	0.06900339	0.007205307503990906	0.0016265918938172265
9481	3152.3174	3186.825	214.7690106	52.785732	-1	z7-8	nircam4	F410M	0.04516502	0.04019967	-0.0016039922511196813	0.00162742152086659
9655	8813.2402	3239.7424	214.7180926	52.750004	-1	z7-8	nircam4	F410M	0.5607896	0.07126639	0.017164600641319087	0.00162742152086659
9822	8314.4082	3287.9761	214.72202	52.7534378	-1	z7-8	nircam4	F410M	0.1584994	0.03873737	0.007370292487488634	0.0016278363343912724
10223	3508.7698	3397.1357	214.7636255	52.7845975	-1	z7-8	nircam4	F410M	0.2766701	0.04713828	0.007911239417317724	0.0016282508059427268
10750	518.1573	3569.1606	214.7884525	52.8045419	-1	z7-8	nircam4	F410M	0.4024778	0.04019967	0.01663629988143454	0.0016299080082020905
10779	3270.9812	3578.6091	214.7638341	52.787087	-1	z7-8	nircam4	F410M	0.4058318	0.04713828	0.014798347672795906	0.0016270067073419084
10834	3143.3616	3625.3943	214.7644783	52.7881506	-1	z7-8	nircam4	F410M	0.555205	0.1517504	0.01159184254673772	0.0016286652774941813
10868	791.7679	3610.9404	214.7855752	52.8030272	-1	z7-8	nircam4	F410M	0.2230725	0.03311465	0.008206140029856361	0.0016286652774941813
11130	2957.8154	3725.0051	214.7650828	52.789867	-1	z7-8	nircam4	F410M	-0.0716716	0.05478291	-0.00248081331571309	0.0016253464273234995
11210	254.1929	3762.1775	214.7887745	52.80726	-1	z7-8	nircam4	F410M	0.1679627	0.04894039	0.008129172115594087	0.00162742152086659
12232	2713.3508	4360.2383	214.7605783	52.7948422	-1	z7-8	nircam4	F410M	0.09634577	0.02631686	0.006266608093788635	0.0016282508059427268
12890	2578.769	3932.5815	214.7662749	52.7933955	-1	z7-8	nircam4	F410M	-0.07672881	0.04494459	-0.001148790320404045	0.00162742152086659
