NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
49	180.4972	197.5395	214.8715835	52.8711732	-1	z8-10	nircam3	F115W	-0.05725862	0.02788842	0.0011036808766575028	0.0005977720966438372
457	8474.5664	324.9333	214.796215	52.8191519	-1	z8-10	nircam3	F115W	0.1537817	0.02494416	0.0031753945996596073	0.0005971639036381474
868	3908.9641	493.7003	214.8351667	52.8490816	-1	z8-10	nircam3	F115W	0.2493537	0.03440282	0.0017254749126398325	0.0005970117906026383
1021	3697.4653	577.6644	214.8361712	52.8508783	-1	z8-10	nircam3	F115W	1.046736	0.06417763	0.008978696073865483	0.0005976199836083281
1715	2246.0176	874.4232	214.8460078	52.8617012	-1	z8-10	nircam3	F115W	0.08229778	0.02884215	0.00122303234039954	0.0005970117906026383
1725	6991.4644	883.8897	214.8035579	52.8315921	-1	z8-10	nircam3	F115W	0.138698	0.0253476	0.003765277031092013	0.000598075804442162
2210	1259.854	1124.45	214.8521846	52.8693152	-1	z8-10	nircam3	F115W	0.3422605	0.03055024	0.007262433458350605	0.0005974681297091658
2790	3958.3804	1370.6488	214.8254968	52.8534946	-1	z8-10	nircam3	F115W	0.3290009	0.02715115	0.00790611518672006	0.0005973160166736566
3404	1449.8234	1591.3014	214.8455735	52.8706255	-1	z8-10	nircam3	F115W	0.279248	0.03174448	0.0054807311412052055	0.0005965551923597643
3591	9943.2324	1651.3943	214.7691691	52.8169576	-1	z8-10	nircam3	F115W	0.0239645	0.01274033	0.0005930379347260927	0.0005971639036381474
4026	7554.2808	1779.5316	214.789114	52.8328391	-1	z8-10	nircam3	F115W	-0.01725135	0.01744542	-0.0002896677910609888	0.000598075804442162
4596	3977.8147	1948.7542	214.8192384	52.8564869	-1	z8-10	nircam3	F115W	0.05420875	0.02613579	0.0016037839659598459	0.0005973160166736566
5466	7235.127	2238.5264	214.7871288	52.8373408	-1	z8-10	nircam3	F115W	-0.02331478	0.03822099	0.0011550227836188568	0.0005976199836083281
5922	9022.0645	2401.7134	214.7694813	52.8268564	-1	z8-10	nircam3	F115W	0.499373	0.03430439	0.007380288668826833	0.0005979239505429996
8730	9116.1904	3345.9946	214.7587024	52.8313423	-1	z8-10	nircam3	F115W	0.02302443	0.02237128	-0.0011670702915129866	0.0005959457036723411
9992	578.233	3744.6199	214.8306859	52.8877727	-1	z8-10	nircam3	F115W	0.1638324	0.04571453	0.003118058091590191	0.0005971639036381474
10047	7614.272	3744.5977	214.7678929	52.843041	-1	z8-10	nircam3	F115W	0.1583578	0.02872466	0.004273453772411941	0.0005967073053952733
10134	6941.4634	3773.3328	214.7735892	52.8474746	-1	z8-10	nircam3	F115W	0.2277748	0.03109876	0.004272178821586208	0.0005976199836083281
11198	9990.8203	4292.0264	214.7409486	52.8308713	-1	z8-10	nircam3	F115W	0.1483924	0.02872466	0.0024558385263873206	0.0005971639036381474
11909	6222.0039	4206.6768	214.7754419	52.8543837	-1	z8-10	nircam3	F115W	0.7664161	0.0506952	0.008670971662166887	0.0005964028201879085
