NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
958	10277.0078	678.4905	215.089293	52.9129006	-1	z7-8	nircam7	F115W	-0.1189012	0.03235477	-0.0018761516027638117	0.0005465510491206008
998	689.4515	692.9848	215.1753255	52.9736912	-1	z7-8	nircam7	F115W	0.1870748	0.0176893	0.005329427528894451	0.0005472483195979877
1359	10364.5273	822.081	215.0869987	52.9131234	-1	z7-8	nircam7	F115W	0.4287765	0.03356309	0.006006569596733643	0.0005482231518844199
1843	3334.6228	1008.3906	215.1482085	52.9586563	-1	z7-8	nircam7	F115W	0.3047793	0.02051848	0.007969770486180873	0.0005472483195979877
2308	2381.7744	1199.5356	215.1547713	52.9657245	-1	z7-8	nircam7	F115W	0.03114224	0.01450876	0.0012924067533919546	0.0005471090208542692
2820	4191.3369	1370.4683	215.1366981	52.9551936	-1	z7-8	nircam7	F115W	0.1343425	0.0176893	0.005653069258793947	0.0005476664747487416
4316	2933.6445	1716.5439	215.1443719	52.965032	-1	z7-8	nircam7	F115W	0.09145507	0.02761098	0.0019053178597989873	0.0005473876183417063
6714	1988.8589	2385.3889	215.1458401	52.9746377	-1	z7-8	nircam7	F115W	0.2847591	0.03838656	0.004811350126884403	0.0005468299055276359
8044	4031.7251	2714.7156	215.1240019	52.963486	-1	z7-8	nircam7	F115W	0.226388	0.02420739	0.006657014464824094	0.0005479448133165807
8191	4029.9971	2761.7026	215.1235234	52.9637514	-1	z7-8	nircam7	F115W	-0.02810908	0.01011965	-0.004136592708542697	0.0005465510491206008
8243	721.7584	2775.0002	215.1531463	52.9847709	-1	z7-8	nircam7	F115W	0.08709298	0.02287828	0.00637582001381907	0.0005475269170854251
9004	9744.3789	2976.4863	215.0699235	52.9287132	-1	z7-8	nircam7	F115W	1.489303	0.03373218	0.03554836620603	0.0005466906067839173
9657	10838.999	3153.0935	215.0582419	52.9227316	-1	z7-8	nircam7	F115W	-0.09067988	0.01686609	-0.002542631102638181	0.0005464112325376862
11711	4261.9868	3654.02	215.1120542	52.9671147	-1	z7-8	nircam7	F115W	0.002322989	0.01703391	-0.000987276221231152	0.0005469694631909526
12315	3074.6379	3783.8662	215.1213662	52.975338	-1	z7-8	nircam7	F115W	0.06335936	0.01093047	0.003533082195979885	0.0005471090208542692
12905	3169.3682	3929.7971	215.1189793	52.9755284	-1	z7-8	nircam7	F115W	-0.02014397	0.01600058	-0.0008072336306532631	0.0005471090208542692
13770	4689.7471	4225.3452	215.1021996	52.9674987	-1	z7-8	nircam7	F115W	-0.03955959	0.01582179	-0.0018856751834170776	0.0005475269170854251
13889	10283.1572	4281.4468	215.0513666	52.9323593	-1	z7-8	nircam7	F115W	4.053533	0.05774019	0.02492737296105518	0.0005475269170854251
14498	10104.6582	4501.1499	215.0506583	52.9346793	-1	z7-8	nircam7	F115W	0.2093502	0.01995623	0.0058887119849246	0.0005476664747487416
14526	3957.8804	4510.4092	215.1057812	52.9736782	-1	z7-8	nircam7	F115W	0.05625438	0.01450876	0.0034377635351758662	0.0005468299055276359
