NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
292	4501.8364	268.3943	214.8578625	52.756672	-1	z10-15	nircam10	F410M	0.4560123	0.06268267	0.015630539521364086	0.0016177498340528632
440	10032.5674	319.1968	214.808086	52.7217983	-1	z10-15	nircam10	F410M	7.981727	0.02263832	0.26718672602990445	0.0016165142847827266
988	9209.3311	596.6603	214.8124985	52.7285265	-1	z10-15	nircam10	F410M	0.6953689	0.07968203	0.021961445421344542	0.0016177498340528632
1513	4486.3521	834.0985	214.8520616	52.759821	-1	z10-15	nircam10	F410M	-0.01031878	0.05545234	0.0066831554227327235	0.0016177498340528632
2621	2514.0081	1249.8309	214.8652761	52.7745934	-1	z10-15	nircam10	F410M	0.2457439	0.0610722	0.003873250327271817	0.0016169263625215903
3693	2393.3904	1627.1633	214.8623889	52.7773947	-1	z10-15	nircam10	F410M	0.1888176	0.05282275	0.0031656129934605898	0.0016169263625215903
4464	2387.7395	1889.7532	214.8596815	52.7788468	-1	z10-15	nircam10	F410M	0.2410005	0.05672143	0.007636840099754088	0.0016177498340528632
5066	10290.2881	2113.429	214.7869584	52.7298262	-1	z10-15	nircam10	F410M	0.9063271	0.01996512	0.023462629235229536	0.0016169263625215903
5597	8715.0801	2255.512	214.799481	52.7406067	-1	z10-15	nircam10	F410M	0.1325995	0.04802313	0.006871664744534542	0.0016202178548340902
6053	3259.8325	2412.5645	214.8464162	52.7761252	-1	z10-15	nircam10	F410M	0.03274867	0.03156763	-0.00031192205634755446	0.0016177498340528632
6834	4444.7632	2644.969	214.8334156	52.7698485	-1	z10-15	nircam10	F410M	0.07556078	0.04235242	0.002463173652703908	0.0016177498340528632
7011	2082.8691	2698.7295	214.8539024	52.7851463	-1	z10-15	nircam10	F410M	0.3586614	0.05893698	0.007300051186606815	0.0016177498340528632
7172	173.8371	2751.1814	214.8703771	52.7975568	-1	z10-15	nircam10	F410M	1.193221	0.06600148	0.03193935900089771	0.0016169263625215903
7955	4001.8228	3013.7764	214.8334883	52.7746515	-1	z10-15	nircam10	F410M	0.07693323	0.03921072	0.0026866035706086806	0.001616102207043863
8317	10285.748	3133.6284	214.7762855	52.73535	-1	z10-15	nircam10	F410M	1.1226	0.06728318	0.03498608397597725	0.001617338098287227
9108	2429.5166	3389.4639	214.8435552	52.7866682	-1	z10-15	nircam10	F410M	0.2853963	0.04367625	0.010311316957750451	0.0016189843574033176
9314	6113.6455	3483.5259	214.8097414	52.7637609	-1	z10-15	nircam10	F410M	0.09581815	0.07277202	0.0029001839756215442	0.0016165142847827266
9597	9184.8252	3598.6956	214.7811944	52.7448555	-1	z10-15	nircam10	F410M	0.2443417	0.04063703	0.010644504892814542	0.0016152780515661356
10044	1188.1871	3887.615	214.8493891	52.7972415	-1	z10-15	nircam10	F410M	0.2415608	0.04651733	0.008372397153759543	0.0016152780515661356
10059	7802.9292	4615.9404	214.7828046	52.7591217	-1	z10-15	nircam10	F410M	0.6734123	0.04802313	0.025940273143072262	0.0016177498340528632
