NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
440	9799.3076	320.5355	214.7400066	52.7280204	-1	z8-10	nircam4	F410M	0.4781861	0.05860058	0.02053490752350863	0.0016303221377803173
1755	3649.1157	910.0732	214.7885216	52.7703107	-1	z8-10	nircam4	F410M	0.4690908	0.06858391	0.013428512355774086	0.0016303221377803173
1908	9752.2275	968.9572	214.7336127	52.7318098	-1	z8-10	nircam4	F410M	0.2021905	0.07747474	0.0018163271896388176	0.0016282508059427268
2838	2422.7812	1246.3853	214.7959074	52.7799195	-1	z8-10	nircam4	F410M	0.09132969	0.01936868	0.003302914560264135	0.00162742152086659
4308	1901.528	1693.9945	214.7958452	52.7856449	-1	z8-10	nircam4	F410M	0.1347261	0.03947529	0.005531837578205906	0.0016265918938172265
4429	1180.2792	1749.6285	214.8016856	52.79053	-1	z8-10	nircam4	F410M	0.193843	0.03643404	0.007594230235635905	0.0016282508059427268
5282	6009.791	2047.6011	214.7555555	52.7614237	-1	z8-10	nircam4	F410M	0.1836912	0.04526449	0.006400001590550906	0.0016236847794121813
5670	8269.8779	2147.989	214.7343995	52.7475865	-1	z8-10	nircam4	F410M	0.4559826	0.03178063	0.015383453605462722	0.00162742152086659
6977	3550.6462	2504.9712	214.7726336	52.7795269	-1	z8-10	nircam4	F410M	0.07599034	0.06942033	0.0012702838328036814	0.0016286652774941813
7185	1105.399	2570.1448	214.7937261	52.7954266	-1	z8-10	nircam4	F410M	0.1283786	0.02214894	0.0024190231991968623	0.0016261767383193172
8067	2033.2831	2836.4185	214.7826606	52.7909611	-1	z8-10	nircam4	F410M	0.224543	0.03439698	0.008264743981814088	0.0016270067073419084
8333	1548.1414	2903.8955	214.7862724	52.7944094	-1	z8-10	nircam4	F410M	0.7238588	0.1043036	0.008302815861206361	0.0016294938786238628
8989	3740.1558	3061.6614	214.7650932	52.7813194	-1	z8-10	nircam4	F410M	0.1498438	0.01860883	0.009925636132299997	0.0016282508059427268
9101	3800.0427	3098.2778	214.7641751	52.7811357	-1	z8-10	nircam4	F410M	0.3181141	0.04161061	0.012938112488668175	0.00162742152086659
9641	3056.1348	3237.7158	214.7693319	52.7866178	-1	z8-10	nircam4	F410M	0.1272565	0.02519647	-0.0009713017697975449	0.0016303221377803173
9788	3589.376	3274.3113	214.7641995	52.7834234	-1	z8-10	nircam4	F410M	0.1731605	0.04297525	0.008607961991634088	0.0016265918938172265
10904	4019.5276	3631.5112	214.756614	52.7826107	-1	z8-10	nircam4	F410M	0.2349374	0.07207169	0.005229331481092726	0.0016315635005953175
11574	9823.9248	4387.4756	214.6970425	52.7497459	-1	z8-10	nircam4	F410M	0.8619162	0.09564407	0.015954408685984998	0.0016299080082020905
11914	7775.9033	4188.8218	214.7173355	52.7617116	-1	z8-10	nircam4	F410M	0.1309275	0.07482199	0.005788926211004997	0.0016261767383193172
12751	9541.0303	3915.2021	214.7045224	52.7490062	-1	z8-10	nircam4	F410M	0.5232678	0.0234156	0.019390514636834083	0.0016270067073419084
