NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
1091	9350.2305	633.005	214.8108632	52.7278267	-1	z8-10	nircam10	F410M	0.3856061	0.05282275	0.01483620068932272	0.0016165142847827266
1330	562.3206	747.3645	214.8879578	52.7842794	-1	z8-10	nircam10	F410M	0.1321123	0.06380812	0.009287038747423178	0.0016156901293049991
2191	2971.9294	1119.3103	214.8625643	52.7709804	-1	z8-10	nircam10	F410M	0.5100685	0.04464337	0.0182379007137759	0.001620628564680045
2205	480.9639	1121.9441	214.8847501	52.786817	-1	z8-10	nircam10	F410M	0.1677273	0.09560057	0.009929069543501813	0.001617338098287227
2445	1110.2041	1191.2227	214.8784098	52.7831943	-1	z8-10	nircam10	F410M	1.735448	0.02325866	0.05876960378901817	0.001616102207043863
2566	1332.7803	1224.8019	214.876072	52.7819617	-1	z8-10	nircam10	F410M	0.2035017	0.03773053	0.012410601686938631	0.0016152780515661356
2817	2108.3284	1288.9008	214.8684829	52.7773812	-1	z8-10	nircam10	F410M	-0.02724162	0.05200795	0.00023056361621497267	0.0016202178548340902
3197	2550.8127	1410.2053	214.8632638	52.7752245	-1	z8-10	nircam10	F410M	0.1953489	0.03018443	0.00756194796298136	0.0016140407924298632
4771	165.7632	2006.6464	214.8782703	52.7935919	-1	z8-10	nircam10	F410M	0.9320246	0.06036885	0.02163282624859681	0.0016177498340528632
6606	2116.3508	2576.3357	214.8548896	52.7842735	-1	z8-10	nircam10	F410M	0.8292111	0.09604626	0.01651528581549954	0.0016177498340528632
7116	1931.9222	2740.593	214.8548085	52.786331	-1	z8-10	nircam10	F410M	0.4158876	0.09619436	0.010889272230234996	0.0016152780515661356
7674	2768.1482	2919.7876	214.8454708	52.7819842	-1	z8-10	nircam10	F410M	0.1554517	0.04558998	0.006519100606413178	0.0016177498340528632
7891	3927.562	2994.5759	214.8343518	52.7750199	-1	z8-10	nircam10	F410M	0.2915505	0.03921072	0.008165811127164089	0.001617338098287227
8250	3253.4038	3103.7139	214.8392133	52.7798923	-1	z8-10	nircam10	F410M	0.4468791	0.05062082	0.014161094242702267	0.0016152780515661356
8798	3860.0393	3290.7605	214.831842	52.7770456	-1	z8-10	nircam10	F410M	0.8226951	0.08074687	0.017563703915939994	0.0016185726216376812
9221	1529.7197	3443.6487	214.8510085	52.7926776	-1	z8-10	nircam10	F410M	0.2951821	0.04063703	0.011875061353832723	0.001617338098287227
9669	1356.3665	3632.4209	214.8505709	52.7947969	-1	z8-10	nircam10	F410M	0.5704151	0.07138952	0.005869666089964089	0.0016169263625215903
9988	9835.085	3791.9333	214.7733797	52.7417612	-1	z8-10	nircam10	F410M	0.4956233	0.1112891	0.017643582022366357	0.0016189843574033176
10225	1154.6892	4489.0547	214.8433672	52.8006972	-1	z8-10	nircam10	F410M	2.447298	0.09867815	0.05904961146750907	0.0016177498340528632
10790	2668.5544	4506.3433	214.8296883	52.7911702	-1	z8-10	nircam10	F410M	0.5747433	0.04201495	0.02206168803345499	0.0016177498340528632
