NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	REDSHIFT	REDSHIFT_BIN	POINTING	FILTER	SEX_FLUX	SEX_FLUXERR	EAZY_FLUX	EAZY_FLUXERR
837	4458.7729	635.9829	215.1420124	52.9495211	-1	z10-15	nircam7	F200W	0.06947319	5.437796e-05	0.0023798282035692345	1.763536393398034e-06
2600	3808.4224	1287.2474	215.1410163	52.9571673	-1	z10-15	nircam7	F200W	-0.1377291	7.214052e-05	-0.0031718927280227536	1.763536393398034e-06
2739	1875.9723	1330.6472	215.1579442	52.969637	-1	z10-15	nircam7	F200W	-0.07728781	7.728561e-05	-0.001089085066571219	1.763536393398034e-06
2903	2766.0532	1395.7858	215.1492512	52.9643551	-1	z10-15	nircam7	F200W	0.03948828	5.272139e-05	0.0011740893078802637	1.763536393398034e-06
4009	4466.7314	1662.2167	215.1311552	52.9550302	-1	z10-15	nircam7	F200W	0.02284502	6.103911e-05	-0.00014774334545630436	1.7630872392093763e-06
5136	8615.2256	1920.8367	215.0911584	52.9301542	-1	z10-15	nircam7	F200W	0.001945682	6.006242e-05	6.565048227127345e-05	1.763536393398034e-06
6181	8043.0371	2236.9392	215.0929749	52.9354905	-1	z10-15	nircam7	F200W	0.3635597	0.000100268	0.006659173972423211	1.763536393398034e-06
6382	4150.9917	2302.5107	215.1272633	52.960498	-1	z10-15	nircam7	F200W	0.1372634	6.525355e-05	0.0029837499037669857	1.7608404333486032e-06
6647	916.0023	2359.8386	215.1557635	52.9812914	-1	z10-15	nircam7	F200W	0.3640477	0.0001153531	0.007815815865146722	1.763536393398034e-06
6657	4859.0439	2373.123	215.1201547	52.9563963	-1	z10-15	nircam7	F200W	0.3790364	8.597911e-05	0.010133024575157069	1.762638085020719e-06
7326	3670.406	2544.8438	215.1290372	52.964854	-1	z10-15	nircam7	F200W	-0.005698872	4.417686e-05	0.00025334063361893343	1.763536393398034e-06
7447	1544.8872	2575.9514	215.1478313	52.9784811	-1	z10-15	nircam7	F200W	0.4405002	8.734394e-05	0.008717813723297267	1.7630872392093763e-06
8564	1721.884	2869.2588	215.1431544	52.9789497	-1	z10-15	nircam7	F200W	0.08626653	4.614123e-05	0.0032558555836121298	1.7657795770476084e-06
9387	10016.3838	3097.1113	215.0662137	52.9276422	-1	z10-15	nircam7	F200W	0.3826604	0.0001082108	0.00870790180108098	1.7612901049960032e-06
10442	7426.4863	3342.5056	215.0868902	52.9453814	-1	z10-15	nircam7	F200W	0.1127804	6.294705e-05	0.002654842777736426	1.7675723128616686e-06
12450	3956.7974	3811.5444	215.1131417	52.9699007	-1	z10-15	nircam7	F200W	0.02025278	6.748128e-05	0.000933046676358985	1.7617395179140323e-06
15129	9697.9971	4751.562	215.0516749	52.9386116	-1	z10-15	nircam7	F200W	0.6376934	9.449882e-05	0.0142609714888858	1.7639852888573201e-06
15421	6567.2085	4864.2954	215.0786055	52.9590628	-1	z10-15	nircam7	F200W	0.02711754	7.131603e-05	0.0006790592969304967	1.7603907617012026e-06
15689	1338.7832	4935.418	215.1248689	52.9925683	-1	z10-15	nircam7	F200W	0.06029253	5.491905e-05	0.003204290819902766	1.762638085020719e-06
15859	10820.7266	5008.6558	215.0388945	52.9328854	-1	z10-15	nircam7	F200W	0.1047722	7.04819e-05	0.003362534878005729	1.763536393398034e-06
