source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
1015	F606W	7856.7808	705.0	0.003714746806818848	z7-8	nircam8
1158	F606W	6842.792	745.2601	0.002757620155857457	z7-8	nircam8
1553	F606W	2210.7615	927.0323	0.003560802025657232	z7-8	nircam8
2553	F606W	3757.6243	1295.8895	0.0024183966530587023	z7-8	nircam8
4012	F606W	7910.5786	1709.1863	0.002903888745367902	z7-8	nircam8
5038	F606W	9405.5947	1970.0823	0.0037522393569426995	z7-8	nircam8
6415	F606W	2803.5342	2359.9871	0.003101302735445557	z7-8	nircam8
7357	F606W	4055.9504	2577.4817	0.002175106482018834	z7-8	nircam8
8453	F606W	3366.2229	2850.3972	0.0029165576840824315	z7-8	nircam8
8818	F606W	7737.1235	2936.9644	0.0026797642477471542	z7-8	nircam8
10027	F606W	2985.5723	3245.4807	0.0030006678418240287	z7-8	nircam8
10189	F606W	3297.343	3290.1775	0.0028411439697774363	z7-8	nircam8
10525	F606W	2561.6843	3375.4102	0.00263382551762753	z7-8	nircam8
11981	F606W	8660.168	3714.1143	0.0027648309033394933	z7-8	nircam8
12041	F606W	6965.2349	3732.842	0.002678613720565018	z7-8	nircam8
12777	F606W	3558.3484	3909.6753	0.002731796964581029	z7-8	nircam8
12959	F606W	3470.7715	3964.9731	0.002523542515840191	z7-8	nircam8
13112	F606W	2752.3569	4018.1973	0.002940731241041794	z7-8	nircam8
14215	F606W	969.6344	4403.7856	0.002942870741472791	z7-8	nircam8
15599	F606W	4936.6572	4931.0156	0.0019612158892506125	z7-8	nircam8
1015	F814W	7856.7808	705.0	0.004397962723920331	z7-8	nircam8
1158	F814W	6842.792	745.2601	0.003192283795913568	z7-8	nircam8
1553	F814W	2210.7615	927.0323	0.0033321294009645325	z7-8	nircam8
2553	F814W	3757.6243	1295.8895	0.003425726142716896	z7-8	nircam8
4012	F814W	7910.5786	1709.1863	0.004047273561593627	z7-8	nircam8
5038	F814W	9405.5947	1970.0823	0.003078620709303798	z7-8	nircam8
6415	F814W	2803.5342	2359.9871	0.0026787060167818336	z7-8	nircam8
7357	F814W	4055.9504	2577.4817	0.002388957082731012	z7-8	nircam8
8453	F814W	3366.2229	2850.3972	0.002528811157982756	z7-8	nircam8
8818	F814W	7737.1235	2936.9644	0.003205851088392502	z7-8	nircam8
10027	F814W	2985.5723	3245.4807	0.003288100442879045	z7-8	nircam8
10189	F814W	3297.343	3290.1775	0.0025595343436784564	z7-8	nircam8
10525	F814W	2561.6843	3375.4102	0.0027303743675115956	z7-8	nircam8
11981	F814W	8660.168	3714.1143	0.002961458123224932	z7-8	nircam8
12041	F814W	6965.2349	3732.842	0.002566786723281977	z7-8	nircam8
