source_number	filter	x_image	y_image	nmad_flux_error	redshift_bin	pointing
2115	F606W	3102.8015	1143.9528	0	z10-15	nircam8
2414	F606W	691.6263	1246.5665	0	z10-15	nircam8
2819	F606W	10862.2676	1386.3751	0	z10-15	nircam8
3126	F606W	4098.0513	1489.0	0	z10-15	nircam8
4658	F606W	2976.3372	1863.9977	0	z10-15	nircam8
4728	F606W	1175.1372	1890.6381	0	z10-15	nircam8
5721	F606W	3683.9387	2178.3008	0	z10-15	nircam8
6083	F606W	3122.2625	2265.2727	0	z10-15	nircam8
6224	F606W	3938.0964	2300.7349	0	z10-15	nircam8
6987	F606W	4550.9619	2497.5613	0	z10-15	nircam8
7140	F606W	1423.9026	2538.1516	0	z10-15	nircam8
7675	F606W	3542.9976	2640.2971	0	z10-15	nircam8
7789	F606W	4090.6682	2692.0071	0	z10-15	nircam8
8814	F606W	2486.1357	2948.5991	0	z10-15	nircam8
8922	F606W	7406.1802	2948.469	0	z10-15	nircam8
8938	F606W	2457.6106	2982.1418	0	z10-15	nircam8
11183	F606W	2998.6855	3504.4604	0	z10-15	nircam8
12484	F606W	4132.1523	3844.9299	0	z10-15	nircam8
14040	F606W	1282.4524	4331.5039	0	z10-15	nircam8
15197	F606W	8072.335	4782.1841	0	z10-15	nircam8
2115	F814W	3102.8015	1143.9528	0	z10-15	nircam8
2414	F814W	691.6263	1246.5665	0	z10-15	nircam8
2819	F814W	10862.2676	1386.3751	0	z10-15	nircam8
3126	F814W	4098.0513	1489.0	0	z10-15	nircam8
4658	F814W	2976.3372	1863.9977	0	z10-15	nircam8
4728	F814W	1175.1372	1890.6381	0	z10-15	nircam8
5721	F814W	3683.9387	2178.3008	0	z10-15	nircam8
6083	F814W	3122.2625	2265.2727	0	z10-15	nircam8
6224	F814W	3938.0964	2300.7349	0	z10-15	nircam8
6987	F814W	4550.9619	2497.5613	0	z10-15	nircam8
7140	F814W	1423.9026	2538.1516	0	z10-15	nircam8
7675	F814W	3542.9976	2640.2971	0	z10-15	nircam8
7789	F814W	4090.6682	2692.0071	0	z10-15	nircam8
8814	F814W	2486.1357	2948.5991	0	z10-15	nircam8
8922	F814W	7406.1802	2948.469	0	z10-15	nircam8
8938	F814W	2457.6106	2982.1418	0	z10-15	nircam8
11183	F814W	2998.6855	3504.4604	0	z10-15	nircam8
12484	F814W	4132.1523	3844.9299	0	z10-15	nircam8
14040	F814W	1282.4524	4331.5039	0	z10-15	nircam8
15197	F814W	8072.335	4782.1841	0	z10-15	nircam8
2115	F115W	3102.8015	1143.9528	0	z10-15	nircam8
2414	F115W	691.6263	1246.5665	0	z10-15	nircam8
2819	F115W	10862.2676	1386.3751	0	z10-15	nircam8
3126	F115W	4098.0513	1489.0	0	z10-15	nircam8
