source_number	x_image	y_image	class_star	mag_aper_F606W	magerr_aper_F606W	flux_aper_F606W	fluxerr_aper_F606W	snr_F606W	nmad_F606W	mag_aper_F277W	magerr_aper_F277W	flux_aper_F277W	fluxerr_aper_F277W	snr_F277W	nmad_F277W	mag_aper_F814W	magerr_aper_F814W	flux_aper_F814W	fluxerr_aper_F814W	snr_F814W	nmad_F814W	mag_aper_F115W	magerr_aper_F115W	flux_aper_F115W	fluxerr_aper_F115W	snr_F115W	nmad_F115W	mag_aper_F150W	magerr_aper_F150W	flux_aper_F150W	fluxerr_aper_F150W	snr_F150W	nmad_F150W	mag_aper_F200W	magerr_aper_F200W	flux_aper_F200W	fluxerr_aper_F200W	snr_F200W	nmad_F200W	mag_aper_F356W	magerr_aper_F356W	flux_aper_F356W	fluxerr_aper_F356W	snr_F356W	nmad_F356W	mag_aper_F410M	magerr_aper_F410M	flux_aper_F410M	fluxerr_aper_F410M	snr_F410M	nmad_F410M	mag_aper_F444W	magerr_aper_F444W	flux_aper_F444W	fluxerr_aper_F444W	snr_F444W	nmad_F444W
9585	1631.0366	3628.4006	0.364													31.7534	0.3311	0.00677575158168277	0.0020659067105654886	3.279795523694331	0.003780481862899503																																				
8668	2962.9307	3332.8647	0.349													31.1133	0.1838	0.01221786092015497	0.00206748456732534	5.909529441354405	0.0028300353135214																																				
6514	5996.604	2574.5684	0.019													99.0	99.0	-0.0021189822394610176	0.0020653807583122046	-1.0259523484631548	0.003126171256125215																																				
3049	1271.0026	1469.6426	0.535																			29.563	0.0975	0.006651452145570412	0.0005973160166736566	11.135566366713435	0.0015147477366036757																														
4285	6663.7891	1861.4165	0.019																			31.1137	0.4064	0.0015945732236529702	0.0005967073053952733	2.6722870815142548	0.001538007791724485																														
6835	1538.2517	2670.8323	0.019																			99.0	99.0	-0.00286598839307097	0.0005973160166736566	-4.798110737145698	0.0015414409498861116																														
8192	7780.3599	3146.8718	0.0																			29.0	0.058	0.011171974285010386	0.0005970117906026383	18.713155185315724	0.0022231292102807385																														
2140	3104.0979	1099.3787	0.0																			27.8895	0.0209	0.031069515077709053	0.0005965551923597643	52.08154329326828	0.001630409046579931																														
243	554.1904	238.2959	0.347																			30.5512	0.242	0.002676982115883093	0.0005965551923597643	4.4874005794734355	0.002252357597472902																														
3304	8938.4395	1540.1277	0.0																			28.3033	0.0305	0.02122424114686566	0.0005970117906026383	35.550790588978806	0.0017084419183449476																														
6704	6586.7402	2628.7314	0.138																			30.4814	0.2272	0.0028547237360802015	0.0005973160166736566	4.779251947700373	0.0018629065986632799																														
6082	9143.1025	2440.3044	0.09																			30.4797	0.2274	0.0028592612135108055	0.0005986829609024651	4.775918808847851	0.002010112824210744																														
526	8088.3564	377.0792	0.638																			99.0	99.0	-0.00017930830672194874	0.0005970117906026383	-0.300342990782394	0.0015185271827110238																														
3598	9343.8555	1643.5966	0.0																			28.3098	0.0307	0.02109585722662327	0.0005968596775671293	35.34475190653268	0.0040562552291169545																														
10022	7225.9434	3790.8264	0.023																			26.8131	0.0077	0.08373350976625872	0.0005971639036381474	140.21863889649498	0.0017068478489113234																														
10486	8050.437	3933.5552	0.001																			27.5912	0.0159	0.04089215604003224	0.0005974681297091658	68.44240555548566	0.0052793621922085894																														
6323	1891.3102	2542.2964	0.0																			28.2405	0.0289	0.022486981467941747	0.0005986829609024651	37.56075074200288	0.0015340423069237533																														
3542	723.6666	1661.8038	0.001																			25.912	0.0034	0.19202127675438782	0.0005970117906026383	321.63732739776685	0.002202784554821924																														
3538	829.1893	1631.9636	0.347																			99.0	99.0	-0.0002830385650398743	0.0005970117906026383	-0.4740920857763433	0.0018337180277674767																														
10	502.6445	208.5791	0.029																			23.5706	0.0004	1.6591256424324148	0.0005976199836083281	2776.2218264772464	0.0033144847828971194																														
11598	7989.9961	4439.4834	0.4																			29.9958	0.1451	0.004465017725341683	0.0005965551923597643	7.484668279693669	0.0018071083236364635																														
11764	8349.4424	4182.8223	0.347																			31.9765	0.9007	0.0007203653560830107	0.0005974681297091658	1.2056967062555597	0.001521237012583969																														
4664	461.2254	2024.3799	0.001																			26.9419	0.0087	0.07436920326033242	0.0005971639036381474	124.53733858869771	0.0017782429691503598																														
7485	7989.2637	2919.1514	0.001																									26.9667	0.0107	0.07219698673336374	0.000710367227415549	101.6333298426929	0.001783800033382586																								
221	2074.2002	235.0021	0.352																									30.2237	0.2138	0.003595266242237463	0.0007078320778780288	5.079264354641168	0.0021377939350963157																								
6689	2050.3127	2625.6226	0.41																									30.7188	0.338	0.002278845378733119	0.0007092817643634907	3.212891537932255	0.00170838395634192																								
11726	3792.4939	4132.0767	0.001																									29.5112	0.1115	0.006930155200875195	0.0007112704500500456	9.743347555613457	0.0016530456187387737																								
8294	5976.417	3174.8308	0.347																									31.2684	0.5612	0.0013735388199135996	0.0007098246245903796	1.9350396877344616	0.0021912818716561745																								
10667	7353.5605	4039.8413	0.391																									31.0107	0.4433	0.0017415478604089912	0.0007109093154372787	2.4497468560216697	0.0019424098356886905																								
242	2392.4272	240.1927	0.048																									35.4819	27.2045	2.8343327043846848e-05	0.0007100055779993427	0.039919865311076594	0.004120367276242004																								
7772	2637.6143	2982.5039	0.001																									29.6695	0.1286	0.005989990271564345	0.0007091008109545276	8.447304218283378	0.002437549772453781																								
7294	4105.8477	2815.4385	0.001																									29.3817	0.0988	0.00780809583846099	0.0007101865314083058	10.994429622563343	0.0024019783639205217																								
10057	8479.4131	3748.8174	0.32																									99.0	99.0	-0.0042691285003606345	0.0007094627177724537	-6.017410631195245	0.0015314264212159296																								
963	8445.2227	552.1999	0.0																									28.5557	0.0461	0.016708635463619042	0.0007092817643634907	23.55711975566349	0.002514838870934645																								
11714	779.9661	4339.4995	0.0																									27.8498	0.0241	0.032010297683146643	0.0007098246245903796	45.09606538603661	0.0018062253061638894																								
2786	4431.417	1360.9946	0.0																									29.6445	0.1257	0.006129491707583672	0.0007096439285831363	8.637418655609041	0.0027273536733545874																								
1655	929.5157	866.301	0.0																									28.8446	0.0604	0.012805375193650891	0.0007116313272610927	17.994394995138663	0.0016589678716644775																								
7535	7529.1963	2895.6836	0.019																									99.0	99.0	-0.0008758260824582951	0.0007092817643634907	-1.2348069927390017	0.0018881913136626187																								
803	8083.1758	462.6244	0.019																									99.0	99.0	-0.0024717648788424498	0.0007096439285831363	-3.48310579332023	0.002366701197207113																								
5153	2737.552	2122.8162	0.005																									29.244	0.087	0.008863442889312042	0.000710367227415549	12.477268864948812	0.002279627549749284																								
11871	3278.8469	4251.2544	0.0																									28.6551	0.0506	0.015247149683325351	0.000710367227415549	21.463757187669508	0.0021652341549535828																								
11105	5954.8975	4501.7705	0.36																									31.5442	0.723	0.0010654163487247698	0.0007092817643634907	1.5021059362507003	0.0018730667060280354																								
2505	2702.5881	1243.2688	0.025																									99.0	99.0	-0.0017375982884216105	0.000710367227415549	-2.44605637951982	0.0022600345236635953																								
1930	8933.1836	994.366	0.0																															28.8382	0.0513	0.012958386106351097	0.0006122122109981465	21.166494025370444	0.0016874209443289265																		
1308	2537.0256	699.4041	0.083																															29.9362	0.141	0.004713378399407562	0.0006120563255297411	7.700889939055992	0.001938651411557519																		
3076	8436.2041	1491.6091	0.449																															29.6625	0.1094	0.006064781116420543	0.0006109627967372565	9.926596429125441	0.0015531812910562002																		
9087	8150.8594	3468.1743	0.002																															37.4165	138.5515	4.799889655453301e-06	0.0006123683554125125	0.007838239211789331	0.0022100731125658394																		
5692	8643.9922	2312.2046	0.348																															31.3371	0.5117	0.0012971045974374913	0.0006111192000975836	2.1225067011973597	0.0015304171349072538																		
3437	7871.293	1596.1512	0.361																															31.2195	0.4603	0.0014454630246541018	0.0006126801263493233	2.3592458160295577	0.0014313054759372665																		
9064	2917.2976	3506.8662	0.028																															25.9327	0.0035	0.18825011415724313	0.0006131477827545392	307.022416865862	0.002263722088439835																		
3192	1940.3142	1501.8616	0.006																															27.487	0.0148	0.04497795529197979	0.0006133034092769837	73.33720082365723	0.0018741937156027413																		
10222	8300.5	3985.9436	0.349																															30.9089	0.346	0.0019242968322682758	0.0006131477827545392	3.138389938594343	0.0015955508499271437																		
7184	4409.5957	2784.0498	0.407																															29.6691	0.1103	0.006028044452960968	0.0006122122109981465	9.846331622711162	0.001790567217891592																		
3259	1274.142	1540.9762	0.0																															28.1232	0.0266	0.02503381050716643	0.0006123683554125125	40.88031376197222	0.0015527021033437322																		
894	541.6536	507.8509	0.0																															28.3701	0.0334	0.019943155611243078	0.0006126801263493233	32.5506814299251	0.0027171944365125627																		
4543	2648.2207	1956.6229	0.001																															26.2788	0.0049	0.13686746715447135	0.0006123683554125125	223.50512717508514	0.002020001087151994																		
8927	1085.1685	3416.9316	0.002																															29.0677	0.0634	0.010489155107891536	0.0006122122109981465	17.133201395624063	0.0019567078837868976																		
2791	8218.6191	1371.7367	0.35																															31.7417	0.7441	0.0008935590689817556	0.0006122122109981465	1.4595577365647496	0.0028198006654968663																		
612	2451.7969	374.0495	0.022																															28.5176	0.0382	0.01740850450524544	0.0006123683554125125	28.428158234137474	0.0027642842895152847																		
5893	2859.8748	2389.498	0.055																															40.0667	1593.9633	4.1796234482362005e-07	0.0006134590357994282	0.0006813207083647452	0.003265298291887735																		
12049	2620.5364	4190.1235	0.0																															28.6803	0.0444	0.014987030910337363	0.0006129918972861339	24.448986971424322	0.002435280902987874																		
6839	7225.8101	2670.8267	0.347																															31.1955	0.45	0.0014777828468602045	0.0006123683554125125	2.413225363130854	0.0017836775466612577																		
1379	9451.8906	725.9694	0.011																															29.0682	0.0634	0.010484452649243295	0.0006119001811153749	17.134253221059975	0.001932558540064729																		
9221	8547.0264	3496.2207	0.556							30.2274	0.1535	0.004180909989543215	0.0005909751931601495	7.074594734148548	0.0020157543129392832																																										
11185	2349.3721	4542.6797	0.941							25.7632	0.0025	0.2552495377239599	0.0005912761381630928	431.6926073102479	0.0015335070788680442																																										
9481	7055.9419	4139.9248	0.029							23.8775	0.0004	1.4495406514374103	0.0005915770831660362	2450.2988582310786	0.002562036376395063																																										
2897	9277.0703	1401.9955	0.002							28.7261	0.0385	0.016663592119411926	0.0005906736474685776	28.211165659457308	0.0023424267796021787																																										
3154	6425.2524	1503.8276	0.0							28.3183	0.0265	0.02426127309057575	0.0005912761381630928	41.0320517346562	0.0013069192547888531																																										
2151	2985.1934	1120.1609	0.0							27.8031	0.0165	0.038992080468180285	0.0005914266106645645	65.92885704680468	0.0014655321175378927																																										
9253	8106.8257	3503.3879	0.369							31.0461	0.3264	0.0019669768395819197	0.0005911256656616213	3.327510466628729	0.0019380766760129454																																										
3200	6408.4907	1515.9679	0.023							28.6345	0.0354	0.01813085218436096	0.0005906736474685776	30.6952109037935	0.001377708014567445																																										
8447	7386.9014	3248.8726	0.007							28.9747	0.0485	0.013253563867647677	0.0005921786728276086	22.381021937792706	0.0018780764980738645																																										
10288	2074.5974	4545.4131	0.389							30.4205	0.183	0.0034995158402143112	0.0005897690103938616	5.933705872197748	0.0015382476244899786																																										
8286	4241.8623	3177.8706	0.043							29.1823	0.0587	0.010947309981319386	0.0005914266106645645	18.510005779108067	0.001277601722178658																																										
1191	1509.3676	638.9944	0.079							29.779	0.1016	0.006318409415987507	0.0005911256656616213	10.68877530282091	0.0016105777022822213																																										
5951	7808.3955	2394.5137	0.369							99.0	99.0	-0.0019974993305241504	0.0005905231749671059	-3.382592614820608	0.0015334547494173002																									30.5589	0.2205	0.0033463396184096614	0.0006793737580247528	4.925623898307444	0.001130857556806438												
7117	2474.144	2757.8071	0.169							30.1711	0.1458	0.004403206830340098	0.0005909751931601495	7.450747309366104	0.0013990489948091606																																										
6237	5987.5928	2488.2429	0.479							31.3909	0.4485	0.0014317107112181177	0.0005912761381630928	2.4213909860560046	0.0015515776036354053																																										
3988	7507.0537	1760.0142	0.0							28.3464	0.0272	0.023641806935415396	0.0005911256656616213	39.99455328835054	0.00164245161788952																																										
9228	7965.2739	3496.8477	0.371							30.4205	0.1834	0.003499768129438335	0.0005911256656616213	5.920514592309567	0.0021933883000000757																																										
9570	1553.1477	3590.4446	0.039							29.571	0.0839	0.007652974359429163	0.0005912761381630928	12.943147652135133	0.001451193833537431																																										
7962	2999.9524	3470.1479	0.029							23.262	0.0003	2.555126393432996	0.0005914266106645645	4320.276340900342	0.002379742131692125																																										
8246	3768.469	3161.8564	0.008																																					28.6257	0.0372	0.019852518313515567	0.0006802401867672729	29.184571420076374	0.001745136619027812												
11045	8709.3672	4634.6089	0.39																																					29.3158	0.0702	0.010514660832758694	0.0006800669662618971	15.461213901557816	0.001508561472647143												
11460	6452.2573	4508.2876	0.27																																					27.9545	0.0201	0.03684109817423289	0.0006807595220677594	54.117639166222204	0.0012763118440876314												
7250	3123.4539	2798.7483	0.352																																					29.6076	0.0919	0.008036925815194692	0.0006804134072726487	11.811827529104246	0.0013013085215957878												
4186	269.4465	1827.2494	0.32																																					29.7687	0.1067	0.006928304794320186	0.0006804134072726487	10.182493055349132	0.0010475775419659834												
8471	6632.1689	3266.6245	0.002																																					28.3072	0.0277	0.026620778452200285	0.0006800669662618971	39.14434867866894	0.0021925465346953675												
7306	6332.3423	2820.5078	0.362																																					29.6331	0.0942	0.007850275011878525	0.0006805866277780246	11.534571341062133	0.0015849404874630432												
5108	1454.4506	2166.6829	0.029																																					24.7412	0.001	0.7106033599854756	0.0006802401867672729	1044.6359591933235	0.00174105890342848												
2508	2902.4441	1285.0271	0.01																																					26.9415	0.0079	0.09365419440265733	0.0006802401867672729	137.67812638023216	0.0014738430136485713												
7502	6607.4995	2891.4763	0.37																																					29.2898	0.0687	0.010769412413291915	0.000681278531152605	15.807649765613396	0.0015166272678699476												
2244	8979.2773	1143.7169	0.131																																					29.4011	0.0761	0.009720107182422092	0.0006811056368628702	14.271071411466062	0.00198933576713421												
11536	5955.8091	4404.6313	0.019																																					33.3327	2.8396	0.00026002413869572697	0.0006798937457565212	0.38244819917617684	0.0014267430884796263												
11826	3813.7544	4420.3916	0.39																																					29.5602	0.088	0.008395107326866259	0.0006802401867672729	12.341386895653129	0.0022125406689122748												
4034	6936.981	1783.7719	0.58																																					29.5264	0.0853	0.00866081975293739	0.0006800669662618971	12.735245472284953	0.001515109326932008												
10274	7499.8369	3981.8748	0.353																																					28.2187	0.0256	0.028883083922598293	0.0006795473047457695	42.5034191451969	0.0014996072770945496												
6034	7642.3906	2443.7075	0.084																																					28.9339	0.0494	0.014947187622410665	0.0006793737580247528	22.00142034609772	0.0022192582434138594												
8546	6068.8203	3292.6536	0.002																																					28.89	0.0474	0.015563115374199923	0.0006798937457565212	22.89051115903819	0.0013343752293985948												
11670	6976.103	4344.709	0.001																																					28.5691	0.0354	0.020916173770433383	0.0006817968878061682	30.678012975001664	0.0017292317944067501												
200	4259.4971	241.2379	0.588																																					29.2937	0.0688	0.010730687354547729	0.0006800669662618971	15.778868680434169	0.001432523020316959												
1538	2704.0581	882.2988	0.01																																											25.9649	0.007	0.2412894279919814	0.0015578470639520344	154.88646708353048	0.006386038439152411						
9136	210.0285	3482.4685	0.335																																											28.4192	0.0671	0.0251662700919271	0.0015554702394876805	16.179203852987904	0.0034531510701086687						
2573	3499.748	1278.2262	0.648																																											28.8391	0.0989	0.017093918464530723	0.0015562630841270415	10.983951646015722	0.0036618265937444603						
11437	9501.0391	3825.2869	0.385																																											29.104	0.1261	0.013393084479333581	0.0015554702394876805	8.610312263990863	0.003725075146469567						
3138	7037.7744	1488.1934	0.004																																											27.4458	0.0274	0.061683381320425605	0.0015558668327527339	39.64566891068153	0.0030557797992388585						
7621	4442.8447	2931.6804	0.501																																											29.5855	0.1965	0.008595830804914538	0.0015554702394876805	5.526194321625668	0.003044788170225836						
5257	3811.6646	2152.0332	0.359																																											29.135	0.1298	0.013016341390977682	0.0015558668327527339	8.365973949035459	0.0028243675101629227						
8213	7628.8569	3179.0405	0.001																																											27.851	0.0398	0.04247035221676896	0.0015554702394876805	27.303866791278026	0.0031939940372945476						
10112	5966.731	3762.4026	0.358																																											31.4783	1.1231	0.0015037144765074778	0.001555073988113373	0.9669729466260284	0.0031671856717689823						
8528	2202.5322	3274.7588	0.381																																											28.8035	0.0956	0.017664294795641442	0.0015554702394876805	11.3562409277978	0.002622792356836085						
10582	2424.6345	3924.981	0.36																																											29.7556	0.23	0.007349693739227557	0.0015562630841270415	4.722655066607995	0.00287763820648865						
7259	966.1958	2802.1685	0.355																																											29.1039	0.1261	0.01339515633725274	0.0015554702394876805	8.611644245707106	0.0028355877692064733						
10565	8087.6997	4113.5864	0.353																																											28.7832	0.0938	0.01799744681391605	0.0015538838664274671	11.582234169979486	0.0026562148987847273						
5825	6755.6631	2355.6836	0.351																																											29.67	0.2128	0.007952064206324215	0.0015578470639520344	5.1045217405044685	0.0025086082062056856						
6217	853.9835	2480.1975	0.366																																											29.7261	0.2235	0.0075517067241603585	0.0015538838664274671	4.859891326063176	0.0025748823935293893	29.3767	0.1312	0.010641569267239404	0.0012852060531309056	8.280049134001004	0.002087126516404667
2170	10214.9326	1096.5907	0.888																																											25.9854	0.0071	0.23678153013130823	0.0015558668327527339	152.18624444379986	0.002781892354410861						
2436	3661.5095	1221.2495	0.355																																											32.712	3.5003	0.00048272716818946286	0.0015558668327527339	0.3102625224906895	0.0023561982847894684						
192	3415.3879	224.0233	0.4																																											29.5279	0.1864	0.00906458694967026	0.0015558668327527339	5.82606863187169	0.0033990335590408202						
1638	7612.3247	850.8341	0.356																																											29.4278	0.17	0.009939919569254772	0.0015558668327527339	6.388669878429418	0.002708624018885969						
6473	7414.6167	2570.3491	0.36																																											29.6844	0.2153	0.007847240503681676	0.0015558668327527339	5.043645341933193	0.003250148896357161						
9024	8467.3711	3451.9072	0.618																																																	28.7805	0.0758	0.018426801501389284	0.0012858621790203	14.33030833477713	0.0034751019991057083
2093	9281.6855	1150.7529	0.039																																																	24.1587	0.0011	1.3007487989865922	0.0012861900673705616	1011.319269200853	0.0028115768278147595
11350	7778.4497	4601.8257	0.347																																																	99.0	99.0	-0.005459246750858725	0.0012871733832324746	-4.241267588325153	0.0023990264789137267
8956	6834.9976	3421.1724	0.356																																																	29.961	0.2248	0.006212279535849071	0.0012858621790203	4.831217246456549	0.002625340912930741
4622	7115.9614	1954.3751	0.423																																																	30.0194	0.2374	0.0058871777127814835	0.0012871733832324746	4.573725489876921	0.0024505698244184308
2497	2158.8521	1251.8601	0.203																																																	28.7501	0.0738	0.01895070004084385	0.001287828810744126	14.715232244178372	0.002441278472573633
5531	5991.3252	2255.6692	0.655																																																	29.5927	0.1604	0.008721173641877687	0.0012881563499055162	6.770275706452379	0.002257324645653393
6923	9241.8008	2696.0059	0.369																																																	29.6201	0.1639	0.008504229579843111	0.0012835638178686267	6.625482474229048	0.002785928104383683
7205	6603.0186	2785.1606	0.413																																																	29.6426	0.1678	0.008329680538687398	0.0012871733832324746	6.471296444748645	0.002061005590159043
6264	1128.9811	2507.3696	0.54																																																	28.2776	0.0477	0.029284298691047435	0.0012868458440710845	22.756648611774036	0.0022435137575669817
1933	3094.0215	1025.9762	0.004																																																	27.4072	0.0214	0.06528134837601507	0.0012868458440710845	50.7297347827538	0.0016416300254949237
11380	7437.6709	4536.1719	0.467																																																	29.8537	0.2038	0.006857563110785963	0.0012868458440710845	5.328970165603733	0.0017705828600785571
4165	149.698	1900.793	0.391																																																	33.0197	3.7576	0.00037134944476480055	0.0012848774664029011	0.28901545437201703	0.00236543368004905
8257	7519.7881	3246.7817	0.297																																																	27.6736	0.0273	0.05107851005773364	0.0012861900673705616	39.713034141335434	0.0027313030707985728
10395	458.4826	3984.4761	0.357																																																	29.2749	0.1198	0.011686618229730482	0.0012888107298505535	9.06775367325319	0.0016584556438304034
9185	6190.314	3506.8057	0.002																																																	27.6911	0.0278	0.05025966215425843	0.001285533941481167	39.096332296252115	0.0022425573295824165
3357	10085.166	1569.8666	0.408																																																	29.5688	0.1567	0.008915762632364082	0.0012868458440710845	6.928384369768832	0.0026448510796565814
7266	7137.832	2817.0764	0.417																																																	29.1378	0.1054	0.013259783933242857	0.0012868458440710845	10.304096636232673	0.0028808159207995834
706	746.7593	415.812	0.357																																																	30.2129	0.2836	0.004926014392871154	0.001286517955720823	3.82895113975394	0.0022074373902832805
