NUMBER,FILTER,SEX_SNR,NMAD_SNR,SNR_DIFF,SNR_RATIO
2858,F115W,12.343021959790017,6.092642312583408,6.250379647206609,2.0258898071691194
2858,F150W,24.949638961358595,13.68301696888798,11.266621992470615,1.8234018870318083
2858,F200W,24.095487986754783,13.255759489452347,10.839728497302437,1.817737264011741
2858,F277W,28.2841325319388,18.43883106200557,9.84530146993323,1.5339439054908488
2858,F356W,23.46683975711608,19.521415253380532,3.9454245037355484,1.2021075036069588
2858,F410M,4.532388396558654,6.9577279877167895,-2.425339591158135,0.6514178772955995
2858,F444W,23.064304220060624,14.241954050773218,8.822350169287406,1.6194620582144363
2858,F606W,-1.9025475143185533,-0.25594643198366995,-1.6466010823348833,
2858,F814W,3.3575529118410765,2.9866176937823505,0.370935218058726,1.1241990961317052
4010,F115W,11.361738009850322,8.792743446606012,2.56899456324431,1.2921721279421543
4010,F150W,58.080915147819574,29.376333424076623,28.70458172374295,1.977132895020074
4010,F200W,72.94638509817952,37.031109172922065,35.915275925257454,1.9698676795649284
4010,F277W,54.01885666495335,34.94552949221444,19.073327172738907,1.5458016361431375
4010,F356W,56.50769377609738,37.63301484899334,18.874678927104043,1.5015457571720148
4010,F410M,19.367918994989186,15.07947322659603,4.2884457683931565,1.2843896271409216
4010,F444W,40.08951309371109,28.09604188508342,11.993471208627671,1.426874050717983
4010,F606W,-2.917783110987526,-1.1200026416077744,-1.7977804693797514,
4010,F814W,-1.5264609512041745,-0.554652634117642,-0.9718083170865325,
6802,F115W,13.490363037544586,6.5223219595923965,6.96804107795219,2.068337491022545
6802,F150W,31.051202675239704,26.964354633227433,4.086848042012271,1.1515648380093682
6802,F200W,43.11731400994273,20.256148732329137,22.861165277613594,2.1286037429774005
6802,F277W,37.19000209986818,24.43400269189965,12.755999407968531,1.5220593436456236
6802,F356W,35.94285941243001,28.41327374358077,7.52958566884924,1.265002397710343
6802,F410M,17.454192322454766,17.178384286023434,0.2758080364313322,1.0160555283802641
6802,F444W,28.700040995151763,16.660349327194574,12.03969166795719,1.7226554156523528
6802,F606W,-1.6399092772524544,0.25285473251134905,-1.8927640097638034,-6.485578739084305
6802,F814W,1.7013181374168556,0.5988876130192093,1.1024305243976462,2.840797005033874
8216,F115W,0.5143258580129391,2.9189450412633375,-2.4046191832503983,0.17620265223984335
8216,F150W,26.547533361262122,13.330153113811422,13.2173802474507,1.9915400171777564
8216,F200W,32.482720007549766,13.072353964768878,19.410366042780886,2.4848409165704584
8216,F277W,53.35445242424941,21.04843860328557,32.30601382096384,2.5348413452350336
8216,F356W,42.462643346311225,23.175746761113217,19.286896585198008,1.8322017315774115
8216,F410M,17.072089885396647,14.460989700971458,2.6111001844251884,1.1805616516170936
8216,F444W,33.86159939543276,25.44275764826358,8.418841747169182,1.3308934457324342
8216,F606W,-2.8368957190617863,-0.6792938021135999,-2.1576019169481864,
8216,F814W,1.9849387542717312,-0.9093360872637917,2.894274841535523,
8272,F115W,8.012558705805139,3.415096735753108,4.597461970052031,2.3462172013813203
8272,F150W,1.0942868987611416,1.4047477065490246,-0.310460807787883,0.7789917674608083
8272,F200W,6.66109008169485,2.8782966139569277,3.782793467737922,2.314247270206645
8272,F277W,10.626999867777338,2.5995893807868913,8.027410486990446,4.087953253817556
8272,F356W,3.5710727083325757,1.7853461929536196,1.785726515378956,2.000213024469337
8272,F410M,15.18264606078986,9.978510599321957,5.204135461467903,1.521534292083783
8272,F444W,7.465200078978545,4.722116851610703,2.7430832273678423,1.5809011749533863
8272,F606W,-1.4579083932162487,-0.5781574748456025,-0.8797509183706461,
8272,F814W,-0.5003994252173701,-0.32296254785961837,-0.17743687735775177,
10899,F115W,2.267814145814367,3.620172762905784,-1.3523586170914172,0.6264380995988912
10899,F150W,16.58737318918879,10.892776287025978,5.694596902162811,1.5227865469839361
10899,F200W,20.526429284198294,12.425394713864327,8.101034570333967,1.6519740223056887
10899,F277W,22.352269651156433,11.887008662670524,10.465260988485909,1.8803948314894887
10899,F356W,20.062405259257023,12.50505619851643,7.557349060740593,1.6043434704145656
10899,F410M,3.2100371660141302,4.659701432650953,-1.4496642666368231,0.6888933148207966
10899,F444W,15.547249926830347,11.523424356323002,4.023825570507345,1.349186617283554
10899,F606W,5.107873708986216,3.556252884529675,1.551620824456541,1.4363077865486913
10899,F814W,6.959764897770564,0.2340789372500833,6.725685960520481,29.73255509245135
11572,F115W,8.487686312519498,8.131571938859809,0.3561143736596897,1.0437940383897806
11572,F150W,27.277019784478984,22.65547773486859,4.621542049610394,1.2039922575765185
11572,F200W,29.325876367312887,12.796276298598757,16.52960006871413,2.2917507939809165
11572,F277W,22.5653107992982,8.966478014560952,13.598832784737247,2.5166303606224947
11572,F356W,14.463396254525211,12.857584890053797,1.605811364471414,1.1248921456247678
11572,F410M,14.37375938311414,6.5370775622653525,7.836681820848787,2.1988050847193974
11572,F444W,11.45779708978999,8.200086651160603,3.2577104386293865,1.3972775626911582
11572,F606W,-1.409113567812736,2.6868132482243774,-4.095926816037114,-0.5244553445402172
11572,F814W,4.842950682413864,2.994604756349552,1.848345926064312,1.6172253357125703
