NUMBER,X_IMAGE,Y_IMAGE,ALPHA_J2000,DELTA_J2000,CLASS_STAR,FILTER,SEX_FLUX,SEX_FLUXERR,SEX_SNR,NMAD_FLUX,NMAD_FLUXERR,NMAD_SNR,SNR_DIFF,SNR_RATIO,pointing
6802,3709.8647,2711.4863,214.9944002,52.9893786,0.009,F277W,1.530199,0.04114544,37.19000209986818,0.036013295593238515,0.0014739007786545603,24.43400269189965,12.755999407968531,1.5220593436456236,nircam1
6802,3709.8647,2711.4863,214.9944002,52.9893786,0.009,F356W,1.556535,0.04330582,35.94285941243001,0.04057010178817186,0.0014278573512613133,28.41327374358077,7.52958566884924,1.265002397710343,nircam1
6802,3709.8647,2711.4863,214.9944002,52.9893786,0.009,F410M,1.669368,0.09564281,17.454192322454766,0.043472502370669186,0.0025306514074224665,17.178384286023434,0.2758080364313322,1.0160555283802641,nircam1
6802,3709.8647,2711.4863,214.9944002,52.9893786,0.009,F444W,2.197563,0.07657003,28.700040995151763,0.04362933370154772,0.0026187526350562084,16.660349327194574,12.03969166795719,1.7226554156523528,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F606W,-0.1251433,0.04411276,-2.8368957190617863,-0.0016510497175384808,0.002430538468629178,-0.6792938021135999,-2.1576019169481864,,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F814W,0.07057152,0.0355535,1.9849387542717312,-0.0027528023380796,0.003027266130351024,-0.9093360872637917,2.894274841535523,,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F115W,0.04310726,0.08381313,0.5143258580129391,0.00920654948078619,0.0031540674286904486,2.9189450412633375,-2.4046191832503983,0.17620265223984335,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F150W,2.636808,0.09932403,26.547533361262122,0.03207915264317168,0.002406510440599092,13.330153113811422,13.2173802474507,1.9915400171777564,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F200W,2.560835,0.07883684,32.482720007549766,0.03139144914742034,0.0024013616240826257,13.072353964768878,19.410366042780886,2.4848409165704584,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F277W,3.494126,0.06548893,53.35445242424941,0.038506573884090574,0.001829426619705647,21.04843860328557,32.30601382096384,2.5348413452350336,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F356W,2.926843,0.06892748,42.462643346311225,0.03999811528322652,0.0017258609051743565,23.175746761113217,19.286896585198008,1.8322017315774115,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F410M,2.598874,0.1522294,17.072089885396647,0.0463728299448935,0.0032067535420330375,14.460989700971458,2.6111001844251884,1.1805616516170936,nircam1
8216,4045.8096,3306.4631,214.9851144,52.9904631,0.0,F444W,4.126791,0.1218723,33.86159939543276,0.054366786740989805,0.0021368275991380296,25.44275764826358,8.418841747169182,1.3308934457324342,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F606W,-0.04067698,0.02886707,-1.409113567812736,0.006926819070396677,0.002578079840485517,2.6868132482243774,-4.095926816037114,-0.5244553445402172,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F814W,0.1126758,0.02326594,4.842950682413864,0.011238327443639243,0.003752858342928319,2.994604756349552,1.848345926064312,1.6172253357125703,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F115W,0.4655215,0.05484669,8.487686312519498,0.015795293221820227,0.0019424649182941383,8.131571938859809,0.3561143736596897,1.0437940383897806,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F150W,1.772922,0.06499691,27.277019784478984,0.042060213207369385,0.0018565140713248062,22.65547773486859,4.621542049610394,1.2039922575765185,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F200W,1.512929,0.05159024,29.325876367312887,0.026499804580214975,0.0020708996868969458,12.796276298598757,16.52960006871413,2.2917507939809165,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F277W,0.967047,0.04285547,22.5653107992982,0.017999109154329958,0.002007377827180374,8.966478014560952,13.598832784737247,2.5166303606224947,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F356W,0.6523806,0.04510563,14.463396254525211,0.018164349109137144,0.0014127341382119503,12.857584890053797,1.605811364471414,1.1248921456247678,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F410M,1.431882,0.09961778,14.37375938311414,0.018996201992711115,0.0029059165677281927,6.5370775622653525,7.836681820848787,2.1988050847193974,nircam1
11572,8591.9551,3900.0911,214.9380732,52.9648235,0.01,F444W,0.9137859,0.07975232,11.45779708978999,0.017428414647785793,0.002125393960967358,8.200086651160603,3.2577104386293865,1.3972775626911582,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F606W,0.1579873,0.03093015,5.107873708986216,0.01120250247743016,0.003150086015019633,3.556252884529675,1.551620824456541,1.4363077865486913,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F814W,0.1734981,0.02492873,6.959764897770564,0.0009512908328771288,0.004063974503869166,0.2340789372500833,6.725685960520481,29.73255509245135,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F115W,0.1332715,0.0587665,2.267814145814367,0.005643997405076012,0.0015590409007292172,3.620172762905784,-1.3523586170914172,0.6264380995988912,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F150W,1.15518,0.06964213,16.58737318918879,0.021507010213912693,0.0019744287082742143,10.892776287025978,5.694596902162811,1.5227865469839361,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F200W,1.134646,0.05527732,20.526429284198294,0.015647526962025315,0.0012593183011374049,12.425394713864327,8.101034570333967,1.6519740223056887,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F277W,1.026378,0.04591829,22.352269651156433,0.018449024937173382,0.001552032598000029,11.887008662670524,10.465260988485909,1.8803948314894887,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F356W,0.9696012,0.04832926,20.062405259257023,0.017496334505947966,0.0013991408137792847,12.50505619851643,7.557349060740593,1.6043434704145656,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F410M,0.3426307,0.1067373,3.2100371660141302,0.010331671661348464,0.0022172389820844522,4.659701432650953,-1.4496642666368231,0.6888933148207966,nircam1
10899,10095.9971,4363.436,214.9197092,52.9577779,0.0,F444W,1.328545,0.08545209,15.547249926830347,0.023047949566291526,0.0020000955318151517,11.523424356323002,4.023825570507345,1.349186617283554,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F606W,-0.02822308,0.01935861,-1.4579083932162487,-0.001522297582127087,0.0026330154816966047,-0.5781574748456025,-0.8797509183706461,,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F814W,-0.007807442,0.01560242,-0.5003994252173701,-0.0013368592847477312,0.004139363197397185,-0.32296254785961837,-0.17743687735775177,,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F115W,0.2947088,0.03678086,8.012558705805139,0.008120001144553983,0.0023776782249078326,3.415096735753108,4.597461970052031,2.3462172013813203,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F150W,0.04769746,0.04358771,1.0942868987611416,0.0030333505660376154,0.002159356126296515,1.4047477065490246,-0.310460807787883,0.7789917674608083,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F200W,0.230454,0.03459704,6.66109008169485,0.005714626619839591,0.0019854196374790673,2.8782966139569277,3.782793467737922,2.314247270206645,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F277W,0.3054136,0.0287394,10.626999867777338,0.005377331565615826,0.002068531132400655,2.5995893807868913,8.027410486990446,4.087953253817556,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F356W,0.1080192,0.03024839,3.5710727083325757,0.0036201454545342275,0.002027699428168144,1.7853461929536196,1.785726515378956,2.000213024469337,nircam1
8272,6489.3628,3286.3438,214.9633971,52.9748518,0.07,F410M,1.014275,0.06680489,15.18264606078986,0.028146794978378627,0.0028207411014115886,9.978510599321957,5.204135461467903,1.521534292083783,nircam1
