pointing,source_id,filter,x_image,y_image,flux_ujy,sex_snr,nmad_snr,local_rms_snr,weighted_rms_snr,global_stats_snr,sex_flux,nmad_flux,nmad_error,local_rms_error,weighted_rms_error,global_stats_error
nircam4,315,F115W,3596.1318,286.2253,,16.450691557679292,0,,,,0.381177,,,,,
nircam4,315,F150W,3596.1318,286.2253,,36.22805604651722,0,,,,1.009898,,,,,
nircam4,315,F200W,3596.1318,286.2253,,30.562497663940416,0,,,,0.719561,,,,,
nircam4,315,F277W,3596.1318,286.2253,,28.778034548383562,0,,,,0.5673578,,,,,
nircam4,315,F356W,3596.1318,286.2253,,24.56117437847036,0,,,,0.51904,,,,,
nircam4,315,F410M,3596.1318,286.2253,,12.254091531367969,0,,,,0.5831618,,,,,
nircam4,315,F444W,3596.1318,286.2253,,11.880662981741562,0,,,,0.4677777,,,,,
nircam4,1669,F606W,8624.748,880.4338,0.004831915616352293,2.7763042868342875,0,2.5706424528779945,1.3300864273850803,0.014474261014330787,0.05294093,,,0.020594435426338396,0.03980262205004692,3.657591219861507
nircam4,1669,F814W,8624.748,880.4338,0.003633351269815972,1.7782638285678465,0,1.2713263195741042,0.66111219146112,0.004410113234671751,0.02382966,,,0.01874393665348088,0.03604480251669884,5.403412278091691
nircam4,1669,F115W,8624.748,880.4338,,16.665425798300372,0,,,,0.3863494,,,,,
nircam4,1669,F150W,8624.748,880.4338,,33.06249403915477,0,,,,0.9221242,,,,,
nircam4,1669,F200W,8624.748,880.4338,,29.452579224245966,0,,,,0.6937826,,,,,
nircam4,1669,F277W,8624.748,880.4338,,17.27855651277236,0,,,,0.3408197,,,,,
nircam4,1669,F356W,8624.748,880.4338,,18.642965552697287,0,,,,0.394174,,,,,
nircam4,1669,F410M,8624.748,880.4338,,6.465957062507613,0,,,,0.3078662,,,,,
nircam4,1669,F444W,8624.748,880.4338,,11.126304131003687,0,,,,0.4382995,,,,,
nircam4,1843,F606W,617.067,934.1207,0.0032391501660984667,1.858775159612635,0,1.8736114597497966,1.1825669535656833,0.009703047133119432,0.03548978,,,0.01894191018918049,0.030010797083377838,3.657591219861507
nircam4,1843,F814W,617.067,934.1207,-0.0008189166107448808,-0.40029140895109916,0,-0.48196431844634124,-0.32132307587531994,-0.0009939900425101082,-0.005370938,,,0.01114384985451566,0.016715072095394135,5.403412278091691
nircam4,1843,F115W,617.067,934.1207,,11.19302021611068,0,,,,0.2598144,,,,,
nircam4,1843,F150W,617.067,934.1207,,24.174621971573966,0,,,,0.6750959,,,,,
nircam4,1843,F200W,617.067,934.1207,,17.60828190074659,0,,,,0.415307,,,,,
nircam4,1843,F277W,617.067,934.1207,,24.458144515723973,0,,,,0.4830508,,,,,
nircam4,1843,F356W,617.067,934.1207,,18.112006499702414,0,,,,0.3834348,,,,,
nircam4,1843,F410M,617.067,934.1207,,7.055183363164427,0,,,,0.3363486,,,,,
nircam4,1843,F444W,617.067,934.1207,,10.84795858348207,0,,,,0.4278782,,,,,
nircam4,9859,F606W,4436.0464,3316.1958,0.005921079081626647,3.4038468702401423,0,3.152850686102729,1.5786291479307337,0.017736908282073263,0.06487436,,,0.020576413683640653,0.041095372289419174,3.657591219861507
nircam4,9859,F814W,4436.0464,3316.1958,0.003796711086279721,1.8591642781040925,0,1.7622136192399473,0.9925871616485293,0.004608397197630503,0.02490107,,,0.014130562678740376,0.025087034329771996,5.403412278091691
nircam4,9859,F115W,4436.0464,3316.1958,,14.35920431161872,0,,,,0.3327154,,,,,
nircam4,9859,F150W,4436.0464,3316.1958,,16.437837676894176,0,,,,0.4582233,,,,,
nircam4,9859,F200W,4436.0464,3316.1958,,33.27891871871804,0,,,,0.7835162,,,,,
