NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
1091	9350.2305	633.005	214.8108632	52.7278267	0.355	-1	z8-10	nircam10	-0.049068	0.01974759	99.0	99.0	-0.06213283	0.01343521	99.0	99.0	0.0961051	0.02529202	30.6297	0.2858	0.2537412	0.03079	29.5755	0.1318	0.2154259	0.02616043	29.7533	0.1319	0.2119882	0.02353854	29.7707	0.1206	0.1984682	0.02360873	29.8423	0.1292	0.3856061	0.05282275	29.1212	0.1488	0.1827451	0.04367968	29.9319	0.2596	-0.0036887966346076813	0.002044517316993967	-0.008947825227843188	0.002386225525893704	0.002912640930904511	0.0005860233418341686	0.006327843015067969	0.000708637578851479	0.005118802787174524	0.0006056994297082736	0.006749896233016361	0.0006328054004920452	0.0066503778980688604	0.0006893643380990226	0.01483620068932272	0.0016165142847827266	0.0	0.0
1330	562.3206	747.3645	214.8879578	52.7842794	0.0	-1	z8-10	nircam10	-0.0732669	0.02385444	99.0	99.0	0.00860077	0.01622929	33.2502	2.0492	0.2972539	0.03055192	29.4037	0.1116	0.8710821	0.0371933	28.2364	0.0464	0.4610252	0.03160093	28.9272	0.0744	0.3993018	0.02843378	29.0833	0.0773	0.1784069	0.02851857	29.958	0.1736	0.1321123	0.06380812	30.2842	0.5245	0.2915374	0.0527636	29.4248	0.1965	-0.0034594452878739684	0.0020434749160486133	0.004465519209849379	0.0023850088891719566	0.005066036389447215	0.0005857245486180881	0.018246209007835842	0.0007082764891151237	0.009848818122614051	0.0006053905068388858	0.007870171407690451	0.0006324827528781361	0.005828230361997271	0.0006890129190938633	0.009287038747423178	0.0016156901293049991	0.0	0.0
2191	2971.9294	1119.3103	214.8625643	52.7709804	0.084	-1	z8-10	nircam10	-0.0691708	0.01668976	99.0	99.0	-0.008923017	0.01135483	99.0	99.0	0.1318467	0.02137566	30.2863	0.1761	0.1995269	0.0260223	29.8365	0.1416	0.2532011	0.0221096	29.5779	0.0948	0.17239	0.0198937	29.9952	0.1253	0.2400351	0.01995302	29.6358	0.0903	0.5100685	0.04464337	28.8174	0.0951	0.1864338	0.03691607	29.9102	0.215	-0.004934863750904758	0.00204972006621845	-0.0012308533103895607	0.0023922987858750184	0.0037461393655778747	0.0005875149776381886	0.004671426149193294	0.000710441227228302	0.0064723351441990295	0.0006072409393027562	0.00492202239602818	0.0006344159348106361	0.007767991485720452	0.0006911188227700907	0.0182379007137759	0.001620628564680045	0.0	0.0
2205	480.9639	1121.9441	214.8847501	52.786817	0.0	-1	z8-10	nircam10	-0.02998997	0.03573993	99.0	99.0	-0.03721725	0.02431554	99.0	99.0	3.124626	0.04577444	26.8495	0.0159	3.966933	0.05572489	26.5904	0.0153	2.78384	0.04734612	26.9749	0.0185	1.262018	0.04260093	27.8339	0.0367	0.6520609	0.04272797	28.5508	0.0712	0.1677273	0.09560057	30.025	0.619	0.07501788	0.0790531	30.8986	1.1444	-0.004036486519739321	0.002045558561001536	-0.0053344995074503365	0.002387440177889967	0.021880008395728553	0.0005863218761306509	0.030091582922202726	0.0007089986685878344	0.015818460209342772	0.0006060080938482901	0.014028982619527267	0.0006331277476891815	0.008397638412429315	0.0006897154308098406	0.009929069543501813	0.001617338098287227	0.0	0.0
2445	1110.2041	1191.2227	214.8784098	52.7831943	0.347	-1	z8-10	nircam10	-0.03185061	0.008695167	99.0	99.0	-0.006913912	0.005915728	99.0	99.0	0.01593593	0.01113646	32.5806	0.7589	0.01824775	0.01355731	32.4335	0.8069	-0.009814637	0.01151884	99.0	99.0	0.04380594	0.01036438	31.4827	0.2569	0.5773517	0.01039529	28.6829	0.0196	1.735448	0.02325866	27.488	0.0146	0.1155808	0.01923283	30.4293	0.1807	-0.003289317586415168	0.0020439955380523967	0.0015869966191781452	0.0023856162151700885	-0.0006155365511306507	0.0005858739452261284	0.0013694137933320425	0.0007084570339833014	0.00037482951960959745	0.0006055449682735797	0.0035035054660613623	0.0006326440766850905	0.019218381018713857	0.0006891884654492724	0.05876960378901817	0.001616102207043863	0.0	0.0
2566	1332.7803	1224.8019	214.876072	52.7819617	0.019	-1	z8-10	nircam10	-0.01429006	0.01410542	99.0	99.0	0.01245505	0.009596579	32.8482	0.8368	-0.04698787	0.01806573	99.0	99.0	-0.06545179	0.02199286	99.0	99.0	0.01414796	0.01868602	32.7098	1.4343	-0.005856462	0.01681324	99.0	99.0	0.1161483	0.01686338	30.424	0.1577	0.2035017	0.03773053	29.8151	0.2014	0.07272702	0.03119977	30.9323	0.4659	0.0009618036843362316	0.0020429531371070424	0.006549802493672053	0.0023843995784483415	1.7577562149497417e-05	0.0005855751520100478	-0.003954202658832924	0.0007080956870605243	0.001632710404235405	0.000605236045404192	0.00032123295132631803	0.0006323214290711815	0.0041707073172736345	0.0006888370464441134	0.012410601686938631	0.0016152780515661356	0.0	0.0
2817	2108.3284	1288.9008	214.8684829	52.7773812	0.061	-1	z8-10	nircam10	0.02834237	0.01944298	31.9554	0.745	0.0105833	0.01322797	33.025	1.3574	0.1476546	0.02490189	30.1634	0.1832	0.283525	0.03031506	29.455	0.1161	0.2152129	0.02575691	29.7543	0.13	0.1979255	0.02317546	29.8453	0.1272	0.3963325	0.02324457	29.0914	0.0637	-0.02724162	0.05200795	99.0	99.0	0.3249398	0.04300592	29.307	0.1437	0.001843903147931353	0.002049200601152452	0.001237215943346456	0.002391691459876887	0.0032496584472361673	0.0005873658399497464	0.0059188600232254925	0.0007102609395465462	0.0047076740542237525	0.000607086995326805	0.006755988685167269	0.000634255211837227	0.012381878302703632	0.0006909436027090225	0.00023056361621497267	0.0016202178548340902	0.0	0.0
3197	2550.8127	1410.2053	214.8632638	52.7752245	0.019	-1	z8-10	nircam10	0.00537905	0.01128434	33.7598	2.2782	0.001836355	0.007677263	34.9266	4.5402	0.04067199	0.01445258	31.5633	0.3859	0.02092979	0.01759429	32.2846	0.9129	0.003309008	0.01494882	34.2873	4.9061	-0.1363363	0.01345059	99.0	99.0	0.1370372	0.01349071	30.2444	0.1069	0.1953489	0.03018443	29.8595	0.1678	0.2009527	0.02495982	29.8288	0.1349	0.00042024619714834955	0.0020413878002823317	-0.0014632440234314378	0.0023825736310029784	0.00222847049057788	0.0005851267032663293	0.003023087508830672	0.0007075532808967257	-0.0019723651483516996	0.0006047726611001104	-0.0020324732808876356	0.0006318371572335451	0.005290366770442726	0.0006883094284948634	0.00756194796298136	0.0016140407924298632	0.0	0.0
4771	165.7632	2006.6464	214.8782703	52.7935919	0.351	-1	z8-10	nircam10	0.03743443	0.02256868	31.6533	0.6547	0.03031093	0.01535453	31.8825	0.5501	0.2632965	0.02890517	29.5354	0.1192	0.07420071	0.03518857	30.9105	0.515	-0.01040629	0.02989764	99.0	99.0	0.01476619	0.02690119	32.6633	1.9785	0.2740996	0.02698141	29.4917	0.1069	0.9320246	0.06036885	28.163	0.0703	1.083346	0.04991964	27.9996	0.05	0.006141408715487899	0.00204607918300532	0.00562531736318304	0.0023880494886135825	0.00254914914459798	0.0005864712727386911	0.0006170509221467313	0.0007091792134560121	0.0010788634452974317	0.0006061622965536124	-0.00010397529649961358	0.000633289071496136	0.0056744543650136346	0.0006898909771652497	0.02163282624859681	0.0016177498340528632	0.0	0.0
6606	2116.3508	2576.3357	214.8548896	52.7842735	0.362	-1	z8-10	nircam10	0.04878391	0.03590655	31.3658	0.7993	-0.001942492	0.0244289	99.0	99.0	0.3118801	0.04598784	29.3516	0.1601	0.3928179	0.05598468	29.101	0.1548	0.6971477	0.04756685	28.4782	0.0741	0.6595405	0.04279953	28.5384	0.0705	0.520205	0.04292716	28.7961	0.0896	0.8292111	0.09604626	28.2899	0.1258	0.2757764	0.07942165	29.4851	0.3128	-0.0014660368545225983	0.00204607918300532	-0.002019972223961715	0.0023880494886135825	0.0018931131667085353	0.0005864712727386911	0.0044338759106003316	0.0007091792134560121	0.004123155245771391	0.0006061622965536124	0.006598498196232724	0.000633289071496136	0.008588941521560905	0.0006898909771652497	0.01651528581549954	0.0016177498340528632	0.0	0.0
7116	1931.9222	2740.593	214.8548085	52.786331	0.0	-1	z8-10	nircam10	0.07149704	0.03596192	30.9508	0.5462	0.07060823	0.02446657	30.9644	0.3763	0.1974309	0.04605876	29.848	0.2534	1.240065	0.05607101	27.8529	0.0491	0.9521004	0.0476402	28.1398	0.0543	1.024154	0.04286553	28.0606	0.0455	1.042035	0.04299336	28.0418	0.0448	0.4158876	0.09619436	29.0391	0.2512	0.6356699	0.07954412	28.5784	0.1359	0.005681117546440035	0.0020429531371070424	0.00855688591034009	0.0023843995784483415	0.005013807128140684	0.0005855751520100478	0.02105376400765287	0.0007080956870605243	0.017441081461742516	0.000605236045404192	0.01825033696818817	0.0006323214290711815	0.016467393430509313	0.0006888370464441134	0.010889272230234996	0.0016152780515661356	0.0	0.0
7674	2768.1482	2919.7876	214.8454708	52.7819842	0.014	-1	z8-10	nircam10	0.01336016	0.01704365	32.772	1.3854	0.008639408	0.01159559	33.2453	1.4576	0.1241728	0.0218289	30.3515	0.1909	0.2091539	0.02657407	29.7854	0.138	0.07882933	0.02257841	30.8448	0.3111	0.1148349	0.02031552	30.4363	0.1921	0.2178254	0.0203761	29.7412	0.1016	0.1554517	0.04558998	30.1075	0.3185	0.3267277	0.03769883	29.3011	0.1253	0.0013750911320882235	0.00204607918300532	0.0015555339569141603	0.0023880494886135825	0.003175066300251244	0.0005864712727386911	0.006161278800785126	0.0007091792134560121	0.0026170346547015584	0.0006061622965536124	0.0035380143407445445	0.000633289071496136	0.007596334558854997	0.0006898909771652497	0.006519100606413178	0.0016177498340528632	0.0	0.0
7891	3927.562	2994.5759	214.8343518	52.7750199	0.019	-1	z8-10	nircam10	-0.03472921	0.01465879	99.0	99.0	-0.002635059	0.009973058	99.0	99.0	0.08543925	0.01877446	30.7574	0.2386	-0.07026292	0.02285565	99.0	99.0	0.0568287	0.01941909	31.2001	0.3711	-0.05575239	0.01747284	99.0	99.0	0.1030511	0.01752494	30.5539	0.1847	0.2915505	0.03921072	29.4247	0.1461	0.2040042	0.03242375	29.8124	0.1726	-0.007505724129035575	0.002045558561001536	0.0010938409621561985	0.002387440177889967	0.0013884835307788888	0.0005863218761306509	-0.0010310660235202092	0.0007089986685878344	0.0027904868252522706	0.0006060080938482901	-0.00155619282982259	0.0006331277476891815	0.0019580509004141584	0.0006897154308098406	0.008165811127164089	0.001617338098287227	0.0	0.0
8250	3253.4038	3103.7139	214.8392133	52.7798923	0.019	-1	z8-10	nircam10	0.007153084	0.01892441	33.4503	2.8732	-0.02089988	0.01287516	99.0	99.0	-0.04840055	0.02423772	99.0	99.0	-0.01355208	0.02950652	99.0	99.0	0.09051972	0.02506993	30.6947	0.3008	0.04084234	0.02255733	31.5587	0.5998	0.1200553	0.0226246	30.3881	0.2047	0.4468791	0.05062082	28.961	0.123	0.3166316	0.04185889	29.3351	0.1436	-0.00020485735408723392	0.0020429531371070424	0.0006718428740251289	0.0023843995784483415	-0.0023933926944723523	0.0005855751520100478	0.0006010503260943059	0.0007080956870605243	0.0005332934976782052	0.000605236045404192	0.0016805830983212722	0.0006323214290711815	0.005031194438402043	0.0006888370464441134	0.014161094242702267	0.0016152780515661356	0.0	0.0
