NUMBER	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
440	-1	z8-10	nircam4	0.01473835	0.02346914	-0.0025766323407461055	0.0022089528845447275	-0.003752849	0.0164928	-0.009505870492204707	0.0026630193113558304	0.05839348	0.02853229	0.003104137865577877	0.0006010088314070327	0.4294755	0.03432626	0.011348600337406988	0.0007182139152711283	0.1537311	0.02899164	0.0046711958001576055	0.0006102362492348349	0.2256923	0.02427672	0.008266940851934542	0.0005933261303040907	0.3247018	0.0260223	0.008247976987084541	0.0006907716455913633	0.4781861	0.05860058	0.02053490752350863	0.0016303221377803173	0.3172915	0.04848336	0.0	0.0
1755	-1	z8-10	nircam4	0.03050049	0.02746739	-0.00024565919468647	0.0022089528845447275	0.002848639	0.01930255	-0.0002379862495991712	0.0026630193113558304	0.05181692	0.03339311	0.003926399189698476	0.0006010088314070327	0.4492579	0.04017416	0.011213999251638556	0.0007182139152711283	0.1735027	0.03393073	0.005719836291399934	0.0006102362492348349	0.45647	0.02841255	0.010266088299389995	0.0005933261303040907	0.3487902	0.03045552	0.008453689254310679	0.0006907716455913633	0.4690908	0.06858391	0.013428512355774086	0.0016303221377803173	0.1969627	0.0567431	0.0	0.0
1908	-1	z8-10	nircam4	0.04566563	0.03102811	0.005463470939289177	0.002206147310413224	0.02568428	0.02180482	0.004534798037597015	0.002659635354405458	0.8937857	0.03772201	0.010605155133165787	0.0006002452775125604	1.54741	0.0453821	0.02251453144679142	0.0007173014178462078	1.341608	0.03832931	0.014974091731365952	0.0006094608373089094	0.8571072	0.03209579	0.013546158790735448	0.000592572384621318	0.5182484	0.0344036	0.00751671873967318	0.0006898942401086588	0.2021905	0.07747474	0.0018163271896388176	0.0016282508059427268	0.5124378	0.06409895	0.0	0.0
2838	-1	z8-10	nircam4	0.01003439	0.007757028	0.00016122518088786995	0.0022050227668850503	0.002474279	0.005451206	0.0036019492739180485	0.0026582797868998243	0.01527882	0.009430502	0.0005978722793969826	0.0005999394934673344	0.01473105	0.01134553	0.006268258064840914	0.000716936213127102	0.0477911	0.009582328	0.0043275850839534225	0.0006091503620632937	0.01741941	0.008023948	-0.001619408329640499	0.000592270465764727	0.0378796	0.0086009	-0.0015859216671432266	0.0006895428211034996	0.09132969	0.01936868	0.003302914560264135	0.00162742152086659	0.1640289	0.01602474	0.0	0.0
4308	-1	z8-10	nircam4	-0.004416147	0.01580959	0.0014713680238413482	0.002203899380294663	-0.003209848	0.0111101	-0.0005340681927333275	0.0026569262041196756	0.01869078	0.01922029	0.0003877442672110538	0.0005996337094221082	-0.1123228	0.0231233	-0.003029815505627719	0.0007165707512215743	0.06331293	0.01952973	0.0015435582136449325	0.0006088398868176777	0.02839537	0.0163536	-0.0007242228252664997	0.0005919685469081361	0.05067609	0.01752948	0.002228002366006772	0.0006891914020983406	0.1347261	0.03947529	0.005531837578205906	0.0016265918938172265	0.307431	0.03266	0.0	0.0
4429	-1	z8-10	nircam4	-0.000987555	0.01459159	1.4736876841026534e-05	0.002206147310413224	-0.01126532	0.01025415	-0.004709692047255006	0.002659635354405458	0.06782687	0.01773953	0.0005460119785175858	0.0006002452775125604	0.103717	0.02134184	0.003316802118239346	0.0007173016750326296	-0.02546975	0.01802512	-0.0006981462801134726	0.0006094608373089094	0.08272486	0.01509369	0.0014064633077946814	0.000592572384621318	0.1264191	0.01617898	0.004112920589498635	0.0006898942401086588	0.193843	0.03643404	0.007594230235635905	0.0016282508059427268	0.135267	0.03014381	0.0	0.0
5282	-1	z8-10	nircam4	-0.05993783	0.01812812	-0.008017589270716082	0.0021999600071326963	0.02168898	0.01273943	0.0043593225033721865	0.002652176756036248	0.01528283	0.02203902	0.0003096359920854259	0.0005985620412060279	0.001733614	0.02651442	7.300527206442798e-06	0.0007152899628404853	0.01428012	0.02239384	-5.919865142975363e-05	0.0006077516710817942	0.1872479	0.01875192	0.006195570208147726	0.0005909104790345907	0.04323447	0.02010025	0.0016470943512938401	0.0006879596409614088	0.1836912	0.04526449	0.006400001590550906	0.0016236847794121813	0.2050163	0.03744971	0.0	0.0
5670	-1	z8-10	nircam4	0.02221848	0.01272793	0.003153930412799991	0.0022050227668850503	-0.02126	0.008944476	-0.00891484702919955	0.0026582797868998243	-0.002035397	0.01547381	0.0012666719577889396	0.0005999394934673344	0.09182364	0.01861603	0.004906301648998441	0.000716936213127102	0.04222667	0.01572293	0.003657915852097206	0.0006091503620632937	0.01595415	0.0131659	0.0023702270517965444	0.000592270465764727	0.05732812	0.01411257	0.004240084020037726	0.0006895428211034996	0.4559826	0.03178063	0.015383453605462722	0.00162742152086659	-0.01140989	0.0262938	0.0	0.0
6977	-1	z8-10	nircam4	0.04050093	0.02780238	0.0014549915694778714	0.002206708425239525	-0.07789791	0.01953796	-0.006679051786646947	0.0026603121457955325	1.092485	0.03380036	0.01267050498241201	0.0006003980400753745	1.627404	0.04066411	0.02183342721752345	0.0007174840202057607	0.9538846	0.03434453	0.011992390964220029	0.0006096160749317173	0.5880598	0.02875906	0.009974729092360449	0.000592723193841227	0.4024163	0.03082694	0.005439512650728862	0.0006900697864640679	0.07599034	0.06942033	0.0012702838328036814	0.0016286652774941813	0.201192	0.05743511	0.0	0.0
7185	-1	z8-10	nircam4	0.005201811	0.008870501	-0.0032628711455607185	0.0022033371085305757	-0.002776148	0.006233692	0.000550793474387752	0.0026562474280041166	0.02352857	0.01078419	0.0013489257945979844	0.0005994806879396961	-0.02037231	0.01297411	0.0002763591552856517	0.0007163878916755996	0.01456239	0.01095781	0.0032943441648936385	0.0006086846491948698	0.05239585	0.009175736	0.0014713737590443174	0.0005918174372714543	-0.02555491	0.009835505	-0.0010591670927192723	0.0006890155294485907	0.1283786	0.02214894	0.0024190231991968623	0.0016261767383193172	0.1250423	0.01832499	0.0	0.0
8067	-1	z8-10	nircam4	0.02458315	0.01377576	0.0032004994725695905	0.0022044616520587495	-0.002936698	0.009680835	3.889915079130116e-05	0.0026576029955097495	0.04575701	0.01674769	0.0013211299989949695	0.0005997867309045202	0.01810557	0.0201486	0.002625641899874874	0.0007167536107675492	0.02907167	0.01701733	0.0011227884481296742	0.0006089951244404857	-0.03095023	0.01424979	-0.0009928978622041813	0.0005921196565448179	0.138727	0.0152744	0.004341000333794089	0.0006893669484537497	0.224543	0.03439698	0.008264743981814088	0.0016270067073419084	0.1467009	0.02845845	0.0	0.0
8333	-1	z8-10	nircam4	-0.01110644	0.04177287	0.0036516508331065753	0.0022078306548921262	0.01555058	0.02935564	0.001149018315339378	0.0026616657285756817	2.726332	0.0507848	0.014885683835427077	0.0006007035652010028	4.216698	0.06109753	0.025595629924947082	0.0007178492249248664	2.697608	0.05160242	0.01304539104536955	0.0006099262914479618	1.537574	0.04321029	0.011034614487380905	0.0005930248122810452	0.7047243	0.04631726	0.007021439822550679	0.0006904208791748862	0.7238588	0.1043036	0.008302815861206361	0.0016294938786238628	0.1391281	0.08629586	0.0	0.0
8989	-1	z8-10	nircam4	0.01208653	0.007452711	-0.0002697180630315648	0.002206147310413224	0.0009323786	0.005237349	0.0034388762892432973	0.002659635354405458	-0.001119648	0.009060533	0.00016572917860552697	0.0006002452775125604	0.00373268	0.01090043	0.000836149578086511	0.0007173014178462078	-0.01188191	0.009206403	-0.001979648121425733	0.0006094608373089094	0.03123345	0.007709161	0.0005146448746094089	0.000592572384621318	0.06187902	0.008263477	0.0028383995580737037	0.0006898942401086588	0.1498438	0.01860883	0.009925636132299997	0.0016282508059427268	0.07220601	0.01539607	0.0	0.0
9101	-1	z8-10	nircam4	-0.07751163	0.01666477	-0.009952305093236398	0.0022050227668850503	0.03047007	0.01171107	0.0071064921905279405	0.0026582797868998243	0.0264843	0.02025997	0.00046226288103014886	0.0005999394934673344	0.0837433	0.0243741	0.001992606584420298	0.000716936213127102	-0.1090571	0.02058614	-0.0034984091946620717	0.0006091503620632937	0.03238239	0.01723821	0.0004975139085614088	0.000592270465764727	0.1507339	0.0184777	0.0047332126574536355	0.0006895428211034996	0.3181141	0.04161061	0.012938112488668175	0.00162742152086659	0.2047935	0.03442666	0.0	0.0
9641	-1	z8-10	nircam4	-0.02007417	0.01009102	0.0008279182159675256	0.0022089528845447275	0.01460103	0.007091404	0.0017009035872159281	0.0026630193113558304	0.04423691	0.01226802	0.0014578366986180845	0.0006010088314070327	0.09583355	0.01475925	0.00857824478165436	0.0007182139152711283	-0.003927172	0.01246553	0.00044710738060084937	0.0006102362492348349	0.1121094	0.01043825	0.006031245237633634	0.0005933261303040907	0.07465424	0.0111888	0.0006948255264828179	0.0006907716455913633	0.1272565	0.02519647	-0.0009713017697975449	0.0016303221377803173	0.2536019	0.02084638	0.0	0.0
