NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
440	9799.3076	320.5355	214.7400066	52.7280204	0.012	-1	z8-10	nircam4	0.01473835	0.02346914	32.6654	1.7293	-0.003752849	0.0164928	99.0	99.0	0.05839348	0.02853229	31.1706	0.5306	0.4294755	0.03432626	29.0042	0.0868	0.1537311	0.02899164	30.1196	0.2048	0.2256923	0.02427672	29.7027	0.1168	0.3247018	0.0260223	29.3078	0.087	0.4781861	0.05860058	28.8875	0.1331	0.3172915	0.04848336	29.3329	0.1659	-0.0025766323407461055	0.0022089528845447275	-0.009505870492204707	0.0026630193113558304	0.003104137865577877	0.0006010088314070327	0.011348600337406988	0.0007182139152711283	0.0046711958001576055	0.0006102362492348349	0.008266940851934542	0.0005933261303040907	0.008247976987084541	0.0006907716455913633	0.02053490752350863	0.0016303221377803173	0.0	0.0
1755	3649.1157	910.0732	214.7885216	52.7703107	0.351	-1	z8-10	nircam4	0.03050049	0.02746739	31.8758	0.978	0.002848639	0.01930255	34.4499	7.3588	0.05181692	0.03339311	31.3003	0.6999	0.4492579	0.04017416	28.9553	0.0971	0.1735027	0.03393073	29.9883	0.2124	0.45647	0.02841255	28.938	0.0676	0.3487902	0.03045552	29.2301	0.0948	0.4690908	0.06858391	28.9084	0.1588	0.1969627	0.0567431	29.8506	0.3129	-0.00024565919468647	0.0022089528845447275	-0.0002379862495991712	0.0026630193113558304	0.003926399189698476	0.0006010088314070327	0.011213999251638556	0.0007182139152711283	0.005719836291399934	0.0006102362492348349	0.010266088299389995	0.0005933261303040907	0.008453689254310679	0.0006907716455913633	0.013428512355774086	0.0016303221377803173	0.0	0.0
1908	9752.2275	968.9572	214.7336127	52.7318098	0.0	-1	z8-10	nircam4	0.04566563	0.03102811	31.4375	0.7379	0.02568428	0.02180482	32.0624	0.922	0.8937857	0.03772201	28.2084	0.0458	1.54741	0.0453821	27.6125	0.0318	1.341608	0.03832931	27.7675	0.031	0.8571072	0.03209579	28.2539	0.0407	0.5182484	0.0344036	28.8002	0.0721	0.2021905	0.07747474	29.8221	0.4161	0.5124378	0.06409895	28.8124	0.1358	0.005463470939289177	0.002206147310413224	0.004534798037597015	0.002659635354405458	0.010605155133165787	0.0006002452775125604	0.02251453144679142	0.0007173014178462078	0.014974091731365952	0.0006094608373089094	0.013546158790735448	0.000592572384621318	0.00751671873967318	0.0006898942401086588	0.0018163271896388176	0.0016282508059427268	0.0	0.0
2838	2422.7812	1246.3853	214.7959074	52.7799195	0.347	-1	z8-10	nircam4	0.01003439	0.007757028	33.0828	0.8395	0.002474279	0.005451206	34.6029	2.3926	0.01527882	0.009430502	32.6263	0.6703	0.01473105	0.01134553	32.6659	0.8364	0.0477911	0.009582328	31.3882	0.2177	0.01741941	0.008023948	32.4839	0.5002	0.0378796	0.0086009	31.6405	0.2466	0.09132969	0.01936868	30.685	0.2303	0.1640289	0.01602474	30.0492	0.1061	0.00016122518088786995	0.0022050227668850503	0.0036019492739180485	0.0026582797868998243	0.0005978722793969826	0.0005999394934673344	0.006268258064840914	0.000716936213127102	0.0043275850839534225	0.0006091503620632937	-0.001619408329640499	0.000592270465764727	-0.0015859216671432266	0.0006895428211034996	0.003302914560264135	0.00162742152086659	0.0	0.0
4308	1901.528	1693.9945	214.7958452	52.7856449	0.019	-1	z8-10	nircam4	-0.004416147	0.01580959	99.0	99.0	-0.003209848	0.0111101	99.0	99.0	0.01869078	0.01922029	32.4075	1.1168	-0.1123228	0.0231233	99.0	99.0	0.06331293	0.01952973	31.0828	0.335	0.02839537	0.0163536	31.9534	0.6255	0.05067609	0.01752948	31.3245	0.3757	0.1347261	0.03947529	30.2629	0.3182	0.307431	0.03266	29.3671	0.1154	0.0014713680238413482	0.002203899380294663	-0.0005340681927333275	0.0026569262041196756	0.0003877442672110538	0.0005996337094221082	-0.003029815505627719	0.0007165707512215743	0.0015435582136449325	0.0006088398868176777	-0.0007242228252664997	0.0005919685469081361	0.002228002366006772	0.0006891914020983406	0.005531837578205906	0.0016265918938172265	0.0	0.0
4429	1180.2792	1749.6285	214.8016856	52.79053	0.349	-1	z8-10	nircam4	-0.000987555	0.01459159	99.0	99.0	-0.01126532	0.01025415	99.0	99.0	0.06782687	0.01773953	31.008	0.284	0.103717	0.02134184	30.5469	0.2235	-0.02546975	0.01802512	99.0	99.0	0.08272486	0.01509369	30.7924	0.1981	0.1264191	0.01617898	30.332	0.139	0.193843	0.03643404	29.8679	0.2041	0.135267	0.03014381	30.2585	0.242	1.4736876841026534e-05	0.002206147310413224	-0.004709692047255006	0.002659635354405458	0.0005460119785175858	0.0006002452775125604	0.003316802118239346	0.0007173016750326296	-0.0006981462801134726	0.0006094608373089094	0.0014064633077946814	0.000592572384621318	0.004112920589498635	0.0006898942401086588	0.007594230235635905	0.0016282508059427268	0.0	0.0
5282	6009.791	2047.6011	214.7555555	52.7614237	0.349	-1	z8-10	nircam4	-0.05993783	0.01812812	99.0	99.0	0.02168898	0.01273943	32.2459	0.6379	0.01528283	0.02203902	32.626	1.5661	0.001733614	0.02651442	34.9891	16.6096	0.01428012	0.02239384	32.6997	1.703	0.1872479	0.01875192	29.9055	0.1088	0.04323447	0.02010025	31.4969	0.5049	0.1836912	0.04526449	29.9263	0.2676	0.2050163	0.03744971	29.807	0.1984	-0.008017589270716082	0.0021999600071326963	0.0043593225033721865	0.002652176756036248	0.0003096359920854259	0.0005985620412060279	7.300527206442798e-06	0.0007152899628404853	-5.919865142975363e-05	0.0006077516710817942	0.006195570208147726	0.0005909104790345907	0.0016470943512938401	0.0006879596409614088	0.006400001590550906	0.0016236847794121813	0.0	0.0
5670	8269.8779	2147.989	214.7343995	52.7475865	0.02	-1	z8-10	nircam4	0.02221848	0.01272793	32.2197	0.6221	-0.02126	0.008944476	99.0	99.0	-0.002035397	0.01547381	99.0	99.0	0.09182364	0.01861603	30.6791	0.2202	0.04222667	0.01572293	31.5226	0.4044	0.01595415	0.0131659	32.5793	0.8962	0.05732812	0.01411257	31.1906	0.2673	0.4559826	0.03178063	28.9391	0.0757	-0.01140989	0.0262938	99.0	99.0	0.003153930412799991	0.0022050227668850503	-0.00891484702919955	0.0026582797868998243	0.0012666719577889396	0.0005999394934673344	0.004906301648998441	0.000716936213127102	0.003657915852097206	0.0006091503620632937	0.0023702270517965444	0.000592270465764727	0.004240084020037726	0.0006895428211034996	0.015383453605462722	0.00162742152086659	0.0	0.0
6977	3550.6462	2504.9712	214.7726336	52.7795269	0.0	-1	z8-10	nircam4	0.04050093	0.02780238	31.5679	0.7455	-0.07789791	0.01953796	99.0	99.0	1.092485	0.03380036	27.9905	0.0336	1.627404	0.04066411	27.5578	0.0271	0.9538846	0.03434453	28.1378	0.0391	0.5880598	0.02875906	28.663	0.0531	0.4024163	0.03082694	29.0748	0.0832	0.07599034	0.06942033	30.8846	0.9921	0.201192	0.05743511	29.8275	0.31	0.0014549915694778714	0.002206708425239525	-0.006679051786646947	0.0026603121457955325	0.01267050498241201	0.0006003980400753745	0.02183342721752345	0.0007174840202057607	0.011992390964220029	0.0006096160749317173	0.009974729092360449	0.000592723193841227	0.005439512650728862	0.0006900697864640679	0.0012702838328036814	0.0016286652774941813	0.0	0.0
7185	1105.399	2570.1448	214.7937261	52.7954266	0.348	-1	z8-10	nircam4	0.005201811	0.008870501	33.7961	1.8519	-0.002776148	0.006233692	99.0	99.0	0.02352857	0.01078419	32.1575	0.4978	-0.02037231	0.01297411	99.0	99.0	0.01456239	0.01095781	32.6784	0.8172	0.05239585	0.009175736	31.2883	0.1902	-0.02555491	0.009835505	99.0	99.0	0.1283786	0.02214894	30.3153	0.1874	0.1250423	0.01832499	30.3439	0.1592	-0.0032628711455607185	0.0022033371085305757	0.000550793474387752	0.0026562474280041166	0.0013489257945979844	0.0005994806879396961	0.0002763591552856517	0.0007163878916755996	0.0032943441648936385	0.0006086846491948698	0.0014713737590443174	0.0005918174372714543	-0.0010591670927192723	0.0006890155294485907	0.0024190231991968623	0.0016261767383193172	0.0	0.0
