NUMBER	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
1213	-1	z7-8	nircam3	0.04933009	0.02066014	0.003331793400297238	0.0016688214388720997	-0.01652899	0.01490504	0.0017902950276016858	0.0020653807583122046	1.180864	0.03299803	0.02395943824303346	0.0005970117906026383	1.242411	0.03949782	0.02411915632785247	0.0007098246245903796	1.152169	0.03386307	0.022338271096800692	0.0006122122109981465	1.024706	0.02818274	0.02344464290684036	0.0005909751931601495	1.030958	0.02985174	0.025698658175447083	0.0006798937457565212	2.131467	0.06516401	0.058814199993137785	0.0015554702394876805	1.407093	0.05277022	0.0	0.0
2183	-1	z7-8	nircam3	-0.1285256	0.02262033	-0.009864726059759828	0.0016688214388720997	-0.01674941	0.01631919	-0.0004008821967607419	0.0020653807583122046	1.06205	0.03612881	0.010628114468750756	0.0005970117906026383	1.068578	0.04324529	0.010131102600639551	0.0007098246245903796	0.565588	0.03707593	0.006266683871520734	0.0006122122109981465	0.2278333	0.03085666	0.005414586274363421	0.0005909751931601495	0.5373858	0.03268402	0.008859253465206806	0.0006798937457565212	0.7182367	0.07134664	0.018877066743452086	0.0015554702394876805	1.294013	0.05777695	0.0	0.0
2241	-1	z7-8	nircam3	-0.06815376	0.02336974	-0.003521228079531927	0.001669671788144947	0.06042521	0.01685985	0.0013379020595170716	0.0020664326628187725	1.769775	0.03732576	0.02713947915738928	0.0005973160166736566	1.439893	0.04467801	0.02243311843530964	0.0007101865314083058	1.715896	0.03830425	0.025819610509288497	0.0006125242408809178	0.6170823	0.03187894	0.007178084946850473	0.0005912761381630928	0.5615497	0.03376684	0.009578307767588265	0.0006802401867672729	0.4050044	0.07371035	0.008464404583346312	0.0015562630841270415	0.398731	0.0596911	0.0	0.0
2321	-1	z7-8	nircam3	-0.05176915	0.04411317	-0.0030864311915404824	0.0016700963843124781	0.228971	0.03182498	0.008456319870061261	0.002066958615072056	5.231767	0.07045683	0.025962948316131208	0.0005974681297091658	5.698792	0.08433507	0.025107069276171335	0.000710367227415549	4.324138	0.07230385	0.022456958977936214	0.0006126801263493233	2.644742	0.0601753	0.014021640389530948	0.0005914266106645645	1.629216	0.06373893	0.01593567647132717	0.0006804134072726487	1.612854	0.1391371	0.014965737463920442	0.0015566589936106031	1.326333	0.1126741	0.0	0.0
3319	-1	z7-8	nircam3	0.2005411	0.06327158	0.00034562035481970724	0.0016688214388720997	0.04196614	0.04564661	0.00396480671054676	0.0020653807583122046	19.88469	0.1010563	0.03996193429630639	0.0005970117906026383	16.42468	0.1209619	0.03883525280117237	0.0007098246245903796	12.66875	0.1037055	0.026761831997954753	0.0006122122109981465	8.096513	0.08630952	0.02047294315427328	0.0005909751931601495	3.766795	0.09142084	0.011987863716181362	0.0006798937457565212	2.749272	0.1995645	0.015589640210183525	0.0015554702394876805	3.143945	0.1616086	0.0	0.0
3558	-1	z7-8	nircam3	-0.1277304	0.06168026	-0.00011793765945501111	0.0016730685574851923	0.008420009	0.04449857	0.002441023796509423	0.0020706363113940744	15.54313	0.09851469	0.026840979999632978	0.0005985313661396493	13.6632	0.1179196	0.027884148116038756	0.0007116313272610927	9.614037	0.1010972	0.022712548999090348	0.000613770547790278	5.666391	0.08413878	0.016571227232430725	0.0005924793174862376	3.291164	0.08912155	0.011429832716358402	0.0006816243197320744	2.386233	0.1945453	0.013818041000653114	0.0015594293343232986	2.856102	0.157544	0.0	0.0
3806	-1	z7-8	nircam3	0.009439616	0.008460619	-0.0027291757447926493	0.0016675441795561492	0.000596191	0.006103823	0.0004509189124675805	0.0020638009168268694	0.02262895	0.01351316	0.00276141910308972	0.0005965551923597643	0.01758783	0.01617492	0.0007770921882099059	0.0007092817643634907	-0.0008677045	0.01386741	-0.0024947578912758368	0.0006117440367010089	0.04598316	0.01154123	0.0004060808305135053	0.0005905231749671059	0.03752898	0.01222471	0.0022126919859882196	0.0006793737580247528	0.1121513	0.02668559	0.0053333759717145105	0.0015542808015832665	0.2637591	0.02161015	0.0	0.0
4118	-1	z7-8	nircam3	-0.08040661	0.03093669	-0.005897036845476118	0.0016688214388720997	0.09918653	0.02231895	0.0027041507622881066	0.0020653807583122046	1.138544	0.04941157	0.030769124224621892	0.0005970117906026383	1.828726	0.05914442	0.037801450274261864	0.0007098246245903796	1.593016	0.05070689	0.029499305117213447	0.0006122122109981465	1.394047	0.04220111	0.028809287928619542	0.0005909751931601495	1.554427	0.04470029	0.031234133095976415	0.0006798937457565212	5.101438	0.09757723	0.12400339739848547	0.0015554702394876805	2.371874	0.07901864	0.0	0.0
4584	-1	z7-8	nircam3	-0.01663369	0.0125068	-0.0013761161789667853	0.0016713713297528562	-0.008188153	0.009022899	-0.0008398733060140396	0.002068536471831908	0.03926119	0.01997565	0.0018781178819779374	0.0005979239505429996	0.1227438	0.02391036	0.0031647953282297123	0.0007109093154372787	0.0197673	0.02049932	0.0015716305598675044	0.0006131477827545392	0.1057134	0.01706068	0.003109479703315811	0.0005918780281689795	0.05275242	0.01807102	0.0026871537153287557	0.0006809324163574942	0.2359247	0.03944763	0.008150343744313582	0.0015578470639520344	0.2260167	0.03194493	0.0	0.0
5100	-1	z7-8	nircam3	-0.02510276	0.02184522	0.0007591984253435892	0.001668395685766783	-0.04387687	0.01576	-0.004017001021327353	0.002064854806058921	0.4467742	0.03489083	0.008024524948978212	0.0005968596775671293	0.7389543	0.04176345	0.01071754866072869	0.0007096439285831363	0.2235974	0.03580549	0.006013975918910368	0.0006120563255297411	0.46413	0.02979933	0.010549056423981237	0.0005908244203143635	0.4980085	0.03156407	0.010835996287778283	0.0006797205252511455	0.714278	0.06890189	0.01942224230769463	0.001555073988113373	0.6624458	0.05579717	0.0	0.0
