NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
49	180.4972	197.5395	214.8715835	52.8711732	0.36	-1	z8-10	nircam3	-0.02888751	0.017461	99.0	99.0	0.02057476	0.01259705	32.3032	0.6649	-0.05725862	0.02788842	99.0	99.0	0.1179717	0.03338175	30.4071	0.3073	0.04017295	0.02861952	31.5767	0.7737	0.0461458	0.02381876	31.4262	0.5606	0.2379709	0.02522933	29.6452	0.1151	0.4867318	0.05507364	28.8683	0.1229	1.168763	0.04459897	27.9172	0.0414	-0.0017047617111999992	0.001670945576647539	0.0028267194692835544	0.0020680105195786235	0.0011036808766575028	0.0005977720966438372	0.00257065372892611	0.0007107286194300356	0.0023958226669765774	0.0006129918972861339	-0.0013543212920929632	0.0005917275556675078	0.005798450397372396	0.0006807595220677594	0.013318610418189995	0.0015574511544684726	0.0	0.0
457	8474.5664	324.9333	214.796215	52.8191519	0.1	-1	z8-10	nircam3	0.02131237	0.0156176	32.2649	0.7958	0.01653689	0.01126715	32.5404	0.7399	0.1537817	0.02494416	30.1193	0.1762	-0.002078185	0.02985754	99.0	99.0	0.4410564	0.02559808	28.9753	0.063	0.1811082	0.02130415	29.9417	0.1277	0.07852103	0.0225658	30.8491	0.3121	0.205696	0.04925936	29.8035	0.2601	-0.04045297	0.03989054	99.0	99.0	-0.0003212971261904687	0.0016692460350396304	0.001813720742490397	0.0020659067105654886	0.0031753945996596073	0.0005971639036381474	-0.0001980737636253427	0.0007100055779993427	0.010244295807353206	0.0006123683554125125	0.004628951623865313	0.0005911256656616213	0.004274586224901016	0.0006800669662618971	0.006362894479810866	0.0015558668327527339	0.0	0.0
868	3908.9641	493.7003	214.8351667	52.8490816	0.03	-1	z8-10	nircam3	-0.105773	0.02153968	99.0	99.0	-0.009024574	0.01553957	99.0	99.0	0.2493537	0.03440282	29.5945	0.1498	0.8124282	0.04117932	28.3121	0.055	0.05337068	0.03530469	31.2683	0.7184	0.483271	0.02938254	28.876	0.066	0.5830173	0.0311226	28.6723	0.058	0.7173871	0.06793818	28.4471	0.1028	0.4187834	0.05501676	29.0315	0.1427	-0.005562483988906634	0.0016688214388720997	-0.0008487775784258599	0.0020653807583122046	0.0017254749126398325	0.0005970117906026383	0.012249374608970206	0.0007098246245903796	0.0005096157497590485	0.0006122122109981465	0.007464012734078068	0.0005909751931601495	0.010311529615258745	0.0006798937457565212	0.021980795379036897	0.0015554702394876805	0.0	0.0
1021	3697.4653	577.6644	214.8361712	52.8508783	0.0	-1	z8-10	nircam3	0.2107546	0.04018175	29.7771	0.2071	0.1393063	0.0289887	30.2266	0.226	1.046736	0.06417763	28.0369	0.0666	2.285604	0.07681903	27.189	0.0365	1.625574	0.06586005	27.559	0.044	1.54385	0.05481241	27.615	0.0386	1.385459	0.05805845	27.7325	0.0455	1.063076	0.126737	28.0201	0.1295	0.8027176	0.1026324	28.3251	0.1389	0.0020194059823447786	0.0016705209804800084	0.005101552277382721	0.00206748456732534	0.008978696073865483	0.0005976199836083281	0.01600203942879911	0.0007105479234227923	0.01422561584934442	0.0006128360118177286	0.01339845897520252	0.0005915770831660362	0.016439947133511833	0.0006805866277780246	0.017795259464702923	0.001557055244984911	0.0	0.0
1715	2246.0176	874.4232	214.8460078	52.8617012	0.375	-1	z8-10	nircam3	-0.01823474	0.01805813	99.0	99.0	-0.05569313	0.01302785	99.0	99.0	0.08229778	0.02884215	30.798	0.3806	0.7844031	0.03452333	28.3502	0.0478	0.2795758	0.02959824	29.4703	0.115	0.1960067	0.02463331	29.8558	0.1365	0.1313015	0.02609212	30.2908	0.2158	0.3384794	0.05695704	29.2627	0.1827	0.3602337	0.04612416	29.1951	0.1391	-0.0038486507285251416	0.0016688214388720997	-0.008920420138358875	0.0020653807583122046	0.00122303234039954	0.0005970117906026383	0.012775501150060216	0.0007098246245903796	0.005803608220351422	0.0006122122109981465	0.005047568525714	0.0005909751931601495	0.0023007036610699066	0.0006798937457565212	0.010868583726266581	0.0015554702394876805	0.0	0.0
1725	6991.4644	883.8897	214.8035579	52.8315921	0.001	-1	z8-10	nircam3	0.002333143	0.01587019	34.6667	7.387	0.01490849	0.01144938	32.6529	0.834	0.138698	0.0253476	30.2313	0.1985	0.385505	0.03034045	29.1214	0.0855	0.2509398	0.02601209	29.5876	0.1126	0.257265	0.02164871	29.5606	0.0914	0.2254512	0.02293077	29.7039	0.1105	0.7548763	0.05005606	28.3918	0.072	0.3338718	0.04053571	29.2776	0.1319	-0.0009856375282819127	0.0016717947689826004	0.003587292076218046	0.0020690624240851914	0.003765277031092013	0.000598075804442162	0.009093915241114728	0.0007110897540428023	0.006410927129528213	0.0006133034092769837	0.007302778895824508	0.0005920285006704511	0.00749646478979648	0.0006811056368628702	0.025455940445159052	0.0015582426315448508	0.0	0.0
2210	1259.854	1124.45	214.8521846	52.8693152	0.001	-1	z8-10	nircam3	-0.01060769	0.01912757	99.0	99.0	0.006411775	0.01379938	33.5691	2.3373	0.3422605	0.03055024	29.2506	0.0969	0.4151304	0.03656787	29.0411	0.0957	0.4237796	0.03135111	29.0187	0.0803	0.2443613	0.02609215	29.6164	0.116	0.3983898	0.02763734	29.0857	0.0753	-0.01293774	0.06033015	99.0	99.0	0.5651628	0.04885573	28.7061	0.0939	0.0013010528984611855	0.0016700963843124781	0.0011059682302816322	0.002066958615072056	0.007262433458350605	0.0005974681297091658	0.009069212398073222	0.000710367227415549	0.007951844626876417	0.0006126801263493233	0.0051614410690432756	0.0005914266106645645	0.009368665285893774	0.0006804134072726487	-0.0005452155654597975	0.0015566589936106031	0.0	0.0
2790	3958.3804	1370.6488	214.8254968	52.8534946	0.001	-1	z8-10	nircam3	0.05568766	0.0169994	31.2221	0.3315	0.04361667	0.01226403	31.4874	0.3054	0.3290009	0.02715115	29.2935	0.0896	0.9063266	0.03249926	28.1933	0.0389	0.4333993	0.02786292	28.9943	0.0698	0.2279858	0.02318908	29.6917	0.1105	0.4025507	0.02456236	29.0745	0.0663	0.2519429	0.05361769	29.5833	0.2311	-0.01271047	0.04341994	99.0	99.0	0.005326304395358845	0.001669671788144947	0.004938636086021212	0.0020664326628187725	0.00790611518672006	0.0005973160166736566	0.018151372102648347	0.0007101865314083058	0.009090606099794573	0.0006125242408809178	0.0070538865659950595	0.0005912761381630928	0.009807418798738176	0.0006802401867672729	0.010071072278226408	0.0015562630841270415	0.0	0.0
3404	1449.8234	1591.3014	214.8455735	52.8706255	0.0	-1	z8-10	nircam3	-0.006967959	0.01987529	99.0	99.0	0.02961135	0.01433881	31.9079	0.5259	0.279248	0.03174448	29.4715	0.1235	0.6867929	0.03799735	28.4945	0.0601	0.5922336	0.03257666	28.6553	0.0597	0.3925053	0.02711212	29.1019	0.075	0.2623935	0.02871772	29.5391	0.1189	0.05127121	0.06268852	31.3118	1.3278	0.3810221	0.05076555	29.1341	0.1447	0.0005950852963538394	0.0016675441795561492	0.0028908280871451377	0.0020638009168268694	0.0054807311412052055	0.0005965551923597643	0.013501204114534947	0.0007092817643634907	0.013316171740397006	0.0006117440367010089	0.008937369788607694	0.0005905231749671059	0.007093356860045143	0.0006793737580247528	0.0009616460153621766	0.0015542808015832665	0.0	0.0
3591	9943.2324	1651.3943	214.7691691	52.8169576	0.019	-1	z8-10	nircam3	-0.01353821	0.007976748	99.0	99.0	-0.007599479	0.00575474	99.0	99.0	0.0239645	0.01274033	32.1376	0.5774	-0.02704344	0.01524986	99.0	99.0	-0.007021386	0.01307432	99.0	99.0	-0.04982685	0.01088118	99.0	99.0	0.09558175	0.01152557	30.6356	0.131	0.1279182	0.02515941	30.3192	0.2136	0.06289002	0.02037425	31.0901	0.3518	-0.0017820671371352294	0.0016692460350396304	-0.006314554966768378	0.0020659067105654886	0.0005930379347260927	0.0005971639036381474	0.0007116763725620437	0.0007100055779993427	0.0011103253222322232	0.0006123683554125125	-0.002213980904707272	0.0005911256656616213	0.004529037687044512	0.0006800669662618971	0.009776403482291801	0.0015558668327527339	0.0	0.0
