NUMBER	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
289	-1	z10-15	nircam4	-0.02351957	0.01536416	-0.004684728016842193	0.0022050227668850503	-0.002986692	0.01079707	-0.0011841636357390914	0.0026582797868998243	-0.01078929	0.01867877	0.00032912901293969716	0.0005999394934673344	0.139481	0.02247181	0.004832365696429065	0.000716936213127102	-0.04956792	0.01897949	-0.0008659307250554676	0.0006091503620632937	2.417897	0.01589284	0.07872715937755452	0.000592270465764727	1.441536	0.01703559	0.05070718471916362	0.0006895428211034996	3.142969	0.03836308	0.11474190077626814	0.00162742152086659	1.900708	0.03173981	0.0	0.0
1901	-1	z10-15	nircam4	0.02353556	0.02608449	0.005181828318495381	0.002205585038649137	0.0424579	0.01833072	0.007620226473731672	0.0026589585630153838	0.1186476	0.03171187	0.0011963848669597943	0.0006000925149497464	0.3315729	0.0381515	0.006563965869019356	0.0007171188154866549	0.5209473	0.03222241	0.009307150072644101	0.0006093055996861014	0.2619457	0.02698206	0.007252811935568179	0.0005924215754014088	0.3728606	0.02892217	0.009052563361728405	0.0006897183674589089	0.2613635	0.0651309	0.004505699033522272	0.0016278363343912724	0.4170849	0.05388625	0.0	0.0
2011	-1	z10-15	nircam4	0.01962773	0.01566252	0.004105459679738432	0.002206147310413224	-0.002491924	0.01100674	-0.0007671813458514133	0.002659635354405458	-0.03923076	0.0190415	-0.00063971990050251	0.0006002452775125604	-0.06578501	0.0229082	-0.0018849246870598633	0.0007173016750326296	0.05825175	0.01934805	0.00100677393928852	0.0006094608373089094	0.05850123	0.01620147	0.0022271136083544083	0.000592572384621318	0.06000863	0.01736641	0.0019112276624937035	0.0006898942401086588	0.2094739	0.03910807	0.009865753200472269	0.0016282508059427268	0.1416294	0.03235618	0.0	0.0
2108	-1	z10-15	nircam4	-0.02473342	0.0172113	-0.003663673730580631	0.0022050227668850503	-0.007243896	0.01209514	0.0005641989057249395	0.0026582797868998243	0.04252412	0.0209244	0.0008004222327889416	0.0005999394934673344	0.001438548	0.02517346	5.420216700978339e-05	0.000716936213127102	-0.06041865	0.02126128	-0.0007968530876584011	0.0006091503620632937	0.2191439	0.01780354	0.006976653817238634	0.000592270465764727	0.1802523	0.01908368	0.005134515541450908	0.0006895428211034996	0.3882723	0.04297525	0.015800018033068176	0.00162742152086659	0.5213966	0.0355557	0.0	0.0
2761	-1	z10-15	nircam4	-0.001265081	0.009859011	0.0034015347669863775	0.0022044616520587495	0.002725963	0.006928361	0.00020711702025492945	0.0026576029955097495	0.003644213	0.01198596	0.00038827790050251107	0.0005997867309045202	0.06642805	0.01441991	0.005881969202867375	0.0007167536107675492	0.006178857	0.01217893	-0.00018069969770087097	0.0006089951244404857	0.6978838	0.01019826	0.021247216584554536	0.0005921196565448179	-0.000970395	0.01093155	-0.00149664786176484	0.0006893669484537497	0.06401045	0.02461717	0.0014678742536557267	0.0016270067073419084	0.1399412	0.02036709	0.0	0.0
3824	-1	z10-15	nircam4	0.01248219	0.01490542	0.004921742919471611	0.0022072695400658254	-0.01193328	0.0104747	-0.003215947953419367	0.002660988937185607	0.07929822	0.01812107	0.00051488777148241	0.0006005508026381886	0.04257801	0.02180086	0.0017147310579910915	0.0007176666225653136	0.2665503	0.01841281	0.008132254822772094	0.0006097710538251539	0.3203274	0.01541832	0.011291657086461813	0.0005928740030611362	0.1239897	0.01652695	0.002754520377033567	0.0006902453328194771	0.2461743	0.03721766	0.005705081215142271	0.0016290794070724084	0.1824655	0.03079214	0.0	0.0
3938	-1	z10-15	nircam4	0.1675993	0.02813337	0.00477431086656444	0.002206708425239525	0.04641829	0.01977056	0.0014976865525372347	0.0026603121457955325	0.08287533	0.03420276	0.0009098333694723583	0.0006003980400753745	0.5867873	0.04114822	0.008376824091610674	0.0007174840202057607	0.5124689	0.03475341	0.009960943670274494	0.0006096160749317173	0.3841255	0.02910144	0.003902269677676362	0.000592723193841227	0.3865615	0.03119394	0.011484647175845452	0.0006900697864640679	-0.01359852	0.07024679	0.009042818567166362	0.0016286652774941813	0.8083293	0.05811889	0.0	0.0
4227	-1	z10-15	nircam4	-0.06094464	0.01912217	-0.00359214258113626	0.0022089528845447275	-0.05882739	0.01343799	-0.012154818099878341	0.0026630193113558304	-0.01726992	0.02324752	0.00031763272386934547	0.0006010088314070327	0.04151174	0.02796833	0.0005836148869940702	0.0007182139152711283	0.04990032	0.0236218	0.0014711530578029783	0.0006102362492348349	0.1028045	0.01978017	0.002896229182498908	0.0005933261303040907	0.1657126	0.02120244	0.005116742288701589	0.0006907716455913633	0.5586624	0.04774655	0.020363069396536357	0.0016303221377803173	0.1436812	0.03950325	0.0	0.0
5922	-1	z10-15	nircam4	-0.01873752	0.01838168	-7.721924563953701e-05	0.002203899380294663	0.01180921	0.01291761	0.0003037487392066467	0.0026569262041196756	-0.02606167	0.02234727	-0.0008556446046482378	0.0005996337094221082	0.1038966	0.02688527	0.0029249966075159356	0.0007165707512215743	-0.005094722	0.02270705	-0.0003664800640668737	0.0006088398868176777	0.08471996	0.01901419	0.003998303907414089	0.0005919685469081361	0.1277016	0.02038138	0.006150374238889997	0.0006891914020983406	0.3861412	0.04589759	0.014276260566450902	0.0016265918938172265	0.272832	0.0379735	0.0	0.0
6626	-1	z10-15	nircam4	-0.04455503	0.03269864	0.0006737724530871125	0.002205585038649137	-0.006513818	0.02297878	0.0065128846149425	0.0026589585630153838	0.114381	0.03975293	-0.0006659958380653239	0.0006000925149497464	0.3342029	0.04782544	0.0023340956291892836	0.0007171188154866549	2.356306	0.04039293	0.033220359695088575	0.0006093055996861014	-0.1383746	0.03382381	-0.00012084243653780449	0.0005924215754014088	-0.003460224	0.03625586	0.0038051173488888625	0.0006897183674589089	-0.1394252	0.08164591	-0.0013160036014506814	0.0016278363343912724	0.3160278	0.06754998	0.0	0.0
