NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
231	1319.3601	233.6761	214.8610277	52.8641335	0.577	-1	z10-15	nircam3	0.02161567	0.01282083	32.2496	0.6441	-0.004730982	0.009249451	99.0	99.0	-0.01316641	0.02047721	99.0	99.0	0.1553466	0.02451072	30.1083	0.1714	0.2190873	0.02101402	29.735	0.1042	0.1453872	0.01748905	30.1802	0.1306	0.1245302	0.01852476	30.3483	0.1616	0.3091277	0.0404381	29.3612	0.1421	0.07816976	0.03274702	30.8539	0.4549	0.003486716625369969	0.001668395685766783	0.003544499410055586	0.002064854806058921	0.00038495403969463556	0.0005968596775671293	0.005204853250006319	0.0007096439285831363	0.007088534330306236	0.0006120563255297411	0.005239671752592826	0.0005908244203143635	0.0037289546815928074	0.0006797205252511455	0.005224941902797004	0.001555073988113373	0.0	0.0
524	8638.9395	337.2325	214.7946203	52.8181731	0.081	-1	z10-15	nircam3	-0.01658235	0.01933436	99.0	99.0	0.04003422	0.01394857	31.5804	0.3784	0.1184077	0.03088052	30.4031	0.2832	0.1815606	0.03696321	29.939	0.2211	0.4056402	0.03169005	29.0662	0.0848	0.1700313	0.02637423	30.0102	0.1685	0.2418665	0.02793613	29.6276	0.1254	0.2957825	0.06098239	29.4091	0.2239	0.2342498	0.04938392	29.6623	0.2289	0.00015603423242880606	0.0016700963843124781	0.005423034141844612	0.002066958615072056	-0.00040282874661686353	0.0005974681297091658	0.0010941398066282987	0.000710367227415549	0.006580645491159805	0.0006126801263493233	0.003819839058317225	0.0005914266106645645	0.005494518546800642	0.0006804134072726487	0.009745766652566433	0.0015566589936106031	0.0	0.0
1065	10265.5479	581.2538	214.7775569	52.8091448	0.232	-1	z10-15	nircam3	-0.02043115	0.01827702	99.0	99.0	0.06272006	0.01318577	31.093	0.2283	0.1800409	0.02919176	29.9481	0.1761	0.1754016	0.03494181	29.9764	0.2163	0.2879559	0.02995702	29.4382	0.113	0.1227883	0.02493191	30.3636	0.2205	0.3504526	0.0264084	29.2249	0.0818	1.118098	0.05764746	27.9653	0.056	0.3302815	0.04668327	29.2893	0.1535	-0.0032661950278204343	0.0016700963843124781	0.002639762298133267	0.002066958615072056	0.002624898301561155	0.0005974681297091658	0.002522925529850511	0.000710367227415549	0.008617542902916964	0.0006126801263493233	0.003062725103906442	0.0005914266106645645	0.010537626413885733	0.0006804134072726487	0.028224927270501587	0.0015566589936106031	0.0	0.0
1531	1121.3978	793.7682	214.8569019	52.8684117	0.354	-1	z10-15	nircam3	0.03819477	0.01312735	31.6315	0.3733	-0.009402061	0.009470584	99.0	99.0	0.005132991	0.02096678	33.8106	4.436	0.06290804	0.02509671	31.0898	0.4333	0.1546395	0.02151642	30.1132	0.1511	0.04868317	0.01790717	31.3681	0.3995	0.1000003	0.01896765	30.5865	0.206	0.2947486	0.04140488	29.4129	0.1526	0.09880341	0.03352993	30.5996	0.3685	0.0037104799625963985	0.001668395685766783	0.0002482764558165314	0.002064854806058921	0.0007386702293407498	0.0005968596775671293	0.0012219642136325375	0.0007096439285831363	0.005158221665476512	0.0006120563255297411	0.001444678978021598	0.0005908244203143635	0.003537730334989692	0.0006797205252511455	0.013560915227507736	0.001555073988113373	0.0	0.0
1748	8713.2812	892.587	214.7881148	52.8206921	0.085	-1	z10-15	nircam3	0.01208994	0.0120754	32.8805	1.0847	0.03196626	0.00871167	31.8248	0.296	0.1423137	0.01928663	30.2034	0.1472	0.1855399	0.02308562	29.9154	0.1351	0.1879618	0.01979223	29.9013	0.1144	0.109152	0.0164722	30.4914	0.1639	0.1289962	0.0174477	30.3101	0.1469	0.1060846	0.03808695	30.5224	0.3899	0.05066354	0.03084305	31.3248	0.6611	0.00011635647258262932	0.0016688214388720997	0.005654274507995912	0.0020653807583122046	0.001349145967108545	0.0005970117906026383	0.0036962989912446686	0.0007098246245903796	0.007572747740256159	0.0006122122109981465	0.003953384154234114	0.0005909751931601495	0.002748015115040539	0.0006798937457565212	0.0003966004447589682	0.0015554702394876805	0.0	0.0
3571	7526.1724	1645.5884	214.7907742	52.8322963	0.349	-1	z10-15	nircam3	-0.006128007	0.0173085	99.0	99.0	-0.007195221	0.01248703	99.0	99.0	0.02658107	0.02764485	32.0251	1.1295	0.246189	0.0330902	29.6083	0.146	0.2647005	0.02836956	29.5296	0.1164	0.1831656	0.02361073	29.9294	0.14	0.231012	0.02500898	29.6774	0.1176	0.3870458	0.05459264	29.1171	0.1532	0.2362876	0.04420946	29.6529	0.2032	0.000586013747172347	0.0016692460350396304	0.00023069932998433565	0.0020659067105654886	0.0006209344807203473	0.0005971639036381474	0.004516028229915837	0.0007100055779993427	0.006215503202367391	0.0006123683554125125	0.005101558419655211	0.0005911256656616213	0.007840315648358518	0.0006800669662618971	0.014147435639632088	0.0015558668327527339	0.0	0.0
5264	3121.657	2155.1516	214.8247083	52.8630409	0.35	-1	z10-15	nircam3	-0.01244614	0.0169994	99.0	99.0	-0.002388231	0.01226403	99.0	99.0	0.02141769	0.02715115	32.2596	1.3767	0.1061311	0.03249926	30.5219	0.3326	0.353105	0.02786292	29.2168	0.0857	0.2807992	0.02318908	29.4655	0.0897	0.12752	0.02456236	30.3226	0.2092	0.3643098	0.05361769	29.1828	0.1598	0.2152815	0.04341994	29.754	0.219	-0.00042830866519272964	0.0016705209804800084	0.004044005196263877	0.00206748456732534	-0.0006298588773641265	0.0005976199836083281	0.0012089383996061185	0.0007105479234227923	0.006858994272809199	0.0006128360118177286	0.005690131158645156	0.0005915770831660362	0.0031182131060643156	0.0006805863015623835	0.008307247664254024	0.001557055244984911	0.0	0.0
6622	7332.8413	2600.4233	214.7824481	52.8386688	0.353	-1	z10-15	nircam3	-0.000188186	0.005870727	99.0	99.0	-0.009258696	0.004235374	99.0	99.0	0.005852002	0.009376628	33.6683	1.7401	0.02382282	0.01122359	32.144	0.5116	0.02448165	0.009622437	32.1144	0.4268	0.0352088	0.008008329	31.7199	0.247	0.02360706	0.008482589	32.1539	0.3902	0.2023594	0.01851683	29.8212	0.0994	0.03831268	0.01499504	31.6282	0.425	0.0007767363295506196	0.0016700963843124781	-0.0016974045161874778	0.002066958615072056	-0.0009594751276313935	0.0005974681297091658	0.0004191125483216755	0.000710367227415549	-0.002252029974940901	0.0006126801263493233	0.0022357132186024554	0.0005914266106645645	0.0020222600171771144	0.0006804134072726487	0.018173913722327486	0.0015566589936106031	0.0	0.0
7035	7883.5815	2729.7466	214.7761764	52.8358632	0.348	-1	z10-15	nircam3	0.005081505	0.009769481	33.8215	2.0879	0.01324765	0.007048088	32.7812	0.5778	-0.02212409	0.01560365	99.0	99.0	0.06266209	0.01867719	31.094	0.3237	0.07207884	0.0160127	30.942	0.2413	0.06854022	0.01332667	30.9967	0.2112	0.09727991	0.01411588	30.6165	0.1576	0.1553717	0.03081386	30.1081	0.2154	0.1585209	0.02495326	30.0863	0.171	0.00229755696489986	0.0016688214388720997	0.0009710027294400116	0.0020653807583122046	0.0005493858988528701	0.0005970117906026383	0.0018720106350403572	0.0007098246245903796	0.004692875058230929	0.0006122122109981465	0.0009751062604949079	0.0005909751931601495	0.003087236647441016	0.0006798937457565212	0.004878869833241047	0.0015554702394876805	0.0	0.0
7565	7932.2598	2900.3538	214.7739465	52.8364724	0.347	-1	z10-15	nircam3	-0.01292689	0.005870727	99.0	99.0	0.003568931	0.004235374	34.2052	1.2888	-0.02671243	0.009376628	99.0	99.0	0.02131583	0.01122359	32.2648	0.5718	0.0335548	0.009622437	31.7721	0.3114	0.04620727	0.008008329	31.4247	0.1882	0.09889924	0.008482589	30.5985	0.0931	0.1342069	0.01851683	30.2671	0.1498	0.0009452408	0.01499504	35.6477	17.228	-0.0033649142152401995	0.0016700963843124781	0.0016061027775232833	0.002066958615072056	-0.0019990625159794465	0.0005974681297091658	0.0006850906359407874	0.000710367227415549	0.0022450195309439954	0.0006126801263493233	0.0013275323813219777	0.0005914266106645645	0.0013706615636904394	0.0006804134072726487	0.005197081225927009	0.0015566589936106031	0.0	0.0
