NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
2812	6480.645	1363.1951	215.1161951	52.9406565	1.0	-1	z8-10	nircam7	0.04038768	0.01381464	31.5709	0.3715	0.01554194	0.008429138	32.6078	0.589	0.5181575	0.0186292	28.8004	0.039	0.8809447	8.46465e-05	28.2241	0.0001	0.4350142	6.006242e-05	28.9903	0.0001	0.0002024903	4.41227e-05	37.3205	0.2366	0.0917892	0.01662439	30.6795	0.1967	0.0002945094	6.140568e-05	36.9138	0.2264	8.594533e-05	3.654055e-05	38.251	0.4617	0.0052098539794279775	0.0018133218114290718	0.0052888270046104625	0.0018980553008152428	0.014684969363065266	0.0005472483195979877	0.028830289271894054	2.4699162929703928e-06	0.013089080087015124	1.7630872392093763e-06	7.717544666306361e-06	1.5038743476018175e-06	0.0033630570387686355	0.0006154325663358407	1.2963432186415451e-05	2.3824614735762263e-06	0.0	0.0
3680	3626.0867	1594.6432	215.1394251	52.9599872	0.999	-1	z8-10	nircam7	-0.00466111	0.01000575	99.0	99.0	0.009116262	0.006105107	33.187	0.7273	-0.004600456	0.01349287	99.0	99.0	-0.01338639	6.130827e-05	99.0	99.0	0.01086549	4.350237e-05	32.9964	0.0043	0.01610086	3.195745e-05	32.5694	0.0022	0.05195044	0.01204081	31.2975	0.2517	0.1266115	4.447528e-05	30.3303	0.0004	0.1409782	2.646581e-05	30.2136	0.0002	0.0031180236916678906	0.0018128601932523832	0.0031019175354564726	0.0018975716232147702	-0.0007124364339195951	0.0005471090208542692	0.000442044049191999	2.4692872149824128e-06	-0.00019791562768908032	1.762638085020719e-06	-0.0026476724559972267	1.5034910157998174e-06	0.001077591955267386	0.0006152759450522042	0.004634879420124543	2.3818548130710444e-06	0.0	0.0
4359	10550.9219	1729.957	215.0757858	52.9168563	0.992	-1	z8-10	nircam7	-0.05183021	0.01705754	99.0	99.0	0.07778661	0.01040782	30.8593	0.1453	-0.02343184	0.02300228	99.0	99.0	0.09927618	0.0001045167	30.5944	0.0011	0.01405921	7.416165e-05	32.7166	0.0057	0.106822	5.44802e-05	30.5149	0.0006	0.1036061	0.02052685	30.5481	0.2152	0.4936088	7.582024e-05	28.8531	0.0002	0.0813728	4.511818e-05	30.8103	0.0006	-0.007095814129762799	0.0018128601932523832	0.018706486235505443	0.0018975716232147702	-0.0008622902939698457	0.0005471090208542692	0.0013412454504728487	2.4692872149824128e-06	0.0017549771083351482	1.762638085020719e-06	0.002311360084763863	1.5034910157998174e-06	0.0031554676001992487	0.0006152759450522042	0.015575461313379538	2.3818548130710444e-06	0.0	0.0
5276	2561.3525	1957.9025	215.1451837	52.9686968	1.0	-1	z8-10	nircam7	0.003556909	0.01723997	34.2088	5.2637	0.0351995	0.01051914	31.7202	0.3245	-0.1837805	0.0232483	99.0	99.0	0.08445315	0.0001056345	30.77	0.0014	-0.000519008	7.495485e-05	99.0	99.0	0.06610726	5.506289e-05	31.0359	0.0009	-0.00263195	0.02074639	99.0	99.0	0.5210942	7.663117e-05	28.7942	0.0002	0.185347	4.560074e-05	29.9166	0.0003	-0.0021583923894127827	0.001814246204720235	0.002981365309552861	0.0018990220605985429	-0.004587628059045207	0.0005475269170854251	0.002095937659081358	2.4711744489463546e-06	-0.000549304964823985	1.7639852888573201e-06	0.0013068177680319996	1.5046401099554992e-06	0.0006611790329312952	0.0006157461351974544	0.014313039787044084	2.3836751365598174e-06	0.0	0.0
6140	5037.3218	2221.8511	215.1201423	52.954448	1.0	-1	z8-10	nircam7	0.06771088	0.02868486	31.0099	0.4601	0.008548866	0.01750234	33.2567	2.2234	0.261032	0.03868185	29.5448	0.1609	0.5575314	0.0001757608	28.7208	0.0003	0.1429853	0.0001247142	30.1983	0.0009	0.004015	9.161678e-05	34.0773	0.0248	2.420166	0.03451904	27.1269	0.0155	0.0006082167	0.0001275033	36.1264	0.2277	0.00181502	7.587313e-05	34.9393	0.0454	0.00015933092665054594	0.0018133218114290718	0.002161187426880186	0.0018980553008152428	0.001127226665577885	0.0005472483195979877	0.0046251788868062575	2.4699162929703928e-06	0.002600235356620029	1.7630872392093763e-06	3.6688368327640894e-05	1.5038743476018175e-06	0.048193086822459076	0.0006154325663358407	5.76363729084818e-06	2.3824614735762263e-06	0.0	0.0
6737	9990.3877	2395.0469	215.0738271	52.9240077	1.0	-1	z8-10	nircam7	0.1254292	0.02745891	30.3405	0.2377	0.02938961	0.01675432	31.916	0.6191	0.02566073	0.03702865	32.0633	1.5671	0.7200469	0.000168249	28.4431	0.0003	0.4549959	0.0001193841	28.9415	0.0003	0.5736897	8.770124e-05	28.6898	0.0002	0.5311925	0.03304375	28.7734	0.0676	0.9418611	0.000122054	28.1516	0.0001	0.3150902	7.263044e-05	29.3404	0.0003	0.006817594887878334	0.0018133218114290718	0.006969331781773465	0.0018980553008152428	0.004264581844221088	0.0005472483195979877	0.01428903841769413	2.4699162929703928e-06	0.008608371199217686	1.7630872392093763e-06	0.009311183545599087	1.5038743476018175e-06	0.011262238427194995	0.0006154325663358407	0.018932540671138174	2.3824614735762263e-06	0.0	0.0
6870	7911.1704	2435.6086	215.0920709	52.9374014	0.943	-1	z8-10	nircam7	-0.003915397	0.009019065	99.0	99.0	-0.005369444	0.005503069	99.0	99.0	0.02755826	0.01216231	31.9859	0.4793	0.05737474	5.526253e-05	31.1897	0.001	0.06527839	3.921251e-05	31.0496	0.0007	0.03492037	2.880606e-05	31.7288	0.0009	0.024348	0.01085344	32.1204	0.4841	0.1098779	4.008947e-05	30.4842	0.0004	0.08204561	2.385596e-05	30.8014	0.0003	-0.0033647314190699824	0.0018128601932523832	-0.001077594197815988	0.0018975716232147702	0.002777834442211044	0.0005471090208542692	0.006500286510955568	2.4692872149824128e-06	0.004453146447867892	1.762638085020719e-06	0.003297530714176362	1.5034910157998174e-06	0.002867036128314908	0.0006152759450522042	0.0026383337076059084	2.3818548130710444e-06	0.0	0.0
8702	1208.3612	2901.5193	215.1474363	52.9823758	1.0	-1	z8-10	nircam7	-0.001208522	0.01846665	99.0	99.0	0.02648768	0.0112676	32.0289	0.462	0.2932961	0.02490248	29.4183	0.0922	0.6915448	0.0001131507	28.487	0.0002	0.5064083	8.02881e-05	28.8253	0.0002	0.4637668	5.898077e-05	28.9208	0.0001	0.4083375	0.02222256	29.059	0.0591	0.2554501	8.208369e-05	29.5683	0.0003	0.4746951	4.884537e-05	28.8955	0.0001	6.751689926888189e-05	0.0018123985750756943	0.0035724364059696334	0.0018970881440868459	0.006954862624371831	0.0005469694631909526	0.015425326607635667	2.4686578798080097e-06	0.011184110058958625	1.7621889308320613e-06	0.012459797665534539	1.5031079844145905e-06	0.012255155369524767	0.000615118997474227	0.009821960108987723	2.381247468619408e-06	0.0	0.0
9883	9984.9609	3188.5007	215.065535	52.9283358	0.995	-1	z8-10	nircam7	-0.05775799	0.03193623	99.0	99.0	0.05303472	0.0194862	31.2751	0.399	0.4111291	0.04306636	29.0516	0.1138	1.621024	0.0001956829	27.562	0.0001	1.239382	0.0001388503	27.8535	0.0001	1.498909	0.0001020014	27.6471	0.0001	1.17677	0.0384317	27.9098	0.0355	1.4152	0.0001419556	27.7095	0.0001	1.061448	8.44732e-05	28.0218	0.0001	0.0040230162930947454	0.00181378342960576	0.010793115807773711	0.0018985385814706186	0.010974884551507493	0.0005473876183417063	0.03324569148180891	2.4705456281447963e-06	0.023708360642680858	1.763536393398034e-06	0.02936885185185635	1.5042570785702722e-06	0.025463837428544762	0.000615589187619477	0.024744502198732265	2.383068476054636e-06	0.0	0.0
10370	4330.2544	3327.5481	215.1148737	52.9649143	1.0	-1	z8-10	nircam7	-0.001148162	0.01199648	99.0	99.0	0.01997111	0.007319766	32.3355	0.398	-0.02179462	0.01617738	99.0	99.0	0.01314695	7.350603e-05	32.7895	0.0061	-0.05809416	5.215751e-05	99.0	99.0	0.02727158	3.831564e-05	31.9972	0.0015	0.1149266	0.01443643	30.4355	0.1364	0.1620575	5.332398e-05	30.0623	0.0004	0.2445922	3.173139e-05	29.6154	0.0001	-0.0044111168581601095	0.001814246204720235	0.004725714736088062	0.0018990220605985429	-0.00022593725445979804	0.0005475269170854251	0.0021725678966066165	2.4711744489463546e-06	-0.0014733889970301548	1.7639852888573201e-06	0.000964030514096045	1.5046401099554992e-06	0.0037142672155495438	0.0006157461351974544	0.010075201542979997	2.3836751365598174e-06	0.0	0.0
10978	9488.8945	3474.4797	215.0669815	52.9330271	0.999	-1	z8-10	nircam7	0.06237563	0.01696558	31.099	0.2954	0.01234097	0.01035171	32.8581	0.9109	0.1004282	0.02287828	30.5819	0.2474	0.4662537	0.0001039532	28.915	0.0002	0.4249695	7.376185e-05	29.0156	0.0002	0.4179476	5.41865e-05	29.0337	0.0001	0.323619	0.02041619	29.3114	0.0685	0.4631943	7.54115e-05	28.9221	0.0002	0.3563801	4.487496e-05	29.2067	0.0001	0.006029538616252545	0.0018165519817281062	0.0016742358232489556	0.0019014364791499379	0.002839327846733657	0.0005482231518844199	0.011529150349313051	2.4743162382763513e-06	0.010923328963697321	1.766227955048152e-06	0.012006351592947722	1.5065531639642269e-06	0.01078328075300477	0.0006165289153212953	0.015170154644415903	2.3867060452731357e-06	0.0	0.0
11155	7217.4946	3519.7585	215.0869038	52.947665	1.0	-1	z8-10	nircam7	0.04776588	0.02001151	31.3887	0.455	0.001605948	0.01221021	35.0722	8.257	0.2718459	0.02698574	29.5007	0.1078	0.2912349	0.0001226165	29.4259	0.0005	0.2817826	8.700474e-05	29.4617	0.0003	0.1913327	6.391491e-05	29.882	0.0004	0.2607768	0.02408162	29.5458	0.1003	0.3449581	8.895055e-05	29.2421	0.0003	0.2156715	5.293161e-05	29.752	0.0003	-0.001075302520586979	0.00181378342960576	0.007216773462051388	0.0018985385814706186	0.004958657253768824	0.0005473876183417063	0.009186202620668204	2.4705456281447963e-06	0.005950022638499515	1.763536393398034e-06	0.005409664909854544	1.5042570785702722e-06	0.010295516394553405	0.000615589187619477	0.01092799727849136	2.383068476054636e-06	0.0	0.0
