NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
2115	3102.8015	1143.9528	215.0561709	52.8968797	1.0	-1	z10-15	nircam8	0.02580073	0.01532534	32.0574	0.6451	-0.02335283	0.009285334	99.0	99.0	0.02096839	0.02046773	32.2826	1.0601	0.1121149	8.753491e-05	30.4624	0.0008	0.2282949	6.705264e-05	29.6903	0.0003	0.1219486	4.334209e-05	30.3711	0.0004	0.06737161	0.01829848	31.0153	0.295	0.3293707	5.984971e-05	29.2923	0.0002	0.105259	3.619041e-05	30.5309	0.0004	0.0027195338252825664	0.001826394051475199	-0.004772730898080665	0.0018983323684928217	0.0007344559922110524	0.0005458949468592943	0.0034253245008265686	2.3190155033408585e-06	0.006077560694811072	1.7870466139135502e-06	0.004159717839400453	1.3412455301865448e-06	0.0025335659222605446	0.0006150338346512498	0.010879532832722269	2.1082806769048175e-06	0.0	0.0
2414	691.6263	1246.5665	215.076725	52.9127155	0.999	-1	z10-15	nircam8	-0.002062357	0.01126741	99.0	99.0	0.0003384007	0.006826713	36.7629	21.9084	-0.03737076	0.01504818	99.0	99.0	-0.01793523	6.435694e-05	99.0	99.0	-0.03102277	4.929808e-05	99.0	99.0	0.1506963	3.186574e-05	30.1413	0.0002	0.08061946	0.01345331	30.8204	0.1812	0.1931025	4.400238e-05	29.872	0.0002	0.2448835	2.660772e-05	29.6141	0.0001	0.003014946319607559	0.0018268591404652457	0.0032012649542880705	0.0018988158476207458	-0.0013838398077889392	0.0005460339866834149	0.000782686179073651	2.3196060033655532e-06	-0.003053363628421483	1.7875019776071203e-06	0.00483184028502318	1.3415871040571358e-06	0.003073958621251476	0.000615190455934886	0.010316778270189996	2.1088175748716355e-06	0.0	0.0
2819	10862.2676	1386.3751	214.9841123	52.8489886	0.997	-1	z10-15	nircam8	0.001340706	0.01181736	35.2682	9.5723	0.008452708	0.007159917	33.269	0.9199	-0.05740307	0.01578266	99.0	99.0	-0.02813403	6.749813e-05	99.0	99.0	0.1244727	5.170426e-05	30.3488	0.0005	0.07083604	3.342107e-05	30.9609	0.0005	-0.0009292627	0.01410995	99.0	99.0	0.09002573	4.615009e-05	30.7006	0.0006	0.1163099	2.790641e-05	30.4225	0.0003	0.0005426893194241088	0.0018259289624851514	0.0006459447866008867	0.0018978488893648974	-0.0014333250391959744	0.0005457556481155756	0.0005597824500217801	2.3184247461297416e-06	0.004797621320172373	1.7865915089493516e-06	0.0025183517474245444	1.3409039563159538e-06	-0.0013464620814142268	0.0006148768870732726	0.002463078926119954	2.107743436964772e-06	0.0	0.0
3126	4098.0513	1489.0	215.043621	52.8924378	1.0	-1	z10-15	nircam8	0.005516047	0.0179042	33.7324	3.525	-0.007956255	0.01084782	99.0	99.0	0.1332735	0.02391193	30.2747	0.1949	0.055201	0.0001022648	31.2317	0.002	0.05344412	7.833588e-05	31.2668	0.0016	0.1940856	5.063545e-05	29.8665	0.0003	0.09193779	0.02137765	30.6778	0.2525	0.3192543	6.992088e-05	29.3262	0.0002	0.6372976	4.228033e-05	28.5757	0.0001	0.0024046061043801726	0.001824997627567271	0.00013830535719173718	0.0018968811372188552	0.0027466475766331545	0.0005454775684673346	0.00040397017129311703	2.317242717334664e-06	-0.00028139846267579615	1.7856805228328407e-06	0.005585676092827725	1.3402202077412267e-06	0.005418261100305452	0.0006145636445059997	0.008382208365649997	2.106668957084681e-06	0.0	0.0
4658	2976.3372	1863.9977	215.0497392	52.9015767	1.0	-1	z10-15	nircam8	-0.06054092	0.01690112	99.0	99.0	-0.01220656	0.01024007	99.0	99.0	0.008487661	0.02257227	33.2645	2.8881	0.06219862	9.653542e-05	31.1021	0.0017	0.0436335	7.394712e-05	31.487	0.0018	-0.001601751	4.779861e-05	99.0	99.0	0.1107947	0.02017997	30.4752	0.1978	0.3220491	6.600357e-05	29.3167	0.0002	0.3886294	3.991158e-05	29.1127	0.0001	-0.004039443652720814	0.001826394051475199	-0.0022833314026220386	0.0018983323684928217	0.0003558479619346719	0.0005458949468592943	0.0006312694734817737	2.3190155033408585e-06	0.001075791810200806	1.7870466139135502e-06	0.0010074094944107722	1.3412455301865448e-06	0.004088875959517044	0.0006150338346512498	0.010161211229371359	2.1082806769048175e-06	0.0	0.0
4728	1175.1372	1890.6381	215.0656176	52.9131369	0.947	-1	z10-15	nircam8	0.006364639	0.01603381	33.5771	2.7359	0.02206608	0.009714583	32.2272	0.4781	0.05699594	0.02141393	31.1969	0.408	0.03138899	9.158154e-05	31.8446	0.0032	0.2304233	7.01524e-05	29.6802	0.0003	0.1983062	4.534574e-05	29.8432	0.0002	0.1859014	0.0191444	29.9133	0.1118	0.425927	6.261648e-05	29.0132	0.0002	0.2279689	3.786345e-05	29.6918	0.0002	-0.0008798619459166357	0.001826394051475199	0.004332270695024044	0.0018983323684928217	0.0010859012853015031	0.0005458949468592943	0.0012734076451532714	2.3190155033408585e-06	0.004792684763767082	1.7870466139135502e-06	0.005032984335202726	1.3412455301865448e-06	0.007255343920831361	0.0006150338346512498	0.016790758928996813	2.1082806769048175e-06	0.0	0.0
5721	3683.9387	2178.3008	215.0400907	52.8987914	0.999	-1	z10-15	nircam8	0.03288224	0.01690112	31.7941	0.5582	-0.01557293	0.01024007	99.0	99.0	-0.02717556	0.02257227	99.0	99.0	0.1255945	9.653542e-05	30.3391	0.0008	0.4730178	7.394712e-05	28.8993	0.0002	-0.0281869	4.779861e-05	99.0	99.0	0.01788676	0.02017997	32.4552	1.2252	0.2353406	6.600357e-05	29.6573	0.0003	0.3539622	3.991158e-05	29.2141	0.0001	0.002502361562624044	0.0018282532504976013	-0.0030496299425781287	0.0019002654911143247	-0.0005458061374371837	0.0005464505883165808	0.0032569214036271017	2.321376731880372e-06	0.010466498274591897	1.7888665163116016e-06	-0.0002020869082207499	1.342611525252136e-06	0.0004983049708400907	0.0006156599934914543	0.00840145803861318	2.1104275848256355e-06	0.0	0.0
6083	3122.2625	2265.2727	215.0442134	52.9028224	0.994	-1	z10-15	nircam8	0.005148479	0.0119509	33.8073	2.5209	0.003591496	0.007240823	34.1983	2.1895	-0.05834923	0.015961	99.0	99.0	0.01478948	6.826085e-05	32.6616	0.005	0.121506	5.228851e-05	30.375	0.0005	0.176344	3.379872e-05	29.9706	0.0002	0.0216354	0.01426939	32.2486	0.7163	0.5177354	4.667157e-05	28.8013	0.0001	0.01400014	2.822175e-05	32.7212	0.0022	-4.6036058531503325e-05	0.0018273242294552933	-0.00012100885169573686	0.0018992991282761218	-0.0022384689297738607	0.0005461727675879375	0.00037967351282928785	2.3201965033902484e-06	0.0031213370088616424	1.7879568238419474e-06	0.006931576280490906	1.3419286779277268e-06	0.0007945466240684314	0.0006153470772185226	0.021251125991511813	2.1093544728384535e-06	0.0	0.0
6224	3938.0964	2300.7349	215.0365252	52.8978424	1.0	-1	z10-15	nircam8	0.04375958	0.01885399	31.4838	0.4679	0.0113861	0.01142328	32.9456	1.0895	0.3249125	0.02518042	29.3071	0.0842	-0.02041522	0.0001076898	99.0	99.0	0.2729198	8.249147e-05	29.4964	0.0003	0.3792838	5.332158e-05	29.1391	0.0002	0.4427039	0.02251169	28.9712	0.0552	0.2293783	7.363006e-05	29.6851	0.0003	0.4738095	4.452323e-05	28.8975	0.0001	0.005054312949577422	0.0018291834284776959	0.0009743549307826391	0.001901231258534883	0.006969144629396958	0.000546728409045224	0.0007981685444859367	2.322556960370496e-06	0.006626607706451825	1.7897756913225135e-06	0.01015341999294636	1.3432937717429994e-06	0.012204883200420905	0.0006159729097643862	0.007807857490980906	2.1115003548395903e-06	0.0	0.0
6987	4550.9619	2497.5613	215.0289623	52.8950213	0.755	-1	z10-15	nircam8	0.01278011	0.04878934	32.8202	4.1459	-0.02896033	0.02956053	99.0	99.0	0.8047855	0.06516052	28.3223	0.0879	0.8330461	0.0002786737	28.2848	0.0004	1.988352	0.0002134669	27.3403	0.0001	1.720739	0.0001379827	27.4972	0.0001	1.790246	0.05825454	27.4542	0.0353	2.54949	0.0001905359	27.0704	0.0001	2.481743	0.0001152148	27.0996	0.0001	-0.004219997677508732	0.0018282532504976013	0.004045964120316674	0.0019002654911143247	0.0009026281548994939	0.0005464505883165808	0.0015699497620843747	2.321376731880372e-06	0.006743100605900599	1.7888665163116016e-06	0.011181605410108632	1.342611525252136e-06	0.010402335372936812	0.0006156599934914543	0.02991935392498817	2.1104275848256355e-06	0.0	0.0
