NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
372	7391.1943	279.0268	214.8585355	52.8073805	0.402	-1	z8-10	nircam6	0.003056312	0.01689151	34.3735	6.0021	-0.01401534	0.01085757	99.0	99.0	0.01378119	0.02638476	32.7383	2.0792	0.247347	0.0315868	29.6033	0.1387	-0.1063762	0.0272508	99.0	99.0	0.09716263	0.02254055	30.6178	0.2519	0.1812714	0.02375246	29.9407	0.1423	0.3798041	0.05167891	29.1376	0.1478	0.3210037	0.04205162	29.3202	0.1423	0.0008369853687854306	0.001722651440187809	-0.004969542231259458	0.001899555554808666	0.00082065630498035	0.0006026987968671751	0.006171152175920317	0.0007166975079086172	-0.0022166900659939155	0.0006220241913450145	0.003778977214354711	0.0005967643298185653	0.003881483328859427	0.0006830182391661063	0.012627532978204773	0.0015574696165687424	0.0	0.0
753	7140.4692	452.0004	214.8589544	52.8099062	0.0	-1	z8-10	nircam6	0.02472138	0.0207219	32.1038	0.9103	-0.006197446	0.01331968	99.0	99.0	0.3296715	0.03236789	29.2913	0.1066	0.7333194	0.03874956	28.4233	0.0574	0.2704109	0.03343031	29.5065	0.1343	0.2422912	0.02765194	29.6257	0.1239	0.3373699	0.02913867	29.2663	0.0938	0.4257099	0.06339784	29.0137	0.1617	0.5189404	0.05158742	28.7987	0.108	0.0027752183978695345	0.001721772167470307	-0.0001262618444817321	0.0018985872072449785	0.005621081977937901	0.0006023914611599966	0.014893273799054614	0.0007163322548683349	0.006857614090838103	0.000621706982543027	0.0067467845046082775	0.0005964600810281645	0.008911252238383655	0.0006826698408615087	0.00857163519683883	0.0015566754043663984	0.0	0.0
2269	7816.9819	1135.7485	214.8457325	52.8092949	0.39	-1	z8-10	nircam6	-0.02168844	0.0207219	99.0	99.0	-0.0192073	0.01331968	99.0	99.0	0.1473325	0.03236789	30.1658	0.2386	0.3885873	0.03874956	29.1128	0.1083	0.1902071	0.03343031	29.8885	0.1909	0.1821558	0.02765194	29.9354	0.1649	0.3011029	0.02913867	29.3897	0.1051	0.6917245	0.06339784	28.4867	0.0995	0.4330396	0.05158742	28.9952	0.1294	-0.0004250469104921326	0.001722651440187809	0.0006004919928721017	0.001899555554808666	0.004172395779928388	0.0006026987968671751	0.008650028549475183	0.0007166975079086172	0.005071350474545252	0.0006220241913450145	0.005362335374002092	0.0005967643298185653	0.006919098988930909	0.0006830182391661063	0.017402536402891345	0.0015574696165687424	0.0	0.0
2386	8413.2705	1188.8995	214.8398555	52.8057926	0.0	-1	z8-10	nircam6	0.05164484	0.01484414	31.304	0.3121	0.02817998	0.00954156	31.9617	0.3677	0.1069126	0.02318675	30.5139	0.2355	0.5934694	0.02775826	28.653	0.0508	0.321367	0.02394782	29.319	0.0809	0.4068548	0.01980848	29.0629	0.0529	0.3097498	0.0208735	29.359	0.0732	0.2546837	0.04541507	29.5715	0.1937	0.4868684	0.03695467	28.868	0.0824	0.006200714503345631	0.0017261592755555282	0.005837422990942229	0.001903424380194802	0.0027110144922943575	0.0006039263257414624	0.01535963423484289	0.0007181572330611482	0.008467898032167067	0.0006232909549852784	0.014058540691987654	0.0005979795229142826	0.011360270493069624	0.000684409222659369	0.007401278214944146	0.0015606416789076775	0.0	0.0
2400	6796.2354	1178.5886	214.8543884	52.8160115	0.351	-1	z8-10	nircam6	0.0154223	0.01076217	32.6161	0.7578	0.01374047	0.006917736	32.7415	0.5468	0.001747731	0.01681065	34.9803	10.4458	0.1398706	0.02012505	30.2222	0.1563	0.07178852	0.01736243	30.9464	0.2627	0.09041079	0.01436137	30.696	0.1725	0.09729555	0.01513352	30.6163	0.1689	0.1071411	0.03292643	30.5116	0.3337	0.1629459	0.02679254	30.0564	0.1786	0.00127659291978562	0.0017230899196087742	0.0026485605862042365	0.0019000396293542355	0.0006461170917556802	0.0006028524647207642	0.005481997681628594	0.0007168802631296182	0.00121539782474855	0.0006221826662730278	0.003918348989969304	0.0005969163040416087	0.0034024128249427136	0.0006831921121027641	0.0008525339770958771	0.001557866209833796	0.0	0.0
2567	838.3987	1275.0569	214.9065788	52.8543725	0.0	-1	z8-10	nircam6	0.09621191	0.03263461	30.6284	0.3684	-0.06831234	0.02097697	99.0	99.0	3.759298	0.0509757	26.6488	0.0147	4.936902	0.06102611	26.3529	0.0134	2.558002	0.0526489	27.0668	0.0224	1.388408	0.04354863	27.7302	0.0341	0.5101802	0.04589006	28.8172	0.0977	0.9493523	0.09984432	28.143	0.1142	0.4781658	0.08124427	28.8876	0.1845	0.002357523364233505	0.001721772167470307	0.0008408795618344733	0.0018985872072449785	0.020036349768168545	0.0006023914611599966	0.029092005685823766	0.0007163322548683349	0.01689399182842159	0.000621706982543027	0.01140442501737693	0.0005964600810281645	0.0049704955275528765	0.0006826698408615087	0.013450375111596495	0.0015566754043663984	0.0	0.0
3250	9075.9609	1510.8035	214.8305623	52.8033166	0.0	-1	z8-10	nircam6	0.0154778	0.03189033	32.6122	2.2376	0.02139158	0.02049856	32.2609	1.0407	0.7784939	0.04981312	28.3584	0.0695	1.897817	0.05963432	27.3909	0.0341	1.283789	0.05144817	27.8153	0.0435	1.025954	0.04255544	28.0587	0.045	1.101005	0.04484347	27.982	0.0442	1.047683	0.09756722	28.0359	0.1011	0.448786	0.07939137	28.9564	0.1921	0.006276447650829432	0.0017235283990297392	0.0019664417959852332	0.0019005237038998049	0.0128834376953845	0.0006030058734380069	0.02520631823126088	0.0007170627609488996	0.019729854054948197	0.0006223411412010413	0.018320081116151795	0.000597068278264652	0.020567830922494652	0.000683365985039422	0.023245158640379043	0.0015582631449895948	0.0	0.0
3958	7944.6553	1762.7839	214.838002	52.8118643	0.346	-1	z8-10	nircam6	-0.005340205	0.02105996	99.0	99.0	0.01369678	0.01353698	32.745	1.0733	0.03317336	0.03289595	31.7845	1.0769	-0.0975727	0.03938173	99.0	99.0	0.1633348	0.03397571	30.0538	0.2259	0.1150439	0.02810306	30.4344	0.2653	0.2749843	0.02961405	29.4882	0.117	0.6111405	0.06443214	28.6212	0.1145	0.1297118	0.05242904	30.3041	0.439	-0.0014007011069232592	0.001722211803829058	0.0004949823983575026	0.0018990714802630964	0.0010481585821512888	0.0006025451290135857	-0.001355590970202699	0.0007165150100893358	0.002702300489402387	0.000621865716417001	0.003383907306748297	0.0005966120552512079	0.007326092146966665	0.0006828440400138074	0.017204465418256876	0.0015570726814129433	0.0	0.0
4538	6592.4277	1933.5952	214.8482693	52.8213775	0.347	-1	z8-10	nircam6	-0.0009175104	0.01522	99.0	99.0	-0.02009673	0.009783156	99.0	99.0	0.04234111	0.02377385	31.5196	0.6098	0.04624689	0.02846112	31.4238	0.6683	0.06429859	0.02455419	31.066	0.4147	0.1580186	0.02031004	30.0897	0.1396	0.1636022	0.02140203	30.052	0.1421	0.3018393	0.046565	29.3871	0.1675	0.2369328	0.03789038	29.65	0.1737	-0.0008043228168995772	0.001722211803829058	-0.0028640958195999327	0.0018990714802630964	0.0013209496003611665	0.0006025451290135857	0.0021679145039958094	0.0007165150100893358	0.00023110559298687895	0.000621865716417001	0.002093266217553593	0.0005966120552512079	0.004853671182194704	0.0006828440400138074	0.008354161912383865	0.0015570726814129433	0.0	0.0
5570	10277.6494	2260.8145	214.8119649	52.7997211	0.001	-1	z8-10	nircam6	0.03113093	0.01663875	31.8535	0.5804	0.01125611	0.01069511	32.958	1.0319	0.3404612	0.02598996	29.2563	0.0829	0.4936214	0.03111416	28.853	0.0685	0.3487697	0.02684304	29.2302	0.0836	0.2143892	0.02220327	29.7585	0.1125	0.1388464	0.02339704	30.2302	0.183	0.1843182	0.05090562	29.9226	0.2999	0.1754984	0.04142238	29.9758	0.2563	0.004711221892145877	0.0017235283990297392	0.002223208113532507	0.0019005237038998049	0.008576972543767268	0.0006030058734380069	0.012318474100628977	0.0007170627609488996	0.008942579641299716	0.0006223411412010413	0.005932025465951073	0.000597068278264652	0.005356855546294808	0.000683365985039422	0.006154577029526702	0.0015582631449895948	0.0	0.0
