NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
849	6497.4443	487.4786	214.864319	52.8141826	0.008	-1	z7-8	nircam6	0.00559905	0.01235107	33.7162	2.3956	-0.000458576	0.007939057	99.0	99.0	0.2128364	0.01929254	29.7664	0.0984	0.3211544	0.02309627	29.3197	0.0781	0.05764372	0.01992579	31.1846	0.3754	0.2016457	0.01648165	29.825	0.0888	0.1209606	0.0173678	30.3799	0.1559	0.1219605	0.03778762	30.371	0.3365	0.0257214	0.03074815	32.0608	1.2982	0.0004554336500587773	0.001722651440187809	0.0003522947276023855	0.001899555554808666	0.007993672175540877	0.0006026987968671751	0.00748491768328403	0.0007166975079086172	-0.000400063223174814	0.0006220241913450145	0.006184678106595743	0.0005967643298185653	0.004785961863746858	0.0006830182391661063	0.007323169855173389	0.0015574696165687424	0.0	0.0
932	8652.4834	536.86	214.8445756	52.8007571	0.001	-1	z7-8	nircam6	-0.007557004	0.01697492	99.0	99.0	0.009282004	0.01091119	33.1674	1.2766	0.3859688	0.02651506	29.1201	0.0746	0.345185	0.03174279	29.2414	0.0999	0.2973892	0.02738538	29.4032	0.1	0.09506905	0.02265186	30.6414	0.2588	0.1987312	0.02386976	29.8409	0.1304	0.2160853	0.05193412	29.75	0.261	0.2211478	0.04225928	29.7248	0.2075	0.0019332754349765135	0.0017252834736513844	0.0015381318838696614	0.001902458017356599	0.010109142107227574	0.0006036197674433241	0.009268647250512099	0.0007177927522260247	0.007684529532616974	0.0006229745230211732	0.0029566909464921517	0.0005976758748125105	0.006847840444308886	0.0006840618030016945	0.006627104229207889	0.001559849176159062	0.0	0.0
1318	8118.1431	717.3485	214.8474442	52.8051254	0.051	-1	z7-8	nircam6	0.01494729	0.01223618	32.6501	0.889	0.02453497	0.007865204	32.1121	0.3481	0.005377553	0.01911307	33.7601	3.8599	-0.003192218	0.02288142	99.0	99.0	-0.03011843	0.01974043	99.0	99.0	0.1103981	0.01632833	30.4791	0.1606	0.03807782	0.01720624	31.6348	0.4907	0.2705218	0.0374361	29.506	0.1503	0.111701	0.03046211	30.4664	0.2962	0.0018090469263091107	0.001724406514809455	0.0012402319321920788	0.0019014910591007505	8.43798217285471e-05	0.0006033129500088387	1.4674454023103641e-05	0.0007174277565874621	-0.0004238150414297614	0.0006226578321111072	0.004524726139911826	0.0005973722267107383	0.002347722100055469	0.0006837140571283786	0.017656424470674607	0.0015590563315197013	0.0	0.0
1824	1035.0487	942.5328	214.9083175	52.8513292	0.0	-1	z7-8	nircam6	-0.01121789	0.03739473	99.0	99.0	0.0764945	0.02403669	30.8774	0.3413	4.858133	0.05841107	26.3703	0.0131	6.133707	0.06992743	26.1172	0.0124	3.898219	0.06032832	26.6094	0.0168	2.467973	0.04990068	27.1057	0.022	0.9676791	0.05258363	28.1222	0.059	0.4827341	0.1144077	28.8772	0.2574	0.3107544	0.09309463	29.3555	0.3253	0.0012678557256243356	0.0017230899196087742	-0.007386090393099085	0.0019000396293542355	0.027771953238764243	0.0006028524647207642	0.0324471084015111	0.0007168802631296182	0.02467875416354742	0.0006221826662730278	0.015717366367492887	0.0005969163040416087	0.005603663775969463	0.0006831921121027641	0.0026174187942707874	0.001557866209833796	0.0	0.0
2724	7101.8022	1303.568	214.8503483	52.814744	0.347	-1	z7-8	nircam6	0.02449733	0.01176538	32.1137	0.5216	-0.02191525	0.007562582	99.0	99.0	0.08307965	0.01837767	30.7878	0.2402	0.1287917	0.02200103	30.3118	0.1855	0.04467186	0.01898089	31.4614	0.4614	0.1051765	0.01570008	30.5317	0.1621	0.07003105	0.01654421	30.9733	0.2566	0.1869477	0.03599571	29.9072	0.2091	0.2872093	0.02929005	29.441	0.1108	0.00404201205460615	0.001722211803829058	-0.005303077333586227	0.0018990714802630964	0.003398531725070493	0.0006025451290135857	0.0037510998173730077	0.0007165150100893358	0.0028745513425306635	0.000621865716417001	0.0028838250130848904	0.0005966120552512079	0.00361127565125519	0.0006828440400138074	0.008868994672942375	0.0015570726814129433	0.0	0.0
2910	2604.1455	1382.5983	214.8896699	52.8437402	0.0	-1	z7-8	nircam6	-0.07410663	0.02906319	99.0	99.0	0.0221777	0.01868133	32.2217	0.9148	0.8385832	0.0453971	28.2777	0.0588	0.7640173	0.05434763	28.3788	0.0773	0.8717624	0.04688719	28.2355	0.0584	0.7811956	0.03878283	28.3546	0.0539	0.6905548	0.04086801	28.4885	0.0643	0.6563768	0.08891771	28.5436	0.1471	0.8594154	0.07235318	28.251	0.0914	0.0007552376488325781	0.001721333688049342	0.002024481520261567	0.0018981027357543125	0.011464787991320235	0.0006022377933064073	0.013588828807961952	0.0007161494996473338	0.013288306565554653	0.0006215485076150135	0.010301975170367104	0.000596307806460807	0.012366414132477539	0.0006824956417092098	0.00983265476668768	0.0015562781273198536	0.0	0.0
4174	3542.8733	1826.7122	214.8766154	52.8401742	0.19	-1	z7-8	nircam6	0.01947073	0.02229791	32.3631	1.2437	-0.01838831	0.01433271	99.0	99.0	0.536378	0.03482963	28.7628	0.0705	0.6367362	0.04169666	28.5766	0.0711	0.3572723	0.03597286	29.204	0.1093	0.3094814	0.02975502	29.3599	0.1044	0.3185777	0.03135482	29.3285	0.1069	0.4865939	0.06821958	28.8686	0.1523	0.5335526	0.05551091	28.7686	0.113	0.0030237483022848696	0.001726597754976493	-0.0017892534436676356	0.0019039074623776297	0.0064817359780304	0.0006040794753223583	0.008820294639035416	0.0007183394734787097	0.004110373529937802	0.000623449170967331	0.0060772119074908	0.0005981314971373259	0.01078200433703487	0.0006845827693803858	0.018502364742848228	0.0015610375883912389	0.0	0.0
4249	6680.0728	1861.1903	214.8482485	52.8204303	0.347	-1	z7-8	nircam6	-0.04258026	0.01280035	99.0	99.0	0.006959743	0.008227845	33.48	1.2839	0.1158849	0.01999431	30.4265	0.1874	0.07477141	0.02393641	30.9022	0.3477	0.0006268968	0.0206506	36.0935	35.7739	0.003856675	0.01708118	34.121	4.8099	0.1355076	0.01799956	30.2566	0.1443	0.2568419	0.03916216	29.5624	0.1656	0.2344955	0.03186662	29.6612	0.1476	-0.002186766288619019	0.0017230899196087742	-0.0006259320056546159	0.0019000396293542355	0.00466285277786141	0.0006028524647207642	-0.0005594598063920007	0.0007168802631296182	0.0007667428741365333	0.0006221826662730278	0.00037102434180237906	0.0005969163040416087	0.0028292118191659056	0.0006831921121027641	0.007714251841405439	0.001557866209833796	0.0	0.0
4337	3487.8018	1861.09	214.8767457	52.8407094	0.002	-1	z7-8	nircam6	-0.1326932	0.04002205	99.0	99.0	-0.0696361	0.02572549	99.0	99.0	3.443209	0.06251498	26.7441	0.0197	3.944197	0.07484047	26.5966	0.0206	2.446614	0.06456693	27.1151	0.0287	2.139255	0.05340666	27.2609	0.0271	1.918549	0.05627811	27.3791	0.0319	1.878542	0.1224459	27.402	0.0708	1.644367	0.09963538	27.5465	0.0658	-0.007785133859902027	0.001721333688049342	-0.002504902186214851	0.0018981027357543125	0.014986811142407543	0.0006022377933064073	0.02107476065402168	0.0007161494996473338	0.011678133970988833	0.0006215485076150135	0.01254722912645808	0.000596307806460807	0.011328745013522507	0.0006824956417092098	0.014392571304324522	0.0015562781273198536	0.0	0.0
4659	7063.0293	1975.3494	214.8436315	52.8186125	0.352	-1	z7-8	nircam6	0.009998628	0.009051213	33.0867	0.9831	0.003414451	0.005817965	34.2532	1.8505	0.05386754	0.01413812	31.2582	0.285	0.0106286	0.0169256	33.0203	1.7294	0.01696324	0.01460218	32.5127	0.9348	0.09944239	0.01207822	30.5926	0.1319	0.07973506	0.01272761	30.8324	0.1734	0.1948397	0.02769183	29.8623	0.1543	0.2610708	0.02253311	29.5446	0.0937	0.004092092420556827	0.0017235283990297392	-0.002304022165793674	0.0019005237038998049	0.0022678016782724233	0.0006030058734380069	-0.0004374073755507581	0.0007170627609488996	0.00152145149369056	0.0006223411412010413	0.0014928728273851635	0.000597068278264652	0.0004940072656872369	0.000683365985039422	0.008782086045376385	0.0015582631449895948	0.0	0.0
