NUMBER	X_IMAGE	Y_IMAGE	ALPHA_J2000	DELTA_J2000	CLASS_STAR	REDSHIFT	REDSHIFT_BIN	POINTING	SEX_FLUX_F606W	SEX_FLUXERR_F606W	SEX_MAG_F606W	SEX_MAGERR_F606W	SEX_FLUX_F814W	SEX_FLUXERR_F814W	SEX_MAG_F814W	SEX_MAGERR_F814W	SEX_FLUX_F115W	SEX_FLUXERR_F115W	SEX_MAG_F115W	SEX_MAGERR_F115W	SEX_FLUX_F150W	SEX_FLUXERR_F150W	SEX_MAG_F150W	SEX_MAGERR_F150W	SEX_FLUX_F200W	SEX_FLUXERR_F200W	SEX_MAG_F200W	SEX_MAGERR_F200W	SEX_FLUX_F277W	SEX_FLUXERR_F277W	SEX_MAG_F277W	SEX_MAGERR_F277W	SEX_FLUX_F356W	SEX_FLUXERR_F356W	SEX_MAG_F356W	SEX_MAGERR_F356W	SEX_FLUX_F410M	SEX_FLUXERR_F410M	SEX_MAG_F410M	SEX_MAGERR_F410M	SEX_FLUX_F444W	SEX_FLUXERR_F444W	SEX_MAG_F444W	SEX_MAGERR_F444W	EAZY_FLUX_F606W	EAZY_FLUXERR_F606W	EAZY_FLUX_F814W	EAZY_FLUXERR_F814W	EAZY_FLUX_F115W	EAZY_FLUXERR_F115W	EAZY_FLUX_F150W	EAZY_FLUXERR_F150W	EAZY_FLUX_F200W	EAZY_FLUXERR_F200W	EAZY_FLUX_F277W	EAZY_FLUXERR_F277W	EAZY_FLUX_F356W	EAZY_FLUXERR_F356W	EAZY_FLUX_F410M	EAZY_FLUXERR_F410M	EAZY_FLUX_F444W	EAZY_FLUXERR_F444W
675	1063.1985	423.542	214.8868899	52.7793512	0.019	-1	z7-8	nircam10	0.04577471	0.01657012	31.435	0.3931	-0.01122297	0.01127343	99.0	99.0	-0.1528616	0.02122243	99.0	99.0	-0.002750446	0.02583576	99.0	99.0	0.01206577	0.02195111	32.8826	1.9757	0.08045691	0.01975109	30.8226	0.2666	0.3521148	0.01980999	29.2198	0.0611	0.4221932	0.04432334	29.0227	0.114	0.2617321	0.03665143	29.5419	0.1521	0.006531826626938996	0.0020434749160486133	-0.004841866825593448	0.0023850088891719566	-0.0036820360515075227	0.0005857245486180881	0.0008273314272386389	0.0007082764891151237	0.0015228466687392719	0.0006053905068388858	0.0023533748725136357	0.0006324827528781361	0.012142061750965678	0.0006890129190938633	0.01406954800976136	0.0016156901293049991	0.0	0.0
1081	3336.532	627.9122	214.8644737	52.766014	0.359	-1	z7-8	nircam10	0.04307108	0.0204407	31.5011	0.5154	0.02139808	0.01390676	32.2606	0.7058	0.6152709	0.02617973	28.6139	0.0462	0.4222631	0.03187068	29.0226	0.082	0.3905548	0.02707862	29.1073	0.0753	0.1723351	0.0243647	29.9956	0.1535	0.1863018	0.02443736	29.911	0.1425	0.2751745	0.05467674	29.4875	0.2158	0.1750199	0.04521276	29.9788	0.2805	0.005607369704197331	0.0020486811360864543	0.004197196232753347	0.0023910841338787557	0.013683546033919542	0.0005872169611809021	0.01134990170070183	0.0007100809090512123	0.009933637372422581	0.0006069330513508538	0.005090883659810452	0.0006340941884470453	0.005115730776244771	0.0006907680563536133	0.00802073582495818	0.001619806461041681	0.0	0.0
1216	6499.2173	694.8171	214.8355933	52.74628	0.001	-1	z7-8	nircam10	-0.008834565	0.02978884	99.0	99.0	0.05171471	0.02026674	31.3025	0.4256	0.1978262	0.03815249	29.8458	0.2094	0.3432274	0.04644608	29.2476	0.147	0.2533363	0.03946248	29.5773	0.1692	0.2498373	0.03550741	29.5924	0.1543	0.4976541	0.03561329	28.8442	0.0777	0.6652147	0.07968203	28.5291	0.1301	0.6565641	0.06588989	28.5433	0.109	0.0007088739455200266	0.0020439955380523967	0.0003820213504854368	0.0023856162151700885	0.0053997992864321396	0.0005858739452261284	0.005472659584269079	0.0007084570339833014	0.0054760407793675294	0.0006055449682735797	0.007160541927992724	0.0006326440766850905	0.010107799260228404	0.0006891884654492724	0.019700862180048632	0.001616102207043863	0.0	0.0
1697	1352.772	908.4111	214.8792161	52.7801279	0.347	-1	z7-8	nircam10	-0.06573694	0.01595847	99.0	99.0	-0.01303905	0.01085729	99.0	99.0	0.06307804	0.02043904	31.0868	0.3519	0.07232551	0.02488208	30.9383	0.3736	0.02352584	0.02114082	32.1577	0.9759	-0.05147722	0.01902201	99.0	99.0	0.1260279	0.01907874	30.3354	0.1644	0.2899824	0.04268723	29.4306	0.1599	0.3918974	0.03529851	29.1036	0.0978	-0.002424242809425124	0.002045037938997751	-0.005920156272746512	0.0023868328518918355	0.0017555634248743648	0.0005861727384422087	0.002089235380926502	0.0007088181237196568	0.0005394246075910038	0.0006058536324135962	-0.0010390641093362722	0.0006329667242989997	0.0046413314339970434	0.0006895398844544315	0.010280450454256814	0.0016169263625215903	0.0	0.0
3712	2157.7029	1632.9373	214.8644297	52.7789231	0.0	-1	z7-8	nircam10	-0.06087412	0.03903916	99.0	99.0	-0.005894958	0.02656017	99.0	99.0	3.740668	0.04999999	26.6541	0.0145	3.297702	0.06086898	26.791	0.02	2.363874	0.05171676	27.1525	0.0238	0.7539611	0.04653352	28.3931	0.067	0.5508681	0.04667228	28.7339	0.092	0.3250259	0.1044257	29.3067	0.3489	0.2261126	0.08635069	29.7007	0.4147	0.0019299770053480944	0.002047639892078886	0.003062014629598848	0.0023898714666079767	0.027243002261306423	0.0005869186858040177	0.02320037047808667	0.000709720333687701	0.015623047089752167	0.0006066249046695802	0.004474308275464998	0.0006337721416666815	0.010753636912133177	0.000690417616231477	0.009825814147259087	0.0016189843574033176	0.0	0.0
3742	2195.3169	1648.1593	214.8639344	52.7787663	0.167	-1	z7-8	nircam10	0.05071267	0.02082641	31.3237	0.446	0.04099645	0.01416918	31.5547	0.3753	0.2359032	0.02667373	29.6547	0.1228	0.0241463	0.03247207	32.1294	1.4605	-0.1036106	0.02758958	99.0	99.0	0.1512523	0.02482446	30.1373	0.1782	0.2976613	0.02489849	29.4022	0.0908	0.4161268	0.05570847	29.0385	0.1454	0.4517863	0.04606591	28.9492	0.1107	0.0025264223977633747	0.0020439955380523967	0.0018683822655202618	0.0023856162151700885	0.005176561398241185	0.0005858739452261284	-0.0012917460657808173	0.0007084570339833014	-0.0006362747731671495	0.0006055449682735797	0.003346399510595908	0.0006326440766850905	0.007496713633632042	0.0006891884654492724	0.016141919445963177	0.001616102207043863	0.0	0.0
3979	1445.8813	1740.2555	214.86965	52.7840237	0.35	-1	z7-8	nircam10	-0.006317269	0.01506047	99.0	99.0	0.02243677	0.01024634	32.2091	0.496	-0.06138948	0.01928892	99.0	99.0	0.06207497	0.02348195	31.1042	0.4108	-0.09935693	0.01995122	99.0	99.0	0.002662052	0.01795163	34.5235	7.3235	0.0813331	0.01800517	30.8109	0.2404	0.3446765	0.04028518	29.243	0.1269	0.2033844	0.03331224	29.8157	0.1779	-0.0010204197058858394	0.00204607918300532	0.005315398509391457	0.0023880494886135825	-0.000837198136809042	0.0005864712727386911	0.0033738717852601647	0.0007091792134560121	-0.0027100426891132076	0.0006061622965536124	0.0025991025742665447	0.000633289071496136	0.004434695753786134	0.0006898909771652497	0.013410825500459543	0.0016177498340528632	0.0	0.0
4941	7562.1401	2034.5925	214.8120626	52.7467456	0.001	-1	z7-8	nircam10	-0.01768547	0.04093004	99.0	99.0	0.01667625	0.02784662	32.5313	1.8134	2.720806	0.05242175	26.9998	0.0209	3.21966	0.0638172	26.817	0.0215	2.655802	0.05422168	27.026	0.0222	1.893632	0.04878739	27.3933	0.028	2.413304	0.04893288	27.13	0.022	9.215263	0.1094836	25.6752	0.0129	4.673627	0.09053311	26.4124	0.021	-0.0013659871886487179	0.0020439955380523967	0.00411736263488132	0.0023856162151700885	0.04637956850502494	0.0005858739452261284	0.050658446739632663	0.0007084570339833014	0.04429723677879892	0.0006055449682735797	0.03916374245155907	0.0006326440766850905	0.04966637103053181	0.0006891884654492724	0.17881185020675447	0.001616102207043863	0.0	0.0
5161	3107.9993	2135.1851	214.850683	52.7755943	0.364	-1	z7-8	nircam10	-0.0003804207	0.007192384	99.0	99.0	-0.001118207	0.004893314	99.0	99.0	0.03074809	0.009211751	31.867	0.3254	0.05183276	0.0112142	31.3	0.235	0.03557936	0.00952804	31.7085	0.2908	0.05053144	0.008573106	31.3276	0.1842	0.0362613	0.008598671	31.6879	0.2575	0.1234938	0.01923887	30.3574	0.1692	0.08853784	0.01590882	30.7187	0.1951	0.0020765818477381406	0.0020408660213407613	-0.00046604232218379603	0.0023819643202793632	0.001945823500628133	0.0005849770477386911	0.0027063830051678697	0.0007073724788421263	-0.0002797591533789446	0.000604617940936045	-0.0005914031625418633	0.0006316755330098179	0.0004698083808711361	0.0006881332295507725	0.005270912005796816	0.001613628030744545	0.0	0.0
5850	6135.9707	2341.9883	214.8215329	52.7574672	0.345	-1	z7-8	nircam10	0.01303831	0.009141359	32.7985	0.7614	-0.007217028	0.006219294	99.0	99.0	0.02803764	0.01170793	31.9672	0.4535	-0.007685892	0.014253	99.0	99.0	0.0717303	0.01210993	30.9473	0.1833	-0.009821764	0.01089623	99.0	99.0	0.6027405	0.01092872	28.6362	0.0197	1.274387	0.02445218	27.8233	0.0208	-0.05264033	0.02021976	99.0	99.0	0.00022375512296814843	0.002045037938997751	0.007617817016993987	0.0023868328518918355	0.004412106463567821	0.0005861727384422087	-0.0017383405143355894	0.0007088181237196568	0.0038690390191159726	0.0006058536324135962	0.0006178521556295452	0.0006329667242989997	0.0181417336855634	0.0006895398844544315	0.040815975159877255	0.0016169263625215903	0.0	0.0
