source_number	filter	x_image	y_image	sex_flux_ujy	nmad_error_ujy	redshift_bin	pointing
2115	F606W	3102.8015	1143.9528	0.0027195338252825664	0.0030405595319873734	z10-15	nircam8
2414	F606W	691.6263	1246.5665	0.003014946319607559	0.004038313830659594	z10-15	nircam8
2819	F606W	10862.2676	1386.3751	0.0005426893194241088	0.0031160759901013666	z10-15	nircam8
3126	F606W	4098.0513	1489.0	0.0024046061043801726	0.002337038339688288	z10-15	nircam8
4658	F606W	2976.3372	1863.9977	-0.004039443652720814	0.0029577005049543103	z10-15	nircam8
4728	F606W	1175.1372	1890.6381	-0.0008798619459166357	0.003886918017008008	z10-15	nircam8
5721	F606W	3683.9387	2178.3008	0.002502361562624044	0.0029185689315381186	z10-15	nircam8
6083	F606W	3122.2625	2265.2727	-4.6036058531503325e-05	0.002810232323109168	z10-15	nircam8
6224	F606W	3938.0964	2300.7349	0.005054312949577422	0.0021382377808357245	z10-15	nircam8
6987	F606W	4550.9619	2497.5613	-0.004219997677508732	0.0024877247350895285	z10-15	nircam8
7140	F606W	1423.9026	2538.1516	-0.002241025513853404	0.0029148786307221907	z10-15	nircam8
7675	F606W	3542.9976	2640.2971	0.013364274282116399	0.0029306178761839747	z10-15	nircam8
7789	F606W	4090.6682	2692.0071	0.004652324503326669	0.0025162740271325356	z10-15	nircam8
8814	F606W	2486.1357	2948.5991	0.003927688090326294	0.002903786708273517	z10-15	nircam8
8922	F606W	7406.1802	2948.469	0.007310592688141701	0.0031064196714723734	z10-15	nircam8
8938	F606W	2457.6106	2982.1418	-0.00186712173236234	0.003014382639551328	z10-15	nircam8
11183	F606W	2998.6855	3504.4604	0.002586447800924116	0.002706421231010858	z10-15	nircam8
12484	F606W	4132.1523	3844.9299	0.00048615081105715695	0.0021152286680848477	z10-15	nircam8
14040	F606W	1282.4524	4331.5039	-0.0008751023038642622	0.003166019770568747	z10-15	nircam8
15197	F606W	8072.335	4782.1841	0.0021335216978231202	0.0023330497710271694	z10-15	nircam8
2115	F814W	3102.8015	1143.9528	-0.004772730898080665	0.002384000477643868	z10-15	nircam8
2414	F814W	691.6263	1246.5665	0.0032012649542880705	0.0037790046162832175	z10-15	nircam8
2819	F814W	10862.2676	1386.3751	0.0006459447866008867	0.0026613439530545346	z10-15	nircam8
3126	F814W	4098.0513	1489.0	0.00013830535719173718	0.0035887260349042743	z10-15	nircam8
4658	F814W	2976.3372	1863.9977	-0.0022833314026220386	0.0025605687457453943	z10-15	nircam8
4728	F814W	1175.1372	1890.6381	0.004332270695024044	0.002754838420953382	z10-15	nircam8
5721	F814W	3683.9387	2178.3008	-0.0030496299425781287	0.0034581423236091234	z10-15	nircam8
6083	F814W	3122.2625	2265.2727	-0.00012100885169573686	0.002558793336929801	z10-15	nircam8
6224	F814W	3938.0964	2300.7349	0.0009743549307826391	0.0025920769285782915	z10-15	nircam8
6987	F814W	4550.9619	2497.5613	0.004045964120316674	0.0038731252210615426	z10-15	nircam8
7140	F814W	1423.9026	2538.1516	-0.00333599605905002	0.0024456080206098248	z10-15	nircam8
7675	F814W	3542.9976	2640.2971	0.014720955021453814	0.003378586952880518	z10-15	nircam8
7789	F814W	4090.6682	2692.0071	-0.004406497443403517	0.0024796607532491786	z10-15	nircam8
8814	F814W	2486.1357	2948.5991	0.0015862489730882885	0.0024064691052384925	z10-15	nircam8
8922	F814W	7406.1802	2948.469	-0.0006468909052391523	0.0025443325599378832	z10-15	nircam8
8938	F814W	2457.6106	2982.1418	-0.008382694493503469	0.0031556432727345243	z10-15	nircam8
11183	F814W	2998.6855	3504.4604	0.0017675468979932423	0.003237739997032604	z10-15	nircam8
12484	F814W	4132.1523	3844.9299	-0.006708902057927657	0.0025088859119378145	z10-15	nircam8
14040	F814W	1282.4524	4331.5039	0.006553323396680829	0.0035135605581913983	z10-15	nircam8
15197	F814W	8072.335	4782.1841	0.0004152252124166134	0.0024819071149398846	z10-15	nircam8
2115	F115W	3102.8015	1143.9528	0.0007344559922110524	0.0015421046268290937	z10-15	nircam8
2414	F115W	691.6263	1246.5665	-0.0013838398077889392	0.0013488035775668281	z10-15	nircam8
2819	F115W	10862.2676	1386.3751	-0.0014333250391959744	0.002357741707797496	z10-15	nircam8
3126	F115W	4098.0513	1489.0	0.0027466475766331545	0.0012961373156322165	z10-15	nircam8
4658	F115W	2976.3372	1863.9977	0.0003558479619346719	0.0014542586990323025	z10-15	nircam8
4728	F115W	1175.1372	1890.6381	0.0010859012853015031	0.0015380804519419737	z10-15	nircam8
5721	F115W	3683.9387	2178.3008	-0.0005458061374371837	0.0011978609201791415	z10-15	nircam8
6083	F115W	3122.2625	2265.2727	-0.0022384689297738607	0.0014050628564510708	z10-15	nircam8
6224	F115W	3938.0964	2300.7349	0.006969144629396958	0.0013763954130703653	z10-15	nircam8
6987	F115W	4550.9619	2497.5613	0.0009026281548994939	0.0015665580310852154	z10-15	nircam8
7140	F115W	1423.9026	2538.1516	0.0025365990527638094	0.0014372351193272124	z10-15	nircam8
7675	F115W	3542.9976	2640.2971	0.002892947506281395	0.0015680111452739244	z10-15	nircam8
7789	F115W	4090.6682	2692.0071	-0.0007408285213567809	0.0017575362111797359	z10-15	nircam8
8814	F115W	2486.1357	2948.5991	0.001658287072989943	0.0014783494360521867	z10-15	nircam8
8922	F115W	7406.1802	2948.469	-0.001158011946859292	0.00265968786530982	z10-15	nircam8
8938	F115W	2457.6106	2982.1418	0.0002706419238693457	0.0017070025811029219	z10-15	nircam8
11183	F115W	2998.6855	3504.4604	0.0048444167487437	0.0010919914799144223	z10-15	nircam8
12484	F115W	4132.1523	3844.9299	0.0009680294329145689	0.0014056320508725342	z10-15	nircam8
14040	F115W	1282.4524	4331.5039	0.00037307595414572716	0.001482460811791845	z10-15	nircam8
15197	F115W	8072.335	4782.1841	0.0053660568844220895	0.0015560794097841711	z10-15	nircam8
2115	F150W	3102.8015	1143.9528	0.0034253245008265686	0.002249474202233471	z10-15	nircam8
2414	F150W	691.6263	1246.5665	0.000782686179073651	0.002056173102052997	z10-15	nircam8
2819	F150W	10862.2676	1386.3751	0.0005597824500217801	0.0020249280835941724	z10-15	nircam8
3126	F150W	4098.0513	1489.0	0.00040397017129311703	0.0015916300719306848	z10-15	nircam8
4658	F150W	2976.3372	1863.9977	0.0006312694734817737	0.0017640594935432058	z10-15	nircam8
4728	F150W	1175.1372	1890.6381	0.0012734076451532714	0.001962435929315024	z10-15	nircam8
5721	F150W	3683.9387	2178.3008	0.0032569214036271017	0.001751913588617677	z10-15	nircam8
6083	F150W	3122.2625	2265.2727	0.00037967351282928785	0.0021146654728226946	z10-15	nircam8
6224	F150W	3938.0964	2300.7349	0.0007981685444859367	0.0016065987447310393	z10-15	nircam8
